ID_Solicitud,Riesgo,Ingreso_Estable,Buen_Historial,Tiene_Garantia
2116,Medio,1,0,1
2117,Medio,1,1,1
2118,Alto,0,1,0
2119,Medio,0,0,1
2120,Muy alto,0,0,0
2121,Bajo,1,1,0
2122,Medio,1,0,0
2123,Alto,1,0,0
2124,Medio,0,1,1
2125,Bajo,1,1,1
2126,Muy alto,0,0,0
2127,Medio,1,1,1
2128,Alto,1,0,0
2129,Alto,1,0,0
2130,Bajo,1,1,1
2131,Medio,1,1,1
2132,Muy alto,0,0,0
2133,Alto,1,0,0
2134,Alto,0,0,1
2135,Bajo,1,1,0
2136,Muy alto,0,0,1
2137,Medio,1,0,1
2138,Medio,1,0,0
2139,Alto,0,0,1
2140,Bajo,1,1,0
2141,Alto,0,1,0
2142,Medio,1,0,1
2143,Medio,1,0,1
2144,Bajo,1,1,1
2145,Bajo,1,1,0
2146,Muy alto,0,1,1
2147,Medio,1,0,0
2148,Medio,1,0,0
2149,Medio,1,0,0
2150,Bajo,1,1,1
2151,Alto,1,0,1
2152,Alto,0,0,1
2153,Alto,1,1,0
2154,Muy alto,0,0,0
2155,Bajo,0,1,1
2156,Bajo,0,1,0
2157,Medio,1,1,0
2158,Medio,0,1,0
2159,Medio,1,0,1
2160,Muy alto,0,0,0
2161,Medio,0,1,1
2162,Alto,0,0,1
2163,Medio,1,1,1
2164,Alto,1,0,0
2165,Medio,1,0,0
2166,Muy alto,1,0,1
2167,Muy alto,0,0,0
2168,Muy alto,0,0,1
2169,Muy alto,1,1,0
2170,Muy alto,0,0,0
2171,Muy alto,0,0,0
2172,Bajo,1,1,1
2173,Bajo,1,1,0
2174,Alto,0,0,0
2175,Alto,0,0,0
2176,Bajo,0,1,1
2177,Medio,0,1,0
2178,Bajo,1,1,1
2179,Medio,0,1,1
2180,Medio,1,1,1
2181,Medio,1,1,1
2182,Medio,0,1,1
2183,Bajo,1,1,0
2184,Bajo,1,1,1
2185,Medio,1,1,1
2186,Muy alto,0,0,0
2187,Muy alto,0,0,0
2188,Muy alto,0,0,0
2189,Bajo,1,1,1
2190,Bajo,1,1,1
2191,Alto,1,1,0
2192,Muy alto,1,0,0
2193,Medio,0,1,1
2194,Medio,1,1,1
2195,Alto,0,0,0
2196,Muy alto,0,0,0
2197,Bajo,1,1,1
2198,Medio,1,1,1
2199,Bajo,1,1,1
2200,Medio,0,1,0
2201,Medio,0,1,0
2202,Muy alto,0,1,0
2203,Muy alto,0,1,0
2204,Muy alto,1,0,0
2205,Bajo,0,0,1
2206,Bajo,1,1,0
2207,Muy alto,0,0,0
2208,Bajo,1,1,0
2209,Alto,1,1,0
2210,Medio,0,1,1
2211,Bajo,1,1,1
2212,Medio,0,1,1
2213,Alto,0,0,1
2214,Medio,0,0,0
2215,Bajo,1,1,1
2216,Bajo,1,1,1
2217,Muy alto,0,0,1
2218,Bajo,1,1,1
2219,Muy alto,0,0,0
2220,Muy alto,1,1,0
2221,Medio,0,0,0
2222,Alto,0,1,0
2223,Medio,0,0,0
2224,Medio,1,1,1
2225,Muy alto,0,0,0
2226,Alto,0,0,0
2227,Alto,1,1,1
2228,Medio,1,1,0
2229,Alto,0,0,0
2230,Medio,1,1,0
2231,Muy alto,0,0,0
2232,Alto,1,0,1
2233,Alto,0,0,0
2234,Medio,0,1,1
2235,Bajo,1,1,1
2236,Muy alto,0,0,1
2237,Muy alto,0,0,0
2238,Alto,0,1,1
2239,Alto,1,0,0
2240,Medio,1,1,1
2241,Alto,0,1,0
2242,Medio,1,1,1
2243,Medio,1,1,1
2244,Bajo,1,1,1
2245,Alto,1,1,1
2246,Medio,1,1,0
2247,Medio,1,1,1
2248,Bajo,1,0,1
2249,Alto,0,1,0
2250,Alto,0,0,0
2251,Medio,0,1,1
2252,Bajo,1,1,0
2253,Alto,0,0,0
2254,Medio,1,1,1
2255,Medio,1,1,0
2256,Muy alto,1,0,0
2257,Bajo,1,0,0
2258,Alto,0,0,0
2259,Medio,1,1,1
2260,Medio,1,1,0
2261,Medio,0,0,1
2262,Muy alto,1,0,0
2263,Muy alto,0,0,0
2264,Medio,1,1,0
2265,Bajo,1,1,1
2266,Medio,0,0,0
2267,Bajo,0,1,1
2268,Medio,0,1,1
2269,Bajo,1,0,1
2270,Medio,0,0,1
2271,Medio,1,0,1
2272,Bajo,1,1,1
2273,Medio,1,0,0
2274,Alto,0,0,0
2275,Bajo,1,1,1
2276,Muy alto,0,0,0
2277,Alto,1,0,1
2278,Muy alto,0,1,1
2279,Bajo,1,1,1
2280,Bajo,1,1,0
2281,Medio,1,0,0
2282,Alto,1,1,0
2283,Alto,0,0,1
2284,Alto,1,0,1
2285,Medio,1,0,0
2286,Alto,1,1,1
2287,Medio,1,1,0
2288,Medio,0,1,0
2289,Alto,0,0,1
2290,Muy alto,0,0,1
2291,Muy alto,0,0,1
2292,Medio,1,1,0
2293,Bajo,0,1,0
2294,Bajo,1,1,1
2295,Medio,0,1,0
2296,Alto,0,0,0
2297,Bajo,1,1,1
2298,Alto,0,0,0
2299,Muy alto,0,0,0
2300,Bajo,1,1,1
2301,Medio,1,0,1
2302,Medio,0,1,0
2303,Alto,0,0,0
2304,Muy alto,0,1,0
2305,Alto,0,0,1
2306,Muy alto,1,1,0
2307,Bajo,1,1,0
2308,Bajo,0,0,0
2309,Alto,0,0,0
2310,Muy alto,0,0,0
2311,Muy alto,0,0,1
2312,Alto,1,0,1
2313,Medio,1,0,0
2314,Alto,0,1,1
2315,Bajo,1,1,0
2316,Bajo,1,1,1
2317,Muy alto,0,1,0
2318,Medio,0,1,0
2319,Alto,1,0,1
2320,Muy alto,0,0,1
2321,Muy alto,0,1,0
2322,Alto,0,1,1
2323,Medio,1,0,1
2324,Bajo,1,1,1
2325,Alto,1,1,0
2326,Bajo,1,1,1
2327,Medio,0,1,1
2328,Muy alto,1,0,1
2329,Muy alto,0,0,0
2330,Alto,0,0,1
2331,Medio,1,0,1
2332,Bajo,0,0,0
2333,Muy alto,0,0,0
2334,Muy alto,0,0,0
2335,Alto,0,0,0
2336,Muy alto,0,0,0
2337,Muy alto,0,0,1
2338,Medio,1,1,1
2339,Alto,1,1,0
2340,Medio,1,1,1
2341,Alto,0,0,1
2342,Alto,1,0,0
2343,Alto,0,0,0
2344,Alto,0,0,0
2345,Bajo,1,0,1
2346,Bajo,1,1,1
2347,Medio,1,1,1
2348,Muy alto,0,1,0
2349,Muy alto,1,0,0
2350,Muy alto,0,0,0
2351,Muy alto,1,0,0
2352,Alto,0,0,1
2353,Muy alto,0,0,1
2354,Bajo,1,1,0
2355,Medio,0,0,0
2356,Medio,1,1,1
2357,Bajo,0,1,1
2358,Medio,1,1,0
2359,Bajo,1,1,0
2360,Alto,0,0,1
2361,Medio,0,1,0
2362,Alto,0,0,0
2363,Alto,0,0,0
2364,Alto,0,1,0
2365,Muy alto,0,0,1
2366,Bajo,1,1,0
2367,Muy alto,1,0,0
2368,Alto,0,0,1
2369,Bajo,1,1,0
2370,Bajo,1,1,0
2371,Bajo,1,1,1
2372,Medio,1,1,0
2373,Bajo,1,1,1
2374,Medio,1,1,0
2375,Muy alto,0,0,0
2376,Bajo,1,1,1
2377,Medio,0,1,1
2378,Medio,1,1,1
2379,Medio,1,1,1
2380,Muy alto,0,1,0
2381,Alto,0,0,1
2382,Medio,1,1,1
2383,Medio,1,1,0
2384,Muy alto,0,0,0
2385,Bajo,1,1,1
2386,Medio,0,0,1
2387,Muy alto,0,0,0
2388,Medio,1,0,0
2389,Bajo,1,1,1
2390,Muy alto,0,0,1
2391,Medio,0,1,1
2392,Bajo,1,1,0
2393,Bajo,1,1,1
2394,Bajo,1,1,1
2395,Alto,0,0,0
2396,Alto,1,0,1
2397,Medio,0,0,0
2398,Muy alto,0,0,0
2399,Alto,0,1,1
2400,Alto,0,0,0
2401,Medio,0,1,0
2402,Bajo,1,1,1
2403,Bajo,1,0,1
2404,Muy alto,0,0,0
2405,Bajo,0,1,0
2406,Medio,1,1,1
2407,Bajo,1,0,1
2408,Medio,1,0,0
2409,Bajo,1,1,1
2410,Muy alto,0,0,1
2411,Muy alto,0,0,0
2412,Muy alto,0,0,0
2413,Alto,0,0,1
2414,Medio,1,1,0
2415,Alto,1,0,1
2416,Medio,1,0,0
2417,Alto,0,1,0
2418,Alto,1,0,0
2419,Muy alto,0,0,0
2420,Medio,1,1,0
2421,Alto,1,0,1
2422,Medio,1,1,1
2423,Bajo,1,1,1
2424,Bajo,1,1,0
2425,Alto,0,0,0
2426,Medio,1,0,1
2427,Bajo,1,1,1
2428,Medio,0,0,0
2429,Alto,1,0,0
2430,Medio,1,0,0
2431,Alto,0,1,0
2432,Muy alto,0,0,1
2433,Alto,0,0,0
2434,Alto,1,1,1
2435,Alto,0,0,1
2436,Bajo,1,1,1
2437,Bajo,1,1,1
2438,Medio,0,1,1
2439,Muy alto,0,0,0
2440,Bajo,1,1,1
2441,Alto,0,0,0
2442,Medio,1,1,0
2443,Alto,1,0,1
2444,Bajo,0,1,1
2445,Alto,0,1,1
2446,Alto,0,0,1
2447,Medio,1,0,1
2448,Bajo,1,1,1
2449,Alto,0,0,0
2450,Bajo,1,1,1
2451,Alto,1,0,0
2452,Alto,0,1,0
2453,Bajo,1,1,1
2454,Alto,0,0,0
2455,Alto,0,1,0
2456,Muy alto,0,1,0
2457,Medio,1,1,1
2458,Medio,0,1,0
2459,Muy alto,0,0,0
2460,Alto,0,0,1
2461,Bajo,1,1,1
2462,Medio,1,0,1
2463,Muy alto,0,0,0
2464,Alto,0,1,0
2465,Medio,0,0,1
2466,Alto,0,1,0
2467,Bajo,0,1,1
2468,Bajo,1,1,1
2469,Medio,1,0,1
2470,Bajo,0,1,1
2471,Medio,1,1,0
2472,Alto,1,0,0
2473,Alto,0,1,1
2474,Medio,1,1,0
2475,Bajo,1,1,0
2476,Alto,1,0,1
2477,Bajo,1,1,1
2478,Medio,1,1,0
2479,Bajo,0,1,1
2480,Alto,0,0,0
2481,Muy alto,1,0,0
2482,Medio,1,1,1
2483,Bajo,1,1,1
2484,Muy alto,0,0,0
2485,Medio,0,0,0
2486,Medio,1,1,1
2487,Alto,1,0,0
2488,Muy alto,1,0,0
2489,Muy alto,0,0,0
2490,Alto,1,0,1
2491,Medio,1,1,0
2492,Bajo,1,1,1
2493,Alto,0,0,0
2494,Medio,1,1,0
2495,Bajo,1,1,0
2496,Medio,1,1,0
2497,Bajo,1,1,1
2498,Medio,1,1,1
2499,Medio,1,1,1
2500,Muy alto,0,0,0
2501,Medio,1,1,0
2502,Alto,1,0,1
2503,Alto,0,0,1
2504,Muy alto,0,0,0
2505,Medio,1,0,0
2506,Medio,0,1,0
2507,Bajo,1,0,1
2508,Muy alto,0,0,0
2509,Alto,0,1,1
2510,Medio,1,0,1
2511,Bajo,1,1,1
2512,Alto,0,0,1
2513,Medio,0,1,1
2514,Muy alto,0,0,0
2515,Alto,0,0,0
2516,Bajo,1,1,1
2517,Medio,0,1,0
2518,Bajo,1,1,1
2519,Alto,0,1,0
2520,Alto,1,0,1
2521,Muy alto,0,1,0
2522,Muy alto,0,0,0
2523,Muy alto,0,0,0
2524,Medio,1,1,0
2525,Muy alto,0,0,1
2526,Bajo,1,0,1
2527,Bajo,1,1,1
2528,Medio,1,1,1
2529,Muy alto,0,0,1
2530,Bajo,1,1,1
2531,Bajo,1,1,1
2532,Muy alto,0,0,0
2533,Alto,0,0,1
2534,Alto,0,0,0
2535,Medio,0,0,1
2536,Muy alto,0,0,0
2537,Muy alto,0,0,0
2538,Muy alto,0,0,0
2539,Muy alto,0,0,0
2540,Medio,1,1,0
2541,Medio,0,1,1
2542,Medio,1,1,1
2543,Muy alto,0,1,0
2544,Alto,0,0,0
2545,Bajo,1,1,1
2546,Bajo,1,1,1
2547,Medio,0,1,1
2548,Alto,0,0,0
2549,Bajo,1,1,1
2550,Medio,1,1,1
2551,Muy alto,0,0,1
2552,Medio,1,1,0
2553,Bajo,1,1,0
2554,Alto,1,0,1
2555,Medio,0,1,1
2556,Muy alto,0,1,1
2557,Alto,1,0,0
2558,Bajo,1,1,1
2559,Alto,1,1,0
2560,Bajo,1,0,0
2561,Bajo,1,1,1
2562,Medio,1,1,0
2563,Muy alto,0,1,0
2564,Muy alto,1,1,0
2565,Medio,1,0,1
2566,Alto,1,1,0
2567,Bajo,1,1,0
2568,Muy alto,0,0,1
2569,Muy alto,1,0,0
2570,Muy alto,0,1,0
2571,Medio,1,1,1
2572,Alto,1,0,0
2573,Bajo,1,1,1
2574,Alto,0,0,0
2575,Alto,1,1,1
2576,Alto,0,0,0
2577,Alto,1,1,0
2578,Alto,0,1,0
2579,Alto,1,0,0
2580,Alto,1,0,0
2581,Alto,0,0,0
2582,Bajo,1,0,1
2583,Bajo,1,1,1
2584,Medio,1,1,0
2585,Muy alto,0,0,0
2586,Muy alto,1,0,0
2587,Muy alto,0,0,0
2588,Muy alto,0,0,1
2589,Medio,1,1,1
2590,Medio,1,0,1
2591,Bajo,1,1,1
2592,Alto,1,1,0
2593,Alto,0,0,1
2594,Medio,1,0,1
2595,Bajo,1,1,1
2596,Alto,0,1,0
2597,Alto,0,1,1
2598,Alto,1,0,1
2599,Alto,1,1,0
2600,Medio,0,1,0
2601,Muy alto,0,0,1
2602,Alto,1,0,1
2603,Bajo,1,1,1
2604,Muy alto,0,0,0
2605,Medio,1,1,1
2606,Medio,0,1,0
2607,Bajo,1,1,1
2608,Medio,0,1,0
2609,Alto,1,1,0
2610,Bajo,1,1,1
2611,Medio,1,1,0
2612,Bajo,1,1,0
2613,Muy alto,0,0,1
2614,Medio,0,0,0
2615,Medio,1,0,1
2616,Muy alto,0,0,0
2617,Medio,1,1,0
2618,Muy alto,0,1,0
2619,Medio,0,0,0
2620,Medio,0,1,1
2621,Bajo,0,1,1
2622,Bajo,1,0,0
2623,Muy alto,0,0,0
2624,Medio,0,0,0
2625,Muy alto,0,0,1
2626,Alto,0,0,0
2627,Bajo,1,1,1
2628,Alto,0,0,0
2629,Alto,1,0,1
2630,Alto,1,0,1
2631,Medio,0,1,1
2632,Alto,0,0,1
2633,Muy alto,0,0,0
2634,Bajo,1,1,1
2635,Muy alto,0,0,0
2636,Muy alto,0,0,0
2637,Muy alto,0,0,0
2638,Alto,0,0,0
2639,Bajo,1,1,1
2640,Medio,1,1,0
2641,Medio,1,0,0
2642,Alto,1,0,1
2643,Alto,1,0,1
2644,Bajo,1,1,1
2645,Medio,1,1,1
2646,Muy alto,0,0,0
2647,Bajo,0,1,0
2648,Muy alto,1,1,0
2649,Bajo,1,1,0
2650,Bajo,0,1,1
2651,Bajo,1,1,1
2652,Alto,0,0,1
2653,Medio,1,1,1
2654,Bajo,1,1,1
2655,Alto,0,1,1
2656,Medio,0,1,1
2657,Medio,0,1,0
2658,Muy alto,1,1,0
2659,Medio,0,1,1
2660,Medio,0,1,1
2661,Muy alto,0,0,0
2662,Medio,1,1,0
2663,Bajo,1,1,1
2664,Bajo,1,1,0
2665,Alto,1,0,1
2666,Alto,0,1,0
2667,Bajo,1,1,1
2668,Muy alto,0,0,1
2669,Medio,0,1,1
2670,Alto,1,0,0
2671,Medio,0,0,1
2672,Alto,0,1,1
2673,Alto,1,0,0
2674,Medio,1,0,1
2675,Bajo,1,1,0
2676,Medio,1,1,1
2677,Medio,0,0,1
2678,Alto,0,1,0
2679,Muy alto,0,0,1
2680,Alto,0,0,1
2681,Alto,1,0,1
2682,Muy alto,0,1,0
2683,Alto,0,1,0
2684,Alto,0,1,0
2685,Bajo,1,1,1
2686,Bajo,1,1,1
2687,Bajo,1,1,1
2688,Medio,1,1,0
2689,Medio,1,1,1
2690,Medio,0,1,0
2691,Medio,1,0,1
2692,Medio,0,1,1
2693,Bajo,1,1,0
2694,Muy alto,0,0,1
2695,Muy alto,1,0,0
2696,Alto,0,1,0
2697,Bajo,1,1,1
2698,Alto,0,0,0
2699,Medio,1,1,0
2700,Medio,1,1,1
2701,Medio,1,1,1
2702,Muy alto,1,0,0
2703,Alto,0,1,0
2704,Bajo,1,1,0
2705,Muy alto,0,0,1
2706,Medio,1,1,0
2707,Bajo,1,1,1
2708,Muy alto,1,0,0
2709,Bajo,1,1,1
2710,Alto,1,0,0
2711,Bajo,1,1,1
2712,Medio,1,1,0
2713,Bajo,1,1,0
2714,Medio,1,1,1
2715,Bajo,1,1,1
2716,Bajo,0,1,1
2717,Medio,0,1,1
2718,Bajo,1,1,1
2719,Medio,0,1,0
2720,Muy alto,1,0,0
2721,Alto,1,1,1
2722,Bajo,0,1,1
2723,Medio,1,1,0
2724,Medio,1,1,0
2725,Muy alto,0,1,0
2726,Muy alto,0,1,0
2727,Bajo,1,1,1
2728,Alto,1,1,0
2729,Bajo,0,1,1
2730,Medio,1,1,0
2731,Muy alto,0,0,0
2732,Muy alto,0,0,1
2733,Alto,1,0,1
2734,Medio,0,0,0
2735,Alto,0,0,0
2736,Bajo,1,1,1
2737,Medio,1,1,0
2738,Bajo,1,0,1
2739,Medio,0,0,1
2740,Medio,1,0,1
2741,Muy alto,0,0,1
2742,Muy alto,1,0,0
2743,Muy alto,0,0,0
2744,Medio,0,1,1
2745,Medio,0,1,0
2746,Alto,1,0,1
2747,Alto,1,0,0
2748,Muy alto,0,0,0
2749,Medio,1,1,0
2750,Alto,1,1,1
2751,Alto,1,0,1
2752,Bajo,0,1,0
2753,Medio,1,1,1
2754,Muy alto,0,0,0
2755,Bajo,1,1,1
2756,Muy alto,0,0,1
2757,Medio,1,1,0
2758,Bajo,1,1,1
2759,Medio,1,1,1
2760,Alto,0,0,1
2761,Alto,1,0,1
2762,Bajo,0,1,0
2763,Alto,0,0,1
2764,Alto,1,0,0
2765,Bajo,0,1,1
2766,Medio,0,1,0
2767,Medio,0,1,1
2768,Alto,1,0,1
2769,Medio,0,0,0
2770,Bajo,1,0,1
2771,Bajo,1,1,0
2772,Muy alto,1,0,0
2773,Muy alto,0,0,0
2774,Bajo,1,1,0
2775,Medio,1,1,1
2776,Muy alto,0,0,0
2777,Bajo,0,1,1
2778,Medio,0,1,0
2779,Muy alto,0,0,0
2780,Muy alto,1,0,0
2781,Alto,0,1,1
2782,Alto,1,1,1
2783,Muy alto,0,0,1
2784,Bajo,1,1,1
2785,Alto,1,0,0
2786,Medio,1,1,1
2787,Medio,1,0,1
2788,Medio,1,1,0
2789,Alto,0,0,0
2790,Muy alto,0,1,1
2791,Bajo,1,1,0
2792,Medio,0,1,1
2793,Muy alto,0,0,1
2794,Medio,1,1,0
2795,Alto,0,1,1
2796,Bajo,1,1,1
2797,Alto,0,0,0
2798,Bajo,1,1,1
2799,Bajo,0,1,1
2800,Bajo,1,0,1
2801,Alto,0,0,1
2802,Medio,1,1,1
2803,Alto,0,1,1
2804,Medio,0,1,1
2805,Medio,0,0,1
2806,Alto,0,1,0
2807,Alto,0,0,0
2808,Bajo,1,1,0
2809,Alto,0,1,0
2810,Medio,1,1,1
2811,Medio,1,1,0
2812,Muy alto,0,0,0
2813,Bajo,1,1,1
2814,Muy alto,0,0,0
2815,Alto,1,0,1
2816,Alto,0,0,0
2817,Medio,1,1,1
2818,Muy alto,0,0,1
2819,Medio,1,1,0
2820,Medio,1,1,1
2821,Bajo,1,0,1
2822,Medio,0,0,1
2823,Medio,1,0,0
2824,Alto,0,0,1
2825,Bajo,1,1,1
2826,Bajo,1,1,0
2827,Muy alto,0,1,1
2828,Muy alto,0,0,0
2829,Medio,1,0,1
2830,Alto,1,0,0
2831,Bajo,0,1,1
2832,Muy alto,0,0,0
2833,Bajo,1,1,0
2834,Medio,1,1,0
2835,Alto,1,0,0
2836,Medio,0,1,0
2837,Medio,1,1,1
2838,Medio,1,1,0
2839,Bajo,1,1,1
2840,Medio,1,0,1
2841,Bajo,1,1,1
2842,Muy alto,0,0,1
2843,Medio,0,1,1
2844,Muy alto,0,0,1
2845,Muy alto,0,0,0
2846,Bajo,0,1,1
2847,Muy alto,0,1,0
2848,Bajo,1,1,0
2849,Medio,1,1,1
2850,Muy alto,0,1,0
2851,Bajo,0,1,1
2852,Medio,1,1,1
2853,Muy alto,0,0,0
2854,Medio,0,1,0
2855,Alto,1,0,1
2856,Alto,0,0,1
2857,Medio,0,1,1
2858,Alto,0,0,1
2859,Bajo,0,1,0
2860,Alto,1,0,0
2861,Medio,1,1,0
2862,Bajo,1,1,1
2863,Medio,1,1,1
2864,Alto,1,0,1
2865,Medio,1,1,1
2866,Medio,1,1,1
2867,Alto,1,1,1
2868,Muy alto,0,0,0
2869,Medio,1,1,0
2870,Bajo,1,1,0
2871,Alto,0,1,1
2872,Alto,0,0,0
2873,Medio,1,1,0
2874,Bajo,1,1,0
2875,Medio,1,1,1
2876,Medio,0,1,0
2877,Medio,0,1,1
2878,Muy alto,0,0,0
2879,Bajo,1,1,1
2880,Alto,1,0,0
2881,Alto,0,0,1
2882,Bajo,0,1,0
2883,Bajo,1,1,0
2884,Medio,1,1,1
2885,Alto,0,0,0
2886,Bajo,1,1,0
2887,Medio,0,0,1
2888,Alto,0,0,0
2889,Medio,0,1,1
2890,Medio,1,1,0
2891,Bajo,1,1,1
2892,Alto,0,0,1
2893,Medio,1,1,0
2894,Muy alto,1,0,0
2895,Muy alto,0,0,1
2896,Muy alto,1,0,0
2897,Medio,1,0,1
2898,Alto,0,1,0
2899,Muy alto,1,0,1
2900,Muy alto,0,0,0
2901,Muy alto,0,0,1
2902,Medio,1,1,0
2903,Bajo,1,0,1
2904,Alto,0,1,0
2905,Medio,1,1,0
2906,Medio,1,1,1
2907,Muy alto,0,0,0
2908,Muy alto,0,1,0
2909,Medio,1,1,0
2910,Medio,1,1,1
2911,Muy alto,1,0,1
2912,Alto,1,0,1
2913,Bajo,1,1,0
2914,Muy alto,0,0,0
2915,Muy alto,0,0,0
2916,Muy alto,0,1,0
2917,Medio,0,0,1
2918,Alto,0,1,0
2919,Muy alto,0,1,1
2920,Alto,0,0,0
2921,Muy alto,0,0,0
2922,Alto,1,1,0
2923,Alto,0,0,0
2924,Alto,1,0,0
2925,Medio,1,1,1
2926,Bajo,1,1,1
2927,Alto,0,1,0
2928,Medio,1,1,0
2929,Bajo,0,0,1
2930,Medio,1,1,1
2931,Muy alto,0,1,0
2932,Medio,1,0,1
2933,Medio,1,0,1
2934,Medio,0,1,0
2935,Medio,1,1,1
2936,Alto,0,1,0
2937,Medio,1,0,0
2938,Medio,0,0,0
2939,Bajo,1,1,1
2940,Medio,1,1,0
2941,Bajo,1,1,1
2942,Alto,0,0,0
2943,Medio,0,1,0
2944,Medio,1,0,0
2945,Alto,0,0,1
2946,Muy alto,0,0,0
2947,Medio,0,1,0
2948,Alto,0,1,1
2949,Medio,1,1,1
2950,Bajo,1,1,0
2951,Bajo,1,0,0
2952,Muy alto,0,0,0
2953,Bajo,0,1,1
2954,Muy alto,0,0,0
2955,Medio,1,1,0
2956,Medio,1,1,0
2957,Muy alto,1,1,0
2958,Alto,0,0,1
2959,Muy alto,0,0,0
2960,Alto,1,0,1
2961,Medio,1,1,1
2962,Medio,1,1,0
2963,Bajo,1,1,0
2964,Medio,1,1,1
2965,Muy alto,0,0,0
2966,Medio,1,0,0
2967,Medio,0,1,1
2968,Alto,0,0,1
2969,Muy alto,1,1,1
2970,Bajo,1,1,1
2971,Medio,1,1,0
2972,Muy alto,0,0,0
2973,Alto,1,1,0
2974,Muy alto,0,0,0
2975,Bajo,1,1,0
2976,Bajo,1,1,1
2977,Alto,1,1,1
2978,Alto,0,0,0
2979,Alto,0,1,0
2980,Muy alto,0,0,1
2981,Alto,1,1,0
2982,Medio,1,1,0
2983,Bajo,1,1,1
2984,Muy alto,0,0,0
2985,Alto,1,0,0
2986,Medio,1,1,1
2987,Medio,0,1,0
2988,Medio,1,0,0
2989,Medio,1,1,1
2990,Medio,1,0,1
2991,Bajo,1,0,0
2992,Medio,0,0,0
2993,Muy alto,1,0,1
2994,Medio,1,1,0
2995,Medio,1,1,0
2996,Bajo,1,1,0
2997,Alto,0,0,1
2998,Bajo,1,1,1
2999,Alto,1,0,1
3000,Alto,1,0,1
3001,Muy alto,1,1,0
3002,Muy alto,0,0,1
3003,Medio,1,0,0
3004,Medio,1,1,1
3005,Medio,0,1,0
3006,Medio,1,1,0
3007,Bajo,1,1,1
3008,Alto,0,0,1
3009,Bajo,1,1,1
3010,Alto,0,1,1
3011,Muy alto,0,0,1
3012,Alto,0,0,0
3013,Muy alto,1,0,0
3014,Medio,1,1,0
3015,Muy alto,0,1,0
3016,Medio,0,1,1
3017,Medio,1,0,0
3018,Medio,0,0,1
3019,Alto,0,0,0
3020,Medio,1,1,1
3021,Alto,0,1,0
3022,Bajo,1,1,1
3023,Medio,1,1,1
3024,Muy alto,1,0,1
3025,Muy alto,0,0,1
3026,Muy alto,0,0,0
3027,Alto,0,1,0
3028,Alto,1,0,1
3029,Muy alto,0,0,0
3030,Muy alto,0,0,0
3031,Alto,1,0,0
3032,Bajo,1,1,1
3033,Medio,0,1,1
3034,Medio,0,0,0
3035,Muy alto,0,0,0
3036,Alto,0,0,0
3037,Bajo,1,1,1
3038,Alto,0,1,0
3039,Bajo,1,1,1
3040,Medio,1,1,0
3041,Alto,0,1,1
3042,Medio,1,1,1
3043,Alto,1,0,1
3044,Alto,1,0,1
3045,Medio,1,1,1
3046,Bajo,1,0,1
3047,Bajo,1,1,1
3048,Bajo,1,1,1
3049,Alto,1,0,0
3050,Muy alto,0,1,0
3051,Medio,1,0,0
3052,Bajo,1,1,1
3053,Bajo,1,1,1
3054,Alto,1,1,0
3055,Bajo,0,0,1
3056,Bajo,1,1,0
3057,Alto,0,0,0
3058,Medio,1,1,1
3059,Bajo,1,1,0
3060,Muy alto,0,0,0
3061,Medio,0,1,1
3062,Medio,1,1,1
3063,Medio,0,0,0
3064,Muy alto,0,1,0
3065,Muy alto,1,0,0
3066,Alto,1,0,0
3067,Alto,0,1,0
3068,Alto,0,0,0
3069,Muy alto,1,0,1
3070,Medio,1,1,1
3071,Muy alto,1,0,0
3072,Muy alto,0,1,0
3073,Alto,0,0,0
3074,Medio,1,1,1
3075,Bajo,0,0,0
3076,Bajo,0,1,1
3077,Muy alto,0,0,1
3078,Medio,1,0,0
3079,Bajo,1,1,1
3080,Medio,1,1,0
3081,Medio,0,0,1
3082,Medio,1,1,0
3083,Bajo,1,1,1
3084,Alto,0,0,1
3085,Muy alto,0,0,0
3086,Medio,0,1,0
3087,Bajo,1,0,1
3088,Bajo,0,1,1
3089,Muy alto,0,0,0
3090,Medio,0,1,0
3091,Bajo,1,0,1
3092,Muy alto,0,0,0
3093,Medio,1,0,1
3094,Medio,1,1,1
3095,Muy alto,0,0,1
3096,Alto,0,0,0
3097,Alto,1,1,1
3098,Medio,1,0,1
3099,Medio,1,1,0
3100,Muy alto,0,1,0
3101,Medio,0,1,0
3102,Medio,0,1,1
3103,Muy alto,0,0,0
3104,Muy alto,0,0,0
3105,Alto,0,1,0
3106,Alto,0,0,1
3107,Medio,1,0,0
3108,Medio,1,1,1
3109,Bajo,1,1,1
3110,Muy alto,0,0,0
3111,Bajo,1,1,1
3112,Bajo,1,1,0
3113,Bajo,1,1,1
3114,Medio,1,1,1
3115,Medio,1,0,1
3116,Bajo,1,1,1
3117,Medio,1,1,1
3118,Bajo,0,1,0
3119,Muy alto,0,0,0
3120,Medio,1,1,1
3121,Alto,1,1,1
3122,Alto,1,1,1
3123,Bajo,1,1,1
3124,Bajo,1,1,1
3125,Alto,0,0,0
3126,Bajo,1,1,1
3127,Bajo,1,1,1
3128,Alto,1,0,0
3129,Muy alto,0,1,0
3130,Medio,1,1,0
3131,Muy alto,1,0,1
3132,Muy alto,0,0,0
3133,Bajo,1,1,1
3134,Alto,1,0,1
3135,Bajo,1,1,1
3136,Muy alto,1,0,0
