CARRERA,Semestre,Promedio
CIVIL,9,84.43
CIVIL,9,84.48
CIVIL,9,84.62
CIVIL,9,84.62
CIVIL,9,84.8
CIVIL,9,84.81
CIVIL,9,84.89
CIVIL,9,84.91
CIVIL,9,85.1
CIVIL,9,85.27
CIVIL,9,85.57
CIVIL,9,85.9
CIVIL,9,86.43
CIVIL,9,87.48
CIVIL,9,87.57
CIVIL,9,87.61
CIVIL,9,88.22
CIVIL,9,88.5
CIVIL,9,88.62
CIVIL,9,88.78
CIVIL,9,89.09
CIVIL,9,89.35
CIVIL,9,89.64
CIVIL,9,90.29
CIVIL,9,90.92
CIVIL,9,91.27
CIVIL,9,91.36
CIVIL,9,91.43
CIVIL,9,91.55
CIVIL,9,91.57
CIVIL,9,91.57
CIVIL,9,91.6
CIVIL,9,92.16
CIVIL,9,95.24
CIVIL,9,95.45
CIVIL,9,96.29
CIVIL,10,75.75
CIVIL,10,76.21
CIVIL,10,76.5
CIVIL,10,76.61
CIVIL,10,77.69
CIVIL,10,77.9
CIVIL,10,77.92
CIVIL,10,77.97
CIVIL,10,78.02
CIVIL,10,78.05
CIVIL,10,78.16
CIVIL,10,78.27
CIVIL,10,78.33
CIVIL,10,78.45
CIVIL,10,78.54
CIVIL,10,78.57
CIVIL,10,78.96
CIVIL,10,79.15
CIVIL,10,79.29
CIVIL,10,79.63
CIVIL,10,79.92
CIVIL,10,80.23
CIVIL,10,80.44
CIVIL,10,80.55
CIVIL,10,80.56
CIVIL,10,80.59
CIVIL,10,80.6
CIVIL,10,80.7
CIVIL,10,80.9
CIVIL,10,80.96
CIVIL,10,81.09
CIVIL,10,81.1
CIVIL,10,81.22
CIVIL,10,81.26
CIVIL,10,81.47
CIVIL,10,81.5
CIVIL,10,81.63
CIVIL,10,81.68
CIVIL,10,82.22
CIVIL,10,82.29
CIVIL,10,82.55
CIVIL,10,82.67
CIVIL,10,82.67
CIVIL,10,82.73
CIVIL,10,82.97
CIVIL,10,83.47
CIVIL,10,83.47
CIVIL,10,83.71
CIVIL,10,83.96
CIVIL,10,84.3
CIVIL,10,84.35
CIVIL,10,84.4
CIVIL,10,85.12
CIVIL,10,85.69
CIVIL,10,85.7
CIVIL,10,85.88
CIVIL,10,85.88
CIVIL,10,86.43
CIVIL,10,86.79
CIVIL,10,87.02
CIVIL,10,88.19
CIVIL,10,88.21
CIVIL,10,91.46
CIVIL,11,76.89
CIVIL,11,78.61
CIVIL,11,79.57
CIVIL,11,80.35
CIVIL,11,80.5
CIVIL,11,80.88
CIVIL,11,80.98
CIVIL,11,81.29
CIVIL,11,81.39
CIVIL,11,81.67
CIVIL,11,82.05
CIVIL,11,82.45
CIVIL,11,82.75
CIVIL,11,82.9
CIVIL,11,83.04
CIVIL,11,83.88
CIVIL,11,85
CIVIL,11,86.05
CIVIL,11,86.44
CIVIL,11,87.41
CIVIL,11,88.88
CIVIL,11,92.82
CIVIL,12,76.64
CIVIL,12,77.52
CIVIL,12,77.6
CIVIL,12,78.14
CIVIL,12,78.31
CIVIL,12,78.41
CIVIL,12,78.55
CIVIL,12,79.05
CIVIL,12,79.84
CIVIL,12,79.9
CIVIL,12,80.41
CIVIL,12,80.52
CIVIL,12,80.57
CIVIL,12,80.6
CIVIL,12,80.7
CIVIL,12,80.96
CIVIL,12,81.35
CIVIL,12,81.5
CIVIL,12,81.55
CIVIL,12,82.24
CIVIL,12,82.34
CIVIL,12,82.62
CIVIL,12,83
CIVIL,13,77.88
CIVIL,13,78.06
CIVIL,13,78.16
CIVIL,13,79.27
CIVIL,13,80.41
CIVIL,13,81.66
CIVIL,13,83.4
CIVIL,13,84.94
CIVIL,13,88.27
CIVIL,14,79.56
CIVIL,14,80.26
CIVIL,14,80.49
CIVIL,14,80.64
CIVIL,14,82.35
ELECTRICA,2,83.8
ELECTRICA,2,84.25
ELECTRICA,2,85.67
ELECTRICA,2,86
ELECTRICA,2,87.75
ELECTRICA,2,88.25
ELECTRICA,2,90
ELECTRICA,3,80.75
ELECTRICA,3,80.78
ELECTRICA,3,81.38
ELECTRICA,3,81.5
ELECTRICA,3,82
ELECTRICA,3,82.45
ELECTRICA,3,82.64
ELECTRICA,3,82.71
ELECTRICA,3,83.25
ELECTRICA,3,83.45
ELECTRICA,3,83.8
ELECTRICA,3,84.71
ELECTRICA,3,85.4
ELECTRICA,3,85.6
ELECTRICA,3,86.08
ELECTRICA,3,86.17
ELECTRICA,3,86.42
ELECTRICA,3,87.18
ELECTRICA,3,87.92
ELECTRICA,3,88.42
ELECTRICA,3,89.08
ELECTRICA,3,90.25
ELECTRICA,3,90.62
ELECTRICA,3,91.58
ELECTRICA,3,95
ELECTRICA,3,95.25
ELECTRICA,4,81.67
ELECTRICA,4,82.56
ELECTRICA,4,82.56
ELECTRICA,4,82.94
ELECTRICA,4,83.47
ELECTRICA,4,83.76
ELECTRICA,4,84.11
ELECTRICA,4,84.44
ELECTRICA,4,84.67
ELECTRICA,4,84.67
ELECTRICA,4,85.31
ELECTRICA,4,85.39
ELECTRICA,4,86.22
ELECTRICA,4,86.61
ELECTRICA,4,87.19
ELECTRICA,4,91.1
ELECTRICA,5,78.37
ELECTRICA,5,82.09
ELECTRICA,5,82.67
ELECTRICA,5,82.7
ELECTRICA,5,82.91
ELECTRICA,5,83.14
ELECTRICA,5,83.43
ELECTRICA,5,83.5
ELECTRICA,5,83.61
ELECTRICA,5,83.79
ELECTRICA,5,83.91
ELECTRICA,5,84.12
ELECTRICA,5,84.25
ELECTRICA,5,84.33
ELECTRICA,5,84.41
ELECTRICA,5,84.6
ELECTRICA,5,84.67
ELECTRICA,5,84.82
ELECTRICA,5,85.26
ELECTRICA,5,85.68
ELECTRICA,5,85.75
ELECTRICA,5,85.79
ELECTRICA,5,85.87
ELECTRICA,5,86.19
ELECTRICA,5,86.5
ELECTRICA,5,86.54
ELECTRICA,5,86.57
ELECTRICA,5,86.7
ELECTRICA,5,87.45
ELECTRICA,5,88.04
ELECTRICA,5,88.63
ELECTRICA,5,88.88
ELECTRICA,5,89.21
ELECTRICA,5,90.16
ELECTRICA,5,91.08
ELECTRICA,5,91.52
ELECTRICA,6,78.9
ELECTRICA,6,80.81
ELECTRICA,6,81.82
ELECTRICA,6,82.64
ELECTRICA,6,82.78
ELECTRICA,6,83.24
ELECTRICA,6,83.63
ELECTRICA,6,83.77
ELECTRICA,6,84.09
ELECTRICA,6,84.48
ELECTRICA,6,84.83
ELECTRICA,6,85.78
ELECTRICA,6,88.77
ELECTRICA,6,89
ELECTRICA,7,78.4
ELECTRICA,7,80.5
ELECTRICA,7,80.83
ELECTRICA,7,80.91
ELECTRICA,7,81.33
ELECTRICA,7,82
ELECTRICA,7,82.29
ELECTRICA,7,82.62
ELECTRICA,7,82.62
ELECTRICA,7,82.67
ELECTRICA,7,83.1
ELECTRICA,7,83.1
ELECTRICA,7,83.18
ELECTRICA,7,83.38
ELECTRICA,7,83.8
ELECTRICA,7,84
ELECTRICA,7,84.03
ELECTRICA,7,84.49
ELECTRICA,7,85.52
ELECTRICA,7,85.79
ELECTRICA,7,86.2
ELECTRICA,7,86.37
ELECTRICA,7,86.46
ELECTRICA,7,86.53
ELECTRICA,7,86.74
ELECTRICA,7,87.62
ELECTRICA,7,88.38
ELECTRICA,7,88.51
ELECTRICA,7,88.86
ELECTRICA,7,89
ELECTRICA,7,89.09
ELECTRICA,7,89.14
ELECTRICA,7,89.39
ELECTRICA,7,89.68
ELECTRICA,7,89.76
ELECTRICA,7,90.13
ELECTRICA,7,90.18
ELECTRICA,7,90.27
ELECTRICA,7,90.34
ELECTRICA,7,90.97
ELECTRICA,7,91.46
ELECTRICA,7,91.65
ELECTRICA,7,93.05
ELECTRICA,7,93.32
ELECTRICA,7,93.38
ELECTRICA,8,81.85
ELECTRICA,8,81.94
ELECTRICA,8,82.11
ELECTRICA,8,82.89
ELECTRICA,8,82.91
ELECTRICA,8,82.93
ELECTRICA,8,82.93
ELECTRICA,8,83.86
ELECTRICA,8,83.95
ELECTRICA,8,84.21
ELECTRICA,8,84.55
ELECTRICA,8,89.26
ELECTRICA,8,90.5
ELECTRICA,8,91.68
ELECTRICA,9,77.65
ELECTRICA,9,78.1
ELECTRICA,9,78.82
ELECTRICA,9,78.84
ELECTRICA,9,79.55
ELECTRICA,9,79.88
ELECTRICA,9,80
ELECTRICA,9,80.02
ELECTRICA,9,80.03
ELECTRICA,9,80.72
ELECTRICA,9,80.87
ELECTRICA,9,80.91
ELECTRICA,9,80.92
ELECTRICA,9,80.97
ELECTRICA,9,81.21
ELECTRICA,9,81.33
ELECTRICA,9,81.64
ELECTRICA,9,81.72
ELECTRICA,9,81.81
ELECTRICA,9,81.83
ELECTRICA,9,81.95
ELECTRICA,9,82.02
ELECTRICA,9,82.24
ELECTRICA,9,82.41
ELECTRICA,9,82.77
ELECTRICA,9,82.96
ELECTRICA,9,82.97
ELECTRICA,9,82.97
ELECTRICA,9,83.25
ELECTRICA,9,83.33
ELECTRICA,9,83.47
ELECTRICA,9,83.76
ELECTRICA,9,83.8
ELECTRICA,9,83.81
ELECTRICA,9,83.98
ELECTRICA,9,84.04
ELECTRICA,9,84.45
ELECTRICA,9,84.47
ELECTRICA,9,84.75
ELECTRICA,9,85.49
ELECTRICA,9,86.06
ELECTRICA,9,86.69
ELECTRICA,9,88.26
ELECTRICA,9,88.38
ELECTRICA,9,88.94
ELECTRICA,9,89.34
ELECTRICA,9,89.4
ELECTRICA,9,91.6
ELECTRICA,10,80.19
ELECTRICA,10,80.26
ELECTRICA,10,80.39
ELECTRICA,10,81.33
ELECTRICA,10,82.21
ELECTRICA,10,82.81
ELECTRICA,10,86.24
ELECTRICA,11,78.75
ELECTRICA,11,78.81
ELECTRICA,11,79.64
ELECTRICA,11,80.23
ELECTRICA,11,81.34
ELECTRICA,11,81.34
ELECTRICA,11,81.42
ELECTRICA,11,81.54
ELECTRICA,11,82.18
ELECTRICA,11,82.61
ELECTRICA,11,83.39
ELECTRICA,11,85.48
ELECTRICA,12,80.14
ELECTRICA,12,80.59
ELECTRICA,12,80.61
ELECTRICA,12,80.8
ELECTRICA,12,81.16
ELECTRICA,12,81.54
ELECTRICA,12,84.63
ELECTRICA,13,80.46
ELECTRICA,13,81.76
ELECTRICA,13,86.68
ELECTRICA,14,78.7
ELECTRONICA,2,78.4
ELECTRONICA,2,79.2
ELECTRONICA,2,82.6
ELECTRONICA,2,84.5
ELECTRONICA,2,85.5
ELECTRONICA,2,88
ELECTRONICA,2,92.17
ELECTRONICA,2,93.33
ELECTRONICA,2,93.33
ELECTRONICA,3,74.2
ELECTRONICA,3,78.64
ELECTRONICA,3,79.64
ELECTRONICA,3,80.3
ELECTRONICA,3,80.55
ELECTRONICA,3,81.09
ELECTRONICA,3,82.2
ELECTRONICA,3,82.83
ELECTRONICA,3,83.25
ELECTRONICA,3,83.75
ELECTRONICA,3,83.83
ELECTRONICA,3,84.1
ELECTRONICA,3,84.2
ELECTRONICA,3,84.42
ELECTRONICA,3,85
ELECTRONICA,3,85.08
ELECTRONICA,3,85.73
ELECTRONICA,3,86
ELECTRONICA,3,86.08
ELECTRONICA,3,87.33
ELECTRONICA,3,87.67
ELECTRONICA,3,88.83
ELECTRONICA,3,89.33
ELECTRONICA,3,90
ELECTRONICA,3,90.25
ELECTRONICA,3,91
ELECTRONICA,3,91.18
ELECTRONICA,3,91.58
ELECTRONICA,3,91.58
ELECTRONICA,3,91.75
ELECTRONICA,3,91.8
ELECTRONICA,3,92.92
ELECTRONICA,3,93.75
ELECTRONICA,4,78
ELECTRONICA,4,79.8
ELECTRONICA,4,80
ELECTRONICA,4,80.15
ELECTRONICA,4,83.11
ELECTRONICA,4,83.81
ELECTRONICA,4,84.63
ELECTRONICA,4,86.12
ELECTRONICA,4,87.36
ELECTRONICA,5,80.33
ELECTRONICA,5,80.79
ELECTRONICA,5,81.22
ELECTRONICA,5,81.79
ELECTRONICA,5,82.39
ELECTRONICA,5,82.5
ELECTRONICA,5,82.5
ELECTRONICA,5,82.67
ELECTRONICA,5,82.86
ELECTRONICA,5,83.4
ELECTRONICA,5,84.4
ELECTRONICA,5,84.47
ELECTRONICA,5,84.87
ELECTRONICA,5,85.25
ELECTRONICA,5,85.36
ELECTRONICA,5,85.39
ELECTRONICA,5,85.9
ELECTRONICA,5,86
ELECTRONICA,5,86.14
ELECTRONICA,5,86.5
ELECTRONICA,5,86.74
ELECTRONICA,5,87
ELECTRONICA,5,87.36
ELECTRONICA,5,87.52
ELECTRONICA,5,87.74
ELECTRONICA,5,90.17
ELECTRONICA,5,90.36
ELECTRONICA,5,90.61
ELECTRONICA,5,91.13
ELECTRONICA,5,93.32
ELECTRONICA,5,96.04
ELECTRONICA,7,77.65
ELECTRONICA,7,78.54
ELECTRONICA,7,78.63
ELECTRONICA,7,78.8
ELECTRONICA,7,79.13
ELECTRONICA,7,79.18
ELECTRONICA,7,79.35
ELECTRONICA,7,79.59
ELECTRONICA,7,80.39
ELECTRONICA,7,80.42
ELECTRONICA,7,80.52
ELECTRONICA,7,80.71
ELECTRONICA,7,81.1
ELECTRONICA,7,81.79
ELECTRONICA,7,82.14
ELECTRONICA,7,82.69
ELECTRONICA,7,82.7
ELECTRONICA,7,83
ELECTRONICA,7,83.65
ELECTRONICA,7,83.94
ELECTRONICA,7,84.68
ELECTRONICA,7,85.51
ELECTRONICA,7,85.67
ELECTRONICA,7,86.08
ELECTRONICA,7,87.14
ELECTRONICA,7,87.41
ELECTRONICA,8,78.93
ELECTRONICA,8,79.16
ELECTRONICA,8,79.48
ELECTRONICA,8,80.95
ELECTRONICA,8,81.82
ELECTRONICA,8,92.56
ELECTRONICA,9,78.27
ELECTRONICA,9,79.13
ELECTRONICA,9,79.52
ELECTRONICA,9,79.66
ELECTRONICA,9,79.72
ELECTRONICA,9,79.75
ELECTRONICA,9,80
ELECTRONICA,9,80.6
ELECTRONICA,9,80.76
ELECTRONICA,9,80.81
ELECTRONICA,9,80.84
ELECTRONICA,9,81.12
ELECTRONICA,9,81.44
ELECTRONICA,9,81.62
ELECTRONICA,9,81.83
ELECTRONICA,9,82.02
ELECTRONICA,9,82.28
ELECTRONICA,9,82.29
ELECTRONICA,9,82.48
ELECTRONICA,9,82.51
ELECTRONICA,9,82.73
ELECTRONICA,9,82.74
ELECTRONICA,9,82.74
ELECTRONICA,9,83
ELECTRONICA,9,83.14
ELECTRONICA,9,83.35
ELECTRONICA,9,83.76
ELECTRONICA,9,84.02
ELECTRONICA,9,84.29
ELECTRONICA,9,84.38
ELECTRONICA,9,84.59
ELECTRONICA,9,84.62
ELECTRONICA,9,84.93
ELECTRONICA,9,85
ELECTRONICA,9,85.46
ELECTRONICA,9,85.56
ELECTRONICA,9,85.66
ELECTRONICA,9,86.35
ELECTRONICA,9,86.8
ELECTRONICA,9,86.85
ELECTRONICA,9,87.04
ELECTRONICA,9,87.85
ELECTRONICA,9,88.92
ELECTRONICA,9,89.78
ELECTRONICA,9,90.4
ELECTRONICA,9,93.02
ELECTRONICA,9,93.72
ELECTRONICA,10,78.78
ELECTRONICA,10,81.14
ELECTRONICA,10,81.19
ELECTRONICA,11,77.63
ELECTRONICA,11,78.25
ELECTRONICA,11,78.35
ELECTRONICA,11,78.61
ELECTRONICA,11,78.9
ELECTRONICA,11,79.02
ELECTRONICA,11,79.82
ELECTRONICA,11,80.72
ELECTRONICA,11,80.79
ELECTRONICA,11,81.37
ELECTRONICA,11,81.45
ELECTRONICA,11,82.08
ELECTRONICA,11,82.4
ELECTRONICA,11,82.65
ELECTRONICA,11,83.08
ELECTRONICA,11,85.58
ELECTRONICA,11,85.98
ELECTRONICA,11,86.19
ELECTRONICA,12,77.62
ELECTRONICA,12,77.73
ELECTRONICA,12,78
ELECTRONICA,12,78.76
ELECTRONICA,12,79.69
ELECTRONICA,12,80.03
ELECTRONICA,12,80.11
ELECTRONICA,12,81.17
ELECTRONICA,12,81.29
ELECTRONICA,12,81.39
ELECTRONICA,13,76.98
ELECTRONICA,13,77.75
ELECTRONICA,13,78.05
ELECTRONICA,13,79.38
ELECTRONICA,13,79.64
ELECTRONICA,13,81.66
ELECTRONICA,14,79.14
ELECTRONICA,14,79.68
ELECTRONICA,15,77.14
ELECTRONICA,15,77.28
ELECTRONICA,15,78.22
ELECTRONICA,15,80.54
ELECTRONICA,19,79.42
GESTION EMPRESARIAL,1,80.4
GESTION EMPRESARIAL,1,86.2
GESTION EMPRESARIAL,2,75.5
GESTION EMPRESARIAL,2,75.67
GESTION EMPRESARIAL,2,75.67
GESTION EMPRESARIAL,2,75.67
GESTION EMPRESARIAL,2,76.17
GESTION EMPRESARIAL,2,76.75
GESTION EMPRESARIAL,2,77
GESTION EMPRESARIAL,2,77.25
GESTION EMPRESARIAL,2,77.4
GESTION EMPRESARIAL,2,77.83
GESTION EMPRESARIAL,2,78
GESTION EMPRESARIAL,2,78.33
GESTION EMPRESARIAL,2,79
GESTION EMPRESARIAL,2,79
GESTION EMPRESARIAL,2,79.4
GESTION EMPRESARIAL,2,79.5
GESTION EMPRESARIAL,2,79.67
GESTION EMPRESARIAL,2,80.17
GESTION EMPRESARIAL,2,80.2
GESTION EMPRESARIAL,2,80.67
GESTION EMPRESARIAL,2,80.67
GESTION EMPRESARIAL,2,80.75
GESTION EMPRESARIAL,2,81
GESTION EMPRESARIAL,2,81
GESTION EMPRESARIAL,2,81
GESTION EMPRESARIAL,2,81.2
GESTION EMPRESARIAL,2,81.25
GESTION EMPRESARIAL,2,81.5
GESTION EMPRESARIAL,2,81.5
GESTION EMPRESARIAL,2,81.75
GESTION EMPRESARIAL,2,81.8
GESTION EMPRESARIAL,2,81.8
GESTION EMPRESARIAL,2,82
GESTION EMPRESARIAL,2,82
GESTION EMPRESARIAL,2,82.6
GESTION EMPRESARIAL,2,82.8
GESTION EMPRESARIAL,2,82.83
GESTION EMPRESARIAL,2,82.83
GESTION EMPRESARIAL,2,83
GESTION EMPRESARIAL,2,83
GESTION EMPRESARIAL,2,83
GESTION EMPRESARIAL,2,83.17
GESTION EMPRESARIAL,2,83.5
GESTION EMPRESARIAL,2,83.75
GESTION EMPRESARIAL,2,83.75
GESTION EMPRESARIAL,2,83.8
GESTION EMPRESARIAL,2,84
GESTION EMPRESARIAL,2,84.25
GESTION EMPRESARIAL,2,84.25
GESTION EMPRESARIAL,2,84.69
GESTION EMPRESARIAL,2,85
GESTION EMPRESARIAL,2,85
GESTION EMPRESARIAL,2,85.17
GESTION EMPRESARIAL,2,85.5
GESTION EMPRESARIAL,2,85.5
GESTION EMPRESARIAL,2,85.5
GESTION EMPRESARIAL,2,85.67
GESTION EMPRESARIAL,2,86
GESTION EMPRESARIAL,2,86.5
GESTION EMPRESARIAL,2,86.75
GESTION EMPRESARIAL,2,86.8
GESTION EMPRESARIAL,2,87
GESTION EMPRESARIAL,2,87
GESTION EMPRESARIAL,2,87
GESTION EMPRESARIAL,2,87.8
GESTION EMPRESARIAL,2,87.83
GESTION EMPRESARIAL,2,88.5
GESTION EMPRESARIAL,2,88.6
GESTION EMPRESARIAL,2,88.67
GESTION EMPRESARIAL,2,89
GESTION EMPRESARIAL,2,89.33
GESTION EMPRESARIAL,2,89.83
GESTION EMPRESARIAL,2,90.2
GESTION EMPRESARIAL,2,90.33
GESTION EMPRESARIAL,2,90.8
GESTION EMPRESARIAL,2,91.2
GESTION EMPRESARIAL,2,92.4
GESTION EMPRESARIAL,2,93.4
GESTION EMPRESARIAL,2,93.6
GESTION EMPRESARIAL,3,79.7
GESTION EMPRESARIAL,3,79.75
GESTION EMPRESARIAL,3,80.6
GESTION EMPRESARIAL,3,80.64
GESTION EMPRESARIAL,3,82.17
GESTION EMPRESARIAL,3,83.2
GESTION EMPRESARIAL,3,83.6
GESTION EMPRESARIAL,3,83.7
GESTION EMPRESARIAL,3,84.64
GESTION EMPRESARIAL,3,84.64
GESTION EMPRESARIAL,3,84.75
GESTION EMPRESARIAL,3,84.92
GESTION EMPRESARIAL,3,86
GESTION EMPRESARIAL,3,86.27
GESTION EMPRESARIAL,3,86.44
GESTION EMPRESARIAL,3,86.56
GESTION EMPRESARIAL,3,86.82
GESTION EMPRESARIAL,3,86.91
GESTION EMPRESARIAL,3,87.09
GESTION EMPRESARIAL,3,87.22
GESTION EMPRESARIAL,3,87.5
GESTION EMPRESARIAL,3,88.09
GESTION EMPRESARIAL,3,88.67
GESTION EMPRESARIAL,3,88.92
GESTION EMPRESARIAL,3,88.92
GESTION EMPRESARIAL,3,89.5
GESTION EMPRESARIAL,3,89.55
GESTION EMPRESARIAL,3,89.83
GESTION EMPRESARIAL,3,89.83
GESTION EMPRESARIAL,3,89.85
GESTION EMPRESARIAL,3,89.92
GESTION EMPRESARIAL,3,90.08
GESTION EMPRESARIAL,3,90.08
GESTION EMPRESARIAL,3,90.17
GESTION EMPRESARIAL,3,90.25
GESTION EMPRESARIAL,3,90.5
GESTION EMPRESARIAL,3,90.5
GESTION EMPRESARIAL,3,90.83
GESTION EMPRESARIAL,3,91
GESTION EMPRESARIAL,3,91.42
GESTION EMPRESARIAL,3,91.67
GESTION EMPRESARIAL,3,91.67
GESTION EMPRESARIAL,3,91.7
GESTION EMPRESARIAL,3,91.78
GESTION EMPRESARIAL,3,91.83
GESTION EMPRESARIAL,3,92.08
GESTION EMPRESARIAL,3,92.25
GESTION EMPRESARIAL,3,92.25
GESTION EMPRESARIAL,3,92.5
GESTION EMPRESARIAL,3,92.58
GESTION EMPRESARIAL,3,92.58
GESTION EMPRESARIAL,3,92.75
GESTION EMPRESARIAL,3,92.83
GESTION EMPRESARIAL,3,92.92
GESTION EMPRESARIAL,3,92.92
GESTION EMPRESARIAL,3,92.92
GESTION EMPRESARIAL,3,93.08
GESTION EMPRESARIAL,3,93.08
GESTION EMPRESARIAL,3,93.08
GESTION EMPRESARIAL,3,93.17
GESTION EMPRESARIAL,3,93.5
GESTION EMPRESARIAL,3,93.83
GESTION EMPRESARIAL,3,93.92
GESTION EMPRESARIAL,3,94
GESTION EMPRESARIAL,3,94.58
GESTION EMPRESARIAL,3,94.75
GESTION EMPRESARIAL,3,95.08
GESTION EMPRESARIAL,3,95.17
GESTION EMPRESARIAL,3,95.67
GESTION EMPRESARIAL,3,95.75
GESTION EMPRESARIAL,3,96.92
GESTION EMPRESARIAL,4,77.33
GESTION EMPRESARIAL,4,78.78
GESTION EMPRESARIAL,4,80.7
GESTION EMPRESARIAL,4,80.92
GESTION EMPRESARIAL,4,80.94
GESTION EMPRESARIAL,4,81
GESTION EMPRESARIAL,4,81.43
GESTION EMPRESARIAL,4,81.69
GESTION EMPRESARIAL,4,81.75
GESTION EMPRESARIAL,4,81.8
GESTION EMPRESARIAL,4,81.83
GESTION EMPRESARIAL,4,82.33
GESTION EMPRESARIAL,4,82.53
GESTION EMPRESARIAL,4,82.88
GESTION EMPRESARIAL,4,83.11
GESTION EMPRESARIAL,4,83.12
GESTION EMPRESARIAL,4,83.5
GESTION EMPRESARIAL,4,83.5
GESTION EMPRESARIAL,4,83.55
GESTION EMPRESARIAL,4,83.68
GESTION EMPRESARIAL,4,83.73
GESTION EMPRESARIAL,4,84.07
GESTION EMPRESARIAL,4,84.71
GESTION EMPRESARIAL,4,84.72
GESTION EMPRESARIAL,4,84.75
GESTION EMPRESARIAL,4,84.89
GESTION EMPRESARIAL,4,85.07
GESTION EMPRESARIAL,4,85.27
GESTION EMPRESARIAL,4,85.28
GESTION EMPRESARIAL,4,85.29
GESTION EMPRESARIAL,4,85.39
GESTION EMPRESARIAL,4,85.87
GESTION EMPRESARIAL,4,85.89
GESTION EMPRESARIAL,4,86
GESTION EMPRESARIAL,4,86.07
GESTION EMPRESARIAL,4,86.07
GESTION EMPRESARIAL,4,86.44
GESTION EMPRESARIAL,4,86.47
GESTION EMPRESARIAL,4,86.5
GESTION EMPRESARIAL,4,86.71
GESTION EMPRESARIAL,4,86.82
GESTION EMPRESARIAL,4,86.82
GESTION EMPRESARIAL,4,87.06
GESTION EMPRESARIAL,4,87.06
GESTION EMPRESARIAL,4,87.22
GESTION EMPRESARIAL,4,87.26
GESTION EMPRESARIAL,4,87.33
GESTION EMPRESARIAL,4,87.73
GESTION EMPRESARIAL,4,87.75
GESTION EMPRESARIAL,4,87.78
GESTION EMPRESARIAL,4,87.78
GESTION EMPRESARIAL,4,87.94
GESTION EMPRESARIAL,4,88.06
GESTION EMPRESARIAL,4,88.22
GESTION EMPRESARIAL,4,88.3
GESTION EMPRESARIAL,4,88.5
GESTION EMPRESARIAL,4,89.25
GESTION EMPRESARIAL,4,89.39
GESTION EMPRESARIAL,4,89.5
GESTION EMPRESARIAL,4,89.61
GESTION EMPRESARIAL,4,90.94
GESTION EMPRESARIAL,4,91.28
GESTION EMPRESARIAL,4,91.5
GESTION EMPRESARIAL,5,79.19
GESTION EMPRESARIAL,5,79.5
GESTION EMPRESARIAL,5,79.75
GESTION EMPRESARIAL,5,80.6
GESTION EMPRESARIAL,5,81.56
GESTION EMPRESARIAL,5,82.68
GESTION EMPRESARIAL,5,82.77
GESTION EMPRESARIAL,5,82.93
GESTION EMPRESARIAL,5,83.38
GESTION EMPRESARIAL,5,83.88
GESTION EMPRESARIAL,5,84.15
GESTION EMPRESARIAL,5,84.25
GESTION EMPRESARIAL,5,84.55
GESTION EMPRESARIAL,5,84.95
GESTION EMPRESARIAL,5,85.53
GESTION EMPRESARIAL,5,85.73
GESTION EMPRESARIAL,5,85.75
GESTION EMPRESARIAL,5,86.47
GESTION EMPRESARIAL,5,86.7
GESTION EMPRESARIAL,5,86.87
GESTION EMPRESARIAL,5,87
GESTION EMPRESARIAL,5,87.08
GESTION EMPRESARIAL,5,87.1
GESTION EMPRESARIAL,5,87.25
GESTION EMPRESARIAL,5,87.25
GESTION EMPRESARIAL,5,87.3
GESTION EMPRESARIAL,5,87.47
GESTION EMPRESARIAL,5,87.5
GESTION EMPRESARIAL,5,87.54
GESTION EMPRESARIAL,5,87.61
GESTION EMPRESARIAL,5,87.68
GESTION EMPRESARIAL,5,87.96
GESTION EMPRESARIAL,5,88.18
GESTION EMPRESARIAL,5,88.42
GESTION EMPRESARIAL,5,88.94
GESTION EMPRESARIAL,5,89
GESTION EMPRESARIAL,5,89.08
GESTION EMPRESARIAL,5,89.29
GESTION EMPRESARIAL,5,89.38
GESTION EMPRESARIAL,5,89.79
GESTION EMPRESARIAL,5,89.82
GESTION EMPRESARIAL,5,89.88
GESTION EMPRESARIAL,5,90.13
GESTION EMPRESARIAL,5,90.48
GESTION EMPRESARIAL,5,90.61
GESTION EMPRESARIAL,5,90.61
GESTION EMPRESARIAL,5,90.75
GESTION EMPRESARIAL,5,91.67
GESTION EMPRESARIAL,5,92.13
GESTION EMPRESARIAL,5,92.2
GESTION EMPRESARIAL,5,92.96
GESTION EMPRESARIAL,5,93.04
GESTION EMPRESARIAL,5,93.46
GESTION EMPRESARIAL,5,93.63
GESTION EMPRESARIAL,5,93.71
GESTION EMPRESARIAL,5,93.75
GESTION EMPRESARIAL,5,94.46
GESTION EMPRESARIAL,5,95.25
GESTION EMPRESARIAL,6,78.23
GESTION EMPRESARIAL,6,79.18
GESTION EMPRESARIAL,6,79.85
GESTION EMPRESARIAL,6,80.26
GESTION EMPRESARIAL,6,81.54
GESTION EMPRESARIAL,6,81.78
GESTION EMPRESARIAL,6,82.23
GESTION EMPRESARIAL,6,82.76
GESTION EMPRESARIAL,6,83
GESTION EMPRESARIAL,6,83.12
GESTION EMPRESARIAL,6,83.15
GESTION EMPRESARIAL,6,83.33
GESTION EMPRESARIAL,6,83.36
GESTION EMPRESARIAL,6,83.5
GESTION EMPRESARIAL,6,83.68
GESTION EMPRESARIAL,6,84
GESTION EMPRESARIAL,6,84.61
