"","Mapa","Cve_Ent","Nom_Ent","Nom_Abr","Cve_Mun","Nom_Mun","Cve_Loc","Nom_Loc","Ámbito","Latitud","Longitud","Lat_Decimal","Lon_Decimal","Altitud","Cve_Carta","Pob_Total","Pob_Masculina","Pob_Femenina","Total De Viviendas Habitadas"
"640","100051226","10","Durango","Dgo.","005","Durango","1226","San Jorge","R","24°04´52.209""N","104°33´24.459""W",24.081169,-104.556794,1860,"G13D82","3","*","*","1"
"641","100051228","10","Durango","Dgo.","005","Durango","1228","San José","R","24°02´03.061""N","104°30´45.579""W",24.034184,-104.512661,1859,"G13D82","0","0","0","0"
"642","100051229","10","Durango","Dgo.","005","Durango","1229","San José [Granja]","R","24°08´10.343""N","104°32´01.797""W",24.136206,-104.533833,1865,"G13D82","1","*","*","1"
"643","100051230","10","Durango","Dgo.","005","Durango","1230","San Juan de Olea","R","24°02´01.220""N","104°33´20.855""W",24.033672,-104.555793,1862,"G13D82","0","0","0","0"
"644","100051231","10","Durango","Dgo.","005","Durango","1231","San Juan del Arenal","R","24°00´32.287""N","104°48´17.101""W",24.008969,-104.80475,2250,"G13D81","3","*","*","1"
"645","100051232","10","Durango","Dgo.","005","Durango","1232","San Luis","R","24°00´03.161""N","104°34´33.314""W",24.000878,-104.575921,1871,"G13D82","1","*","*","1"
"646","100051233","10","Durango","Dgo.","005","Durango","1233","La San Martina","R","24°01´36.233""N","104°33´54.926""W",24.026731,-104.565257,1863,"G13D82","0","0","0","0"
"647","100051234","10","Durango","Dgo.","005","Durango","1234","Predio San Rafael","R","24°02´22.279""N","104°31´00.723""W",24.039522,-104.516868,1859,"G13D82","0","0","0","0"
"648","100051235","10","Durango","Dgo.","005","Durango","1235","Santa Cecilia","R","23°57´53.037""N","104°29´24.276""W",23.964733,-104.490077,1868,"F13B12","0","0","0","0"
"649","100051237","10","Durango","Dgo.","005","Durango","1237","Santa Fe Dos","R","24°05´59.195""N","104°35´07.640""W",24.099776,-104.585456,1880,"G13D82","5","*","*","1"
"650","100051239","10","Durango","Dgo.","005","Durango","1239","Santa Teresa","R","24°09´39.624""N","104°31´27.029""W",24.161007,-104.524175,1859,"G13D82","0","0","0","0"
"651","100051240","10","Durango","Dgo.","005","Durango","1240","SEDENA","R","24°08´35.864""N","104°29´51.780""W",24.143296,-104.497717,1855,"G13D82","1","*","*","1"
"652","100051241","10","Durango","Dgo.","005","Durango","1241","Familia Escandón","R","23°57´35.202""N","104°34´06.148""W",23.959778,-104.568374,1873,"F13B12","12","6","6","3"
"653","100051243","10","Durango","Dgo.","005","Durango","1243","Los Chirimoyos [Fraccionamiento]","R","24°09´00.495""N","104°33´30.322""W",24.150138,-104.558423,1856,"G13D82","0","0","0","0"
"654","100051244","10","Durango","Dgo.","005","Durango","1244","El Cacalote","R","24°08´21.371""N","104°42´27.673""W",24.13927,-104.707687,1934,"G13D81","0","0","0","0"
"655","100051246","10","Durango","Dgo.","005","Durango","1246","Casita Blanca","R","24°04´22.178""N","104°32´36.719""W",24.072827,-104.543533,1858,"G13D82","0","0","0","0"
"656","100051247","10","Durango","Dgo.","005","Durango","1247","Efraín Aguilera","R","24°10´52.132""N","104°33´58.480""W",24.181148,-104.566244,1866,"G13D82","0","0","0","0"
"657","100051248","10","Durango","Dgo.","005","Durango","1248","Familia Enríquez","R","24°08´52.038""N","104°32´12.568""W",24.147788,-104.536824,1860,"G13D82","0","0","0","0"
"658","100051249","10","Durango","Dgo.","005","Durango","1249","Yamilet","R","24°10´09.009""N","104°44´47.978""W",24.169169,-104.746661,1964,"G13D81","0","0","0","0"
"659","100051250","10","Durango","Dgo.","005","Durango","1250","El Mirador (Francisco Palacios Montés)","R","24°04´32.364""N","104°36´21.521""W",24.075657,-104.605978,1877,"G13D82","0","0","0","0"
"660","100051251","10","Durango","Dgo.","005","Durango","1251","Gilberto Escamilla","R","24°08´39.591""N","104°35´16.407""W",24.144331,-104.587891,1861,"G13D82","7","*","*","1"
"661","100051252","10","Durango","Dgo.","005","Durango","1252","Horacio Ruiz","R","24°10´22.695""N","104°33´48.261""W",24.172971,-104.563406,1865,"G13D82","5","*","*","1"
"662","100051253","10","Durango","Dgo.","005","Durango","1253","Rancho la Parcela","R","24°10´49.215""N","104°33´11.491""W",24.180338,-104.553192,1864,"G13D82","4","*","*","1"
"663","100051254","10","Durango","Dgo.","005","Durango","1254","José Covarrubias","R","24°10´31.913""N","104°36´23.187""W",24.175531,-104.606441,1871,"G13D82","0","0","0","0"
"664","100051255","10","Durango","Dgo.","005","Durango","1255","El Potro [Granja]","R","24°09´08.384""N","104°35´28.590""W",24.152329,-104.591275,1858,"G13D82","5","*","*","1"
"665","100051256","10","Durango","Dgo.","005","Durango","1256","Oscar Zarsosa","R","24°01´55.215""N","104°33´39.692""W",24.032004,-104.561026,1862,"G13D82","0","0","0","0"
"666","100051257","10","Durango","Dgo.","005","Durango","1257","Rito Barraza","R","24°03´05.601""N","104°34´58.076""W",24.051556,-104.582799,1865,"G13D82","0","0","0","0"
"667","100051258","10","Durango","Dgo.","005","Durango","1258","Ventura Hernández Torres","R","24°10´43.313""N","104°33´00.182""W",24.178698,-104.550051,1864,"G13D82","0","0","0","0"
"668","100051259","10","Durango","Dgo.","005","Durango","1259","La Soledad","R","23°39´28.865""N","105°14´05.373""W",23.658018,-105.234826,2526,"F13A29","68","36","32","15"
"669","100051260","10","Durango","Dgo.","005","Durango","1260","El Tanque","R","24°05´56.475""N","105°25´58.596""W",24.099021,-105.432943,2398,"G13C88","5","*","*","1"
"670","100051262","10","Durango","Dgo.","005","Durango","1262","El Cardenal","R","24°09´51.527""N","104°30´40.872""W",24.164313,-104.511353,1859,"G13D82","0","0","0","0"
"671","100051263","10","Durango","Dgo.","005","Durango","1263","El Potrillo","R","24°08´30.397""N","104°35´29.756""W",24.141777,-104.591599,1857,"G13D82","1","*","*","1"
"672","100051264","10","Durango","Dgo.","005","Durango","1264","Rancho Tinajas","R","24°11´46.453""N","104°15´38.811""W",24.196237,-104.260781,1946,"G13D83","0","0","0","0"
"673","100051266","10","Durango","Dgo.","005","Durango","1266","Familia Torrecillas","R","24°09´09.202""N","104°31´03.726""W",24.152556,-104.517702,1858,"G13D82","5","*","*","1"
"674","100051267","10","Durango","Dgo.","005","Durango","1267","La Toña","R","24°04´10.430""N","104°40´27.903""W",24.069564,-104.674418,1933,"G13D81","0","0","0","0"
"675","100051268","10","Durango","Dgo.","005","Durango","1268","Rancho Zacatecas","R","24°08´55.432""N","104°30´17.523""W",24.148731,-104.504868,1856,"G13D82","0","0","0","0"
"676","100051270","10","Durango","Dgo.","005","Durango","1270","Rancho Tres Palos","R","24°09´01.273""N","104°42´15.253""W",24.150354,-104.704237,1953,"G13D81","3","*","*","1"
"677","100051271","10","Durango","Dgo.","005","Durango","1271","Tres Tumbas","R","24°04´49.019""N","105°26´37.091""W",24.080283,-105.443636,2351,"G13C88","0","0","0","0"
"678","100051272","10","Durango","Dgo.","005","Durango","1272","CEFERESO Número 1","R","24°13´50.429""N","104°27´41.721""W",24.230675,-104.461589,1861,"G13D82","7","*","*","1"
"679","100051273","10","Durango","Dgo.","005","Durango","1273","Valle Hermoso","R","24°01´30.698""N","104°33´20.124""W",24.025194,-104.55559,1865,"G13D82","0","0","0","0"
"680","100051274","10","Durango","Dgo.","005","Durango","1274","La Varita","R","24°21´13.695""N","104°22´27.872""W",24.353804,-104.374409,1907,"G13D72","0","0","0","0"
"681","100051275","10","Durango","Dgo.","005","Durango","1275","La Ventana","R","24°09´21.450""N","104°47´41.716""W",24.155958,-104.794921,1951,"G13D81","0","0","0","0"
"682","100051278","10","Durango","Dgo.","005","Durango","1278","Arroyo Hondo","R","23°29´19.216""N","104°43´48.392""W",23.488671,-104.730109,2520,"F13B31","1","*","*","1"
"683","100051280","10","Durango","Dgo.","005","Durango","1280","El Alamito","R","23°38´01.903""N","104°53´18.788""W",23.633862,-104.888552,2444,"F13B21","0","0","0","0"
"684","100051281","10","Durango","Dgo.","005","Durango","1281","El Arete","R","24°00´00.167""N","104°33´56.960""W",24.000046,-104.565822,1869,"G13D82","0","0","0","0"
"685","100051282","10","Durango","Dgo.","005","Durango","1282","Bajío Largo","R","23°41´52.531""N","105°08´24.506""W",23.697925,-105.140141,2553,"F13A29","8","*","*","1"
"686","100051283","10","Durango","Dgo.","005","Durango","1283","Los Bancos","R","23°48´28.443""N","105°00´08.323""W",23.807901,-105.002312,2632,"F13A19","0","0","0","0"
"687","100051287","10","Durango","Dgo.","005","Durango","1287","José Luis Alarcón","R","24°00´16.406""N","104°32´28.166""W",24.004557,-104.541157,1865,"G13D82","1","*","*","1"
"688","100051289","10","Durango","Dgo.","005","Durango","1289","El Entronque a Banderas del Águila","R","23°55´02.984""N","105°21´03.939""W",23.917496,-105.351094,2419,"F13A18","17","10","7","3"
"689","100051291","10","Durango","Dgo.","005","Durango","1291","María Luisa [Granja]","R","24°00´00.376""N","104°34´38.826""W",24.000104,-104.577452,1872,"G13D82","7","*","*","1"
"690","100051293","10","Durango","Dgo.","005","Durango","1293","Veinticuatro de Junio","R","24°04´24.143""N","104°37´10.566""W",24.073373,-104.619602,1885,"G13D82","0","0","0","0"
"691","100051294","10","Durango","Dgo.","005","Durango","1294","El Buen Pastor","R","23°58´11.249""N","104°32´44.098""W",23.969791,-104.545583,1867,"F13B12","3","*","*","1"
"692","100051296","10","Durango","Dgo.","005","Durango","1296","Arturo Armas","R","24°03´11.037""N","104°34´49.598""W",24.053066,-104.580444,1863,"G13D82","0","0","0","0"
"693","100051297","10","Durango","Dgo.","005","Durango","1297","El Pavo Real","R","23°57´40.775""N","104°32´33.962""W",23.961326,-104.542767,1868,"F13B12","6","*","*","1"
"694","100051298","10","Durango","Dgo.","005","Durango","1298","Inés Huízar Amaro","R","24°09´43.063""N","104°29´52.135""W",24.161962,-104.497815,1857,"G13D82","0","0","0","0"
"695","100051302","10","Durango","Dgo.","005","Durango","1302","El Polvorín (Implementos Mineros)","R","24°03´44.294""N","104°40´05.672""W",24.062304,-104.668242,2020,"G13D81","0","0","0","0"
"696","100051303","10","Durango","Dgo.","005","Durango","1303","La Puerta Colorada","R","23°37´50.891""N","104°45´02.411""W",23.630803,-104.75067,2586,"F13B21","0","0","0","0"
"697","100051304","10","Durango","Dgo.","005","Durango","1304","La Puerta de los Lobos","R","23°37´58.904""N","104°55´08.798""W",23.633029,-104.919111,2679,"F13B21","0","0","0","0"
"698","100051305","10","Durango","Dgo.","005","Durango","1305","La Regional [Granja]","R","24°00´32.096""N","104°42´50.969""W",24.008916,-104.714158,1902,"G13D81","4","*","*","1"
"699","100051306","10","Durango","Dgo.","005","Durango","1306","El Retén del Oasis","R","23°44´49.496""N","104°45´13.954""W",23.747082,-104.753876,2371,"F13B21","0","0","0","0"
"700","100051307","10","Durango","Dgo.","005","Durango","1307","La Rinconada","R","23°53´57.691""N","104°36´22.163""W",23.899359,-104.606156,1893,"F13B12","2","*","*","1"
"701","100051308","10","Durango","Dgo.","005","Durango","1308","San Isidro","R","24°07´48.499""N","104°18´27.568""W",24.130139,-104.307658,1885,"G13D83","0","0","0","0"
"702","100051309","10","Durango","Dgo.","005","Durango","1309","Hacienda San Lorenzo","R","23°55´34.823""N","104°33´30.493""W",23.92634,-104.55847,1878,"F13B12","6","*","*","1"
"703","100051310","10","Durango","Dgo.","005","Durango","1310","Los Caballos de Don Cruz","R","23°57´26.516""N","104°33´06.949""W",23.957366,-104.55193,1871,"F13B12","4","*","*","1"
"704","100051311","10","Durango","Dgo.","005","Durango","1311","Las Yeguas","R","24°03´56.340""N","105°22´03.659""W",24.06565,-105.367683,2529,"G13C88","1","*","*","1"
"705","100051313","10","Durango","Dgo.","005","Durango","1313","Campo Alegre","R","24°10´11.672""N","104°33´29.091""W",24.169909,-104.558081,1863,"G13D82","7","*","*","1"
"706","100051314","10","Durango","Dgo.","005","Durango","1314","Chamacuero","R","24°01´13.376""N","104°27´04.923""W",24.020382,-104.451368,1860,"G13D82","0","0","0","0"
"707","100051315","10","Durango","Dgo.","005","Durango","1315","El Chubasco","R","24°03´50.134""N","104°33´29.791""W",24.063926,-104.558275,1859,"G13D82","1","*","*","1"
"708","100051318","10","Durango","Dgo.","005","Durango","1318","Las Curras","R","24°00´42.185""N","104°28´07.120""W",24.011718,-104.468644,1861,"G13D82","0","0","0","0"
"709","100051319","10","Durango","Dgo.","005","Durango","1319","Finca las Flores","R","24°03´28.208""N","104°32´02.049""W",24.057836,-104.533903,1862,"G13D82","0","0","0","0"
"710","100051320","10","Durango","Dgo.","005","Durango","1320","San Miguel de Casa Blanca 2 [Fraccionamiento]","R","24°08´51.458""N","104°42´27.258""W",24.147627,-104.707572,1941,"G13D81","0","0","0","0"
"711","100051321","10","Durango","Dgo.","005","Durango","1321","Fraccionamiento Campestre las Granjas Dos","R","24°05´36.846""N","104°41´26.165""W",24.093568,-104.690601,1953,"G13D81","0","0","0","0"
"712","100051322","10","Durango","Dgo.","005","Durango","1322","Dulce María [Granja]","R","24°01´59.892""N","104°33´46.390""W",24.033303,-104.562886,1864,"G13D82","0","0","0","0"
"713","100051325","10","Durango","Dgo.","005","Durango","1325","Los Olivos [Granja]","R","24°08´13.993""N","104°43´55.165""W",24.13722,-104.73199,1924,"G13D81","-","-","-","-"
"714","100051328","10","Durango","Dgo.","005","Durango","1328","El Herradero","R","24°00´15.961""N","104°42´35.877""W",24.004434,-104.709966,1901,"G13D81","7","*","*","1"
"715","100051329","10","Durango","Dgo.","005","Durango","1329","Los Jabalines","R","24°00´47.441""N","104°28´30.585""W",24.013178,-104.475163,1860,"G13D82","1","*","*","1"
"716","100051330","10","Durango","Dgo.","005","Durango","1330","Roberto Quiñones A.","R","24°10´17.050""N","104°32´23.059""W",24.171403,-104.539739,1870,"G13D82","0","0","0","0"
"717","100051335","10","Durango","Dgo.","005","Durango","1335","La Esperanza [Rancho]","R","24°05´44.542""N","104°34´02.771""W",24.095706,-104.567436,1860,"G13D82","1","*","*","1"
"718","100051337","10","Durango","Dgo.","005","Durango","1337","Antonio Reyes","R","24°04´13.841""N","104°31´21.783""W",24.070511,-104.522718,1861,"G13D82","0","0","0","0"
"719","100051338","10","Durango","Dgo.","005","Durango","1338","El Potrillo [Lienzo Charro]","R","24°08´40.485""N","104°35´19.603""W",24.144579,-104.588779,1861,"G13D82","0","0","0","0"
"720","100051340","10","Durango","Dgo.","005","Durango","1340","Rancho Alaska 1","R","24°00´16.244""N","104°36´53.326""W",24.004512,-104.614813,1875,"G13D82","0","0","0","0"
"721","100051341","10","Durango","Dgo.","005","Durango","1341","Luis Viera Gamiz [Rancho]","R","23°58´31.495""N","104°37´15.887""W",23.975415,-104.62108,1881,"F13B12","-","-","-","-"
"722","100051343","10","Durango","Dgo.","005","Durango","1343","Quintachilla","R","24°08´29.985""N","104°32´41.257""W",24.141663,-104.544794,1860,"G13D82","0","0","0","0"
"723","100051348","10","Durango","Dgo.","005","Durango","1348","Segovias","R","23°59´48.168""N","104°42´10.628""W",23.996713,-104.702952,1889,"F13B11","0","0","0","0"
"724","100051349","10","Durango","Dgo.","005","Durango","1349","Manuel Rosales","R","23°59´43.574""N","104°37´02.552""W",23.995437,-104.617376,1873,"F13B12","0","0","0","0"
"725","100051351","10","Durango","Dgo.","005","Durango","1351","Los Pinabetes","R","24°01´10.073""N","104°27´40.553""W",24.019465,-104.461265,1859,"G13D82","8","*","*","2"
"726","100051352","10","Durango","Dgo.","005","Durango","1352","Uriel Mejorado","R","23°59´34.322""N","104°32´34.290""W",23.992867,-104.542858,1866,"F13B12","3","*","*","1"
"727","100051353","10","Durango","Dgo.","005","Durango","1353","Antonio Puente","R","24°00´18.576""N","104°42´34.206""W",24.00516,-104.709502,1900,"G13D81","2","*","*","1"
"728","100051354","10","Durango","Dgo.","005","Durango","1354","El Cachorro [Rancho]","R","24°03´27.596""N","104°34´27.487""W",24.057666,-104.574302,1860,"G13D82","-","-","-","-"
"729","100051355","10","Durango","Dgo.","005","Durango","1355","Mario Ponce Regalado","R","24°05´59.831""N","104°41´23.644""W",24.099953,-104.689901,1951,"G13D81","1","*","*","1"
"730","100051357","10","Durango","Dgo.","005","Durango","1357","San Ángel","R","24°00´30.803""N","104°27´54.363""W",24.008556,-104.465101,1861,"G13D82","0","0","0","0"
"731","100051358","10","Durango","Dgo.","005","Durango","1358","Potrero de Cañas","R","24°08´22.049""N","104°29´34.766""W",24.139458,-104.492991,1855,"G13D82","2","*","*","1"
"732","100051359","10","Durango","Dgo.","005","Durango","1359","El Zopilote","R","23°57´25.802""N","104°40´32.214""W",23.957167,-104.675615,1880,"F13B11","-","-","-","-"
"733","100051360","10","Durango","Dgo.","005","Durango","1360","La Purísima (Los Gutiérrez)","R","24°09´25.605""N","104°32´55.554""W",24.157113,-104.548765,1860,"G13D82","9","*","*","2"
"734","100051361","10","Durango","Dgo.","005","Durango","1361","El Texano","R","23°57´13.945""N","104°30´48.938""W",23.953874,-104.513594,1870,"F13B12","0","0","0","0"
"735","100051362","10","Durango","Dgo.","005","Durango","1362","El Dorado [Rancho]","R","23°57´58.657""N","104°39´00.696""W",23.966294,-104.650193,1880,"F13B12","4","*","*","1"
"736","100051363","10","Durango","Dgo.","005","Durango","1363","El Sauce [Rancho]","R","23°59´59.295""N","104°33´00.972""W",23.999804,-104.55027,1867,"F13B12","0","0","0","0"
"737","100051365","10","Durango","Dgo.","005","Durango","1365","Rancho la Nogalera","R","24°00´14.948""N","104°42´42.779""W",24.004152,-104.711883,1902,"G13D81","2","*","*","1"
"738","100051366","10","Durango","Dgo.","005","Durango","1366","El Capitán","R","23°58´29.907""N","104°37´07.202""W",23.974974,-104.618667,1874,"F13B12","0","0","0","0"
"739","100051367","10","Durango","Dgo.","005","Durango","1367","Los Portales","R","23°58´54.172""N","104°37´20.275""W",23.981714,-104.622299,1877,"F13B12","0","0","0","0"
"740","100051368","10","Durango","Dgo.","005","Durango","1368","Rancho las Nubes","R","24°08´21.316""N","104°32´28.032""W",24.139254,-104.54112,1862,"G13D82","5","*","*","1"
"741","100051369","10","Durango","Dgo.","005","Durango","1369","El Mezquite [Rancho]","R","24°09´22.353""N","104°34´29.808""W",24.156209,-104.574947,1864,"G13D82","5","*","*","1"
"742","100051370","10","Durango","Dgo.","005","Durango","1370","Los Cerritos","R","24°11´10.435""N","104°40´55.827""W",24.186232,-104.682174,1914,"G13D81","-","-","-","-"
"743","100051371","10","Durango","Dgo.","005","Durango","1371","Las Avestruces","R","24°04´40.829""N","104°33´20.779""W",24.078008,-104.555772,1861,"G13D82","0","0","0","0"
"744","100051373","10","Durango","Dgo.","005","Durango","1373","Rancho Tierra Limpia","R","24°09´26.699""N","104°31´42.229""W",24.157416,-104.528397,1860,"G13D82","2","*","*","1"
"745","100051374","10","Durango","Dgo.","005","Durango","1374","Quinta Gálvez","R","24°08´29.625""N","104°31´49.628""W",24.141563,-104.530452,1862,"G13D82","0","0","0","0"
"746","100051376","10","Durango","Dgo.","005","Durango","1376","San Isidro","R","24°07´52.959""N","104°33´40.605""W",24.131378,-104.561279,1860,"G13D82","0","0","0","0"
"747","100051377","10","Durango","Dgo.","005","Durango","1377","Los Tres Diamantes","R","23°55´27.994""N","104°30´52.033""W",23.924443,-104.514454,1885,"F13B12","0","0","0","0"
"748","100051378","10","Durango","Dgo.","005","Durango","1378","Rancho Nuevo (El Zopilote)","R","23°57´39.113""N","104°40´48.003""W",23.960865,-104.680001,1883,"F13B11","0","0","0","0"
"749","100051379","10","Durango","Dgo.","005","Durango","1379","Fraccionamiento Campestre las Granjas Uno","R","24°06´18.963""N","104°42´05.507""W",24.105268,-104.70153,1961,"G13D81","0","0","0","0"
"750","100051380","10","Durango","Dgo.","005","Durango","1380","Las Maravillas (Magueycitos)","R","24°17´06.332""N","104°42´48.201""W",24.285092,-104.713389,1903,"G13D71","0","0","0","0"
"751","100051381","10","Durango","Dgo.","005","Durango","1381","Miguel Soto","R","24°13´56.409""N","104°42´37.798""W",24.232336,-104.710499,1898,"G13D81","3","*","*","1"
"752","100051382","10","Durango","Dgo.","005","Durango","1382","El Álamo","R","24°05´57.769""N","105°22´48.370""W",24.09938,-105.380103,2439,"G13C88","0","0","0","0"
"753","100051383","10","Durango","Dgo.","005","Durango","1383","Los Colorines","R","24°08´03.009""N","104°32´10.237""W",24.134169,-104.536177,1865,"G13D82","0","0","0","0"
"754","100051386","10","Durango","Dgo.","005","Durango","1386","Las Gabrielas [Rancho]","R","24°01´28.848""N","104°34´27.217""W",24.02468,-104.574227,1866,"G13D82","6","*","*","1"
"755","100051387","10","Durango","Dgo.","005","Durango","1387","San Miguel [Granja]","R","23°58´10.733""N","104°34´33.638""W",23.969648,-104.576011,1871,"F13B12","0","0","0","0"
"756","100051388","10","Durango","Dgo.","005","Durango","1388","El Jacalito","R","24°09´45.844""N","104°31´26.993""W",24.162734,-104.524165,1859,"G13D82","1","*","*","1"
"757","100051389","10","Durango","Dgo.","005","Durango","1389","Bodega Blanca","R","23°57´42.061""N","104°32´24.026""W",23.961684,-104.540007,1869,"F13B12","4","*","*","1"
"758","100051390","10","Durango","Dgo.","005","Durango","1390","La Reserva [Rancho]","R","23°57´31.084""N","104°34´00.171""W",23.958634,-104.566714,1873,"F13B12","2","*","*","1"
"759","100051392","10","Durango","Dgo.","005","Durango","1392","Mario de León","R","24°00´39.087""N","104°35´47.172""W",24.010858,-104.596437,1870,"G13D82","0","0","0","0"
"760","100051393","10","Durango","Dgo.","005","Durango","1393","Mauricio Antonio Pinal","R","24°04´43.964""N","104°36´00.860""W",24.078879,-104.600239,1869,"G13D82","11","*","*","2"
"761","100051394","10","Durango","Dgo.","005","Durango","1394","Ramiro Lugo","R","23°58´24.589""N","104°34´45.662""W",23.973497,-104.579351,1870,"F13B12","0","0","0","0"
"762","100051395","10","Durango","Dgo.","005","Durango","1395","Alejandra [Granja]","R","23°57´44.267""N","104°32´58.308""W",23.962296,-104.54953,1870,"F13B12","0","0","0","0"
"763","100051396","10","Durango","Dgo.","005","Durango","1396","El Oasis","R","24°08´09.317""N","104°32´05.850""W",24.135921,-104.534958,1865,"G13D82","0","0","0","0"
"764","100051397","10","Durango","Dgo.","005","Durango","1397","Oscar Hernández","R","24°07´53.044""N","104°43´26.065""W",24.131401,-104.723907,1940,"G13D81","-","-","-","-"
"765","100051398","10","Durango","Dgo.","005","Durango","1398","Rancho la Purísima","R","23°57´00.146""N","104°34´12.557""W",23.950041,-104.570155,1875,"F13B12","8","*","*","1"
"766","100051399","10","Durango","Dgo.","005","Durango","1399","Los Cuatro Potrillos","R","23°55´29.854""N","104°29´08.066""W",23.924959,-104.485574,1877,"F13B12","5","*","*","2"
"767","100051400","10","Durango","Dgo.","005","Durango","1400","San Miguel [Rancho]","R","24°08´07.231""N","104°43´56.017""W",24.135342,-104.732227,1925,"G13D81","-","-","-","-"
"768","100051412","10","Durango","Dgo.","005","Durango","1412","El Alto","R","24°03´28.673""N","104°29´57.574""W",24.057965,-104.499326,1858,"G13D82","0","0","0","0"
"769","100051413","10","Durango","Dgo.","005","Durango","1413","Bajío de Bueyes","R","23°51´01.978""N","105°06´10.004""W",23.850549,-105.102779,2435,"F13A19","0","0","0","0"
"770","100051414","10","Durango","Dgo.","005","Durango","1414","Buenavista","R","23°54´53.202""N","105°21´43.573""W",23.914778,-105.362104,2442,"F13A18","2","*","*","1"
"771","100051415","10","Durango","Dgo.","005","Durango","1415","Canoas","R","23°51´14.394""N","105°08´27.698""W",23.853998,-105.141027,2430,"F13A19","0","0","0","0"
"772","100051417","10","Durango","Dgo.","005","Durango","1417","El Durango","R","24°11´29.519""N","104°40´24.898""W",24.191533,-104.673583,1897,"G13D81","3","*","*","1"
"773","100051418","10","Durango","Dgo.","005","Durango","1418","La Emboscada","R","23°58´39.241""N","104°34´45.731""W",23.977567,-104.57937,1871,"F13B12","1","*","*","1"
"774","100051419","10","Durango","Dgo.","005","Durango","1419","La Esperanza","R","23°55´16.996""N","105°17´50.126""W",23.921388,-105.297257,2287,"F13A19","1","*","*","1"
"775","100051420","10","Durango","Dgo.","005","Durango","1420","Los Sauces [Granja]","R","23°54´50.208""N","104°32´10.105""W",23.913947,-104.53614,1880,"F13B12","0","0","0","0"
"776","100051421","10","Durango","Dgo.","005","Durango","1421","La Ilusión","R","23°58´19.378""N","104°33´35.454""W",23.972049,-104.559848,1870,"F13B12","0","0","0","0"
"777","100051422","10","Durango","Dgo.","005","Durango","1422","Lagua Fría","R","24°05´10.065""N","105°01´55.499""W",24.086129,-105.032083,2361,"G13C89","0","0","0","0"
"778","100051423","10","Durango","Dgo.","005","Durango","1423","Álvaro Delgado Gómez","R","24°12´17.889""N","104°31´44.860""W",24.204969,-104.529128,1859,"G13D82","0","0","0","0"
"779","100051425","10","Durango","Dgo.","005","Durango","1425","Cecilio Hernández","R","24°10´37.298""N","104°42´42.967""W",24.177027,-104.711935,1900,"G13D81","0","0","0","0"
"780","100051427","10","Durango","Dgo.","005","Durango","1427","Federico Veloz","R","23°58´41.809""N","104°34´38.478""W",23.97828,-104.577355,1870,"F13B12","6","*","*","1"
"781","100051428","10","Durango","Dgo.","005","Durango","1428","Los Gavilanes","R","23°58´16.466""N","104°34´13.135""W",23.971241,-104.570315,1872,"F13B12","0","0","0","0"
"782","100051429","10","Durango","Dgo.","005","Durango","1429","Jorge Ramos Astorga","R","24°12´11.547""N","104°31´57.392""W",24.203208,-104.532609,1861,"G13D82","1","*","*","1"
"783","100051432","10","Durango","Dgo.","005","Durango","1432","Manuel Irigoyan","R","23°55´33.716""N","104°33´54.876""W",23.926032,-104.565243,1884,"F13B12","1","*","*","1"
"784","100051433","10","Durango","Dgo.","005","Durango","1433","Pedro Rodríguez","R","23°58´21.462""N","104°34´28.275""W",23.972628,-104.574521,1871,"F13B12","0","0","0","0"
"785","100051436","10","Durango","Dgo.","005","Durango","1436","Ventura Salas","R","24°00´35.087""N","104°43´00.693""W",24.009746,-104.716859,1905,"G13D81","1","*","*","1"
"786","100051437","10","Durango","Dgo.","005","Durango","1437","Marranera","R","24°09´32.928""N","104°31´13.751""W",24.159147,-104.520486,1858,"G13D82","0","0","0","0"
"787","100051438","10","Durango","Dgo.","005","Durango","1438","El Bronce (El Temazcal) [Nuevo Centro de Población Ejidal]","R","24°15´02.404""N","104°19´54.689""W",24.250668,-104.331858,1946,"G13D73","0","0","0","0"
"788","100051440","10","Durango","Dgo.","005","Durango","1440","La Parrita de San Marcos","R","23°58´49.586""N","104°33´43.054""W",23.980441,-104.561959,1870,"F13B12","0","0","0","0"
"789","100051441","10","Durango","Dgo.","005","Durango","1441","Piloncillos","R","23°36´46.792""N","104°52´28.290""W",23.612998,-104.874525,2676,"F13B21","0","0","0","0"
"790","100051442","10","Durango","Dgo.","005","Durango","1442","Potrero el Refugio","R","23°58´43.006""N","104°34´41.181""W",23.978613,-104.578106,1871,"F13B12","6","*","*","1"
"791","100051443","10","Durango","Dgo.","005","Durango","1443","Puerto de Salas","R","23°44´18.412""N","104°56´16.659""W",23.738448,-104.937961,2585,"F13B21","0","0","0","0"
"792","100051444","10","Durango","Dgo.","005","Durango","1444","Quinta Don Alex","R","24°11´30.784""N","104°41´07.074""W",24.191884,-104.685298,1898,"G13D81","0","0","0","0"
"793","100051445","10","Durango","Dgo.","005","Durango","1445","Rancho Camila","R","24°10´41.774""N","104°42´36.609""W",24.178271,-104.710169,1900,"G13D81","1","*","*","1"
"794","100051446","10","Durango","Dgo.","005","Durango","1446","Rancho Díaz","R","23°58´16.905""N","104°36´17.086""W",23.971363,-104.604746,1872,"F13B12","0","0","0","0"
