"Alumno","Semestre","Cr. Apr.","Carga","Promedio","Carrera","localidad","latitud","longitud"
3272,6,138,24,83.45,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3273,7,121,29,83.7,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3274,2,27,24,90.17,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3275,1,NA,27,0,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3276,8,201,24,80.59,"INDUSTRIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
3277,4,80,32,80.17,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3278,7,171,24,90.23,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3279,6,154,25,82.97,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3280,6,138,29,84.13,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3281,5,107,35,85.42,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3282,2,27,24,82.5,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3283,1,NA,27,0,"INDUSTRIAL","La Esperanza",23.921388,-105.297257
3284,5,88,28,85.85,"INDUSTRIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
3285,2,27,24,81,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3286,8,205,30,83.98,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3287,7,171,34,89.13,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3288,6,129,25,83.83,"INDUSTRIAL","Los Caballos de Don Cruz",23.957366,-104.55193
3289,8,158,25,82.19,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3290,2,27,24,88.5,"INDUSTRIAL","Los Caballos de Don Cruz",23.957366,-104.55193
3291,2,27,24,75.67,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3292,8,200,29,82.09,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3293,5,76,18,79.71,"INDUSTRIAL","La Esperanza",23.921388,-105.297257
3294,3,46,33,87.18,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3295,4,68,31,84.63,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3296,4,69,31,84.25,"INDUSTRIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
3297,3,43,22,82.4,"INDUSTRIAL","La Esperanza",23.921388,-105.297257
3298,1,NA,27,0,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3299,2,27,24,92.83,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3300,5,95,34,88.48,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3301,1,NA,27,0,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3302,5,95,27,81.18,"INDUSTRIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
3303,5,102,36,87.74,"INDUSTRIAL","La Esperanza",23.921388,-105.297257
3304,4,69,22,84.19,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3305,4,50,24,78.5,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3306,8,180,26,82,"INDUSTRIAL","La Esperanza",23.921388,-105.297257
3307,8,120,31,81.15,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3308,1,NA,27,0,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3309,4,50,30,79.55,"INDUSTRIAL","La Esperanza",23.921388,-105.297257
3310,2,27,24,85.83,"INDUSTRIAL","La Esperanza",23.921388,-105.297257
3311,1,NA,27,0,"INDUSTRIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
3312,1,NA,27,0,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3313,6,129,27,81.69,"INDUSTRIAL","Las Curras",24.011718,-104.468644
3314,6,128,20,82.14,"INDUSTRIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
3315,1,NA,27,0,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3316,8,202,27,84.59,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3317,5,51,22,90.58,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3318,8,195,29,82.71,"INDUSTRIAL","Las Curras",24.011718,-104.468644
3319,4,61,21,82.43,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3320,3,55,27,81.46,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3321,3,17,24,82.25,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3322,4,84,28,86.47,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3323,3,51,29,86.25,"INDUSTRIAL","Los Caballos de Don Cruz",23.957366,-104.55193
3324,5,93,30,82.14,"INDUSTRIAL","Los Caballos de Don Cruz",23.957366,-104.55193
3325,7,149,30,82.26,"INDUSTRIAL","Los Caballos de Don Cruz",23.957366,-104.55193
3326,2,27,24,83,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3327,8,168,30,79.79,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3328,5,95,30,83.38,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3329,2,27,24,87.33,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3330,8,188,32,85.65,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3331,1,NA,27,0,"INDUSTRIAL","La Esperanza",23.921388,-105.297257
3332,5,108,30,90.58,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3333,1,NA,27,0,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3334,1,NA,27,0,"INDUSTRIAL","La Esperanza",23.921388,-105.297257
3335,8,162,33,82.68,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3336,7,179,26,89.12,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3337,2,22,29,83.2,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3338,4,83,31,82.21,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3339,5,88,31,83,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3340,4,80,32,84.33,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3341,2,27,24,94.17,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3342,2,27,24,90.17,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3343,2,27,24,88.83,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3344,5,55,27,86.69,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3345,2,27,24,88.33,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3346,5,93,35,78.86,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3347,8,188,26,84.47,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3348,5,99,17,87.86,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3349,5,102,27,85.13,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3350,8,167,29,83.13,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3351,1,NA,27,0,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3352,2,27,24,87.33,"INDUSTRIAL","Las Curras",24.011718,-104.468644
3353,3,47,33,88.18,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3354,7,171,29,93.18,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3355,7,180,30,93.2,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3356,7,172,35,84.9,"INDUSTRIAL","Las Curras",24.011718,-104.468644
3357,2,27,24,94.33,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3358,7,154,30,85.06,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3359,3,27,13,81.71,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3360,2,27,24,92,"INDUSTRIAL","Victoria de Durango",24.023988,-104.670194
3361,5,87,31,84.7,"INDUSTRIAL","La Esperanza",23.921388,-105.297257
3362,3,50,26,87.17,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3363,1,NA,27,0,"INDUSTRIAL","La Criba (Don Toño)",24.180146,-104.548244
3364,1,NA,27,0,"INDUSTRIAL","Las Curras",24.011718,-104.468644
3365,12,185,15,76.68,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3366,9,142,17,77.32,"MECANICA","Victoria de Durango",24.023988,-104.670194
3367,11,197,18,80.47,"MECANICA","Victoria de Durango",24.023988,-104.670194
3368,9,221,10,87.19,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3369,11,220,10,80.96,"MECANICA","Victoria de Durango",24.023988,-104.670194
3370,11,225,10,81.86,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3371,10,211,24,80.07,"MECANICA","Victoria de Durango",24.023988,-104.670194
3372,10,185,29,79.24,"MECANICA","Victoria de Durango",24.023988,-104.670194
3373,12,165,30,79.53,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3374,11,168,15,77.35,"MECANICA","Victoria de Durango",24.023988,-104.670194
3375,11,217,13,81.89,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3376,11,225,5,80.96,"MECANICA","Las Curras",24.011718,-104.468644
3377,10,180,18,82.63,"MECANICA","Victoria de Durango",24.023988,-104.670194
3378,10,225,10,82.12,"MECANICA","Victoria de Durango",24.023988,-104.670194
3379,11,163,18,79.08,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3380,11,230,5,82.56,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3381,9,230,5,87.92,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3382,9,206,15,86.62,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3383,9,200,24,83.07,"MECANICA","La Esperanza",23.921388,-105.297257
3384,9,190,16,97.83,"MECANICA","Victoria de Durango",24.023988,-104.670194
3385,11,205,8,82.02,"MECANICA","Victoria de Durango",24.023988,-104.670194
3386,9,230,5,90.2,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3387,9,230,5,91.88,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3388,11,225,10,79.27,"MECANICA","Las Curras",24.011718,-104.468644
3389,11,230,5,85.94,"MECANICA","Victoria de Durango",24.023988,-104.670194
3390,9,224,11,89.98,"MECANICA","Victoria de Durango",24.023988,-104.670194
3391,10,230,5,81.5,"MECANICA","Victoria de Durango",24.023988,-104.670194
3392,10,225,5,83.53,"MECANICA","Victoria de Durango",24.023988,-104.670194
3393,9,182,19,82.3,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3394,12,196,29,79.47,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3395,11,230,5,82.18,"MECANICA","Victoria de Durango",24.023988,-104.670194
3396,10,221,14,83.73,"MECANICA","Victoria de Durango",24.023988,-104.670194
3397,9,178,23,82.05,"MECANICA","Victoria de Durango",24.023988,-104.670194
3398,11,230,5,82.42,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3399,10,215,15,82.02,"MECANICA","Victoria de Durango",24.023988,-104.670194
3400,10,226,16,82.59,"MECANICA","Victoria de Durango",24.023988,-104.670194
3401,9,178,8,80.74,"MECANICA","La Esperanza",23.921388,-105.297257
3402,11,216,14,79.77,"MECANICA","Victoria de Durango",24.023988,-104.670194
3403,9,175,28,83.45,"MECANICA","Victoria de Durango",24.023988,-104.670194
3404,10,172,18,81.13,"MECANICA","Victoria de Durango",24.023988,-104.670194
3405,8,201,23,89.39,"MECANICA","Victoria de Durango",24.023988,-104.670194
3406,9,222,10,81.75,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3407,9,98,34,77.5,"MECANICA","La Esperanza",23.921388,-105.297257
3408,9,164,32,83.67,"MECANICA","Victoria de Durango",24.023988,-104.670194
3409,10,163,28,79.5,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3410,9,177,28,79.97,"MECANICA","Victoria de Durango",24.023988,-104.670194
3411,5,88,24,83.7,"MECANICA","Victoria de Durango",24.023988,-104.670194
3412,1,NA,26,0,"MECANICA","Las Curras",24.011718,-104.468644
3413,3,42,27,78.3,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3414,3,48,23,83,"MECANICA","Las Curras",24.011718,-104.468644
3415,3,57,27,87.46,"MECANICA","Victoria de Durango",24.023988,-104.670194
3416,7,107,35,82.04,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3417,7,152,26,84.67,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3418,7,156,31,80.5,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3419,7,174,27,89.87,"MECANICA","Las Curras",24.011718,-104.468644
3420,7,132,27,83.52,"MECANICA","Victoria de Durango",24.023988,-104.670194
3421,8,86,18,79.26,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3422,3,53,26,80.42,"MECANICA","Victoria de Durango",24.023988,-104.670194
3423,7,102,30,80.91,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3424,5,74,33,86.47,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3425,8,205,20,88.6,"MECANICA","La Esperanza",23.921388,-105.297257
3426,5,73,29,80.29,"MECANICA","Victoria de Durango",24.023988,-104.670194
3427,6,78,10,77.78,"MECANICA","Victoria de Durango",24.023988,-104.670194
3428,3,52,27,84.5,"MECANICA","Victoria de Durango",24.023988,-104.670194
3429,1,NA,26,0,"MECANICA","La Esperanza",23.921388,-105.297257
3430,5,50,24,79.5,"MECANICA","Victoria de Durango",24.023988,-104.670194
3431,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3432,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3433,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3434,3,31,24,81.29,"MECANICA","Victoria de Durango",24.023988,-104.670194
3435,1,NA,26,0,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3436,3,52,27,92.67,"MECANICA","Victoria de Durango",24.023988,-104.670194
3437,7,170,27,90.22,"MECANICA","Victoria de Durango",24.023988,-104.670194
3438,6,112,25,82.64,"MECANICA","Victoria de Durango",24.023988,-104.670194
3439,5,109,32,86.79,"MECANICA","Victoria de Durango",24.023988,-104.670194
3440,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3441,1,NA,26,0,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3442,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3443,5,108,29,89.38,"MECANICA","La Esperanza",23.921388,-105.297257
3444,6,95,19,79.48,"MECANICA","Victoria de Durango",24.023988,-104.670194
3445,1,NA,26,0,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3446,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3447,3,34,28,78.88,"MECANICA","Victoria de Durango",24.023988,-104.670194
3448,1,NA,26,0,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3449,8,176,29,84.15,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3450,5,39,9,82.78,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3451,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3452,7,79,29,80,"MECANICA","Victoria de Durango",24.023988,-104.670194
3453,8,132,34,78.07,"MECANICA","Victoria de Durango",24.023988,-104.670194
3454,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3455,8,65,19,80.93,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3456,6,89,32,78.3,"MECANICA","Victoria de Durango",24.023988,-104.670194
3457,3,47,29,84.18,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3458,1,NA,26,0,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3459,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3460,5,98,34,82.68,"MECANICA","Victoria de Durango",24.023988,-104.670194
3461,5,103,20,86.57,"MECANICA","La Esperanza",23.921388,-105.297257
3462,7,83,30,78.05,"MECANICA","Las Curras",24.011718,-104.468644
3463,3,42,32,80.5,"MECANICA","Victoria de Durango",24.023988,-104.670194
3464,3,39,28,81.11,"MECANICA","Victoria de Durango",24.023988,-104.670194
3465,3,52,27,87.58,"MECANICA","Victoria de Durango",24.023988,-104.670194
3466,5,88,34,81.25,"MECANICA","Victoria de Durango",24.023988,-104.670194
3467,3,42,32,82.3,"MECANICA","Victoria de Durango",24.023988,-104.670194
3468,3,47,29,85.82,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3469,5,108,29,83.46,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3470,5,78,30,80.67,"MECANICA","La Esperanza",23.921388,-105.297257
3471,7,108,34,81.17,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3472,6,127,29,81.68,"MECANICA","Victoria de Durango",24.023988,-104.670194
3473,1,NA,26,0,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3474,3,53,26,80.83,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3475,1,NA,26,0,"MECANICA","Las Curras",24.011718,-104.468644
3476,6,93,33,78.29,"MECANICA","Victoria de Durango",24.023988,-104.670194
3477,7,165,27,88.47,"MECANICA","Victoria de Durango",24.023988,-104.670194
3478,3,52,32,91.17,"MECANICA","La Esperanza",23.921388,-105.297257
3479,7,142,35,80.45,"MECANICA","Victoria de Durango",24.023988,-104.670194
3480,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3481,8,142,28,83.23,"MECANICA","Victoria de Durango",24.023988,-104.670194
3482,5,59,19,80.86,"MECANICA","Victoria de Durango",24.023988,-104.670194
3483,9,174,26,80.95,"MECANICA","Victoria de Durango",24.023988,-104.670194
3484,5,108,29,82.5,"MECANICA","Las Curras",24.011718,-104.468644
3485,3,25,19,81.17,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3486,7,141,30,79.1,"MECANICA","Victoria de Durango",24.023988,-104.670194
3487,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3488,1,NA,26,0,"MECANICA","Las Curras",24.011718,-104.468644
3489,6,127,29,82.89,"MECANICA","Victoria de Durango",24.023988,-104.670194
3490,6,117,33,79,"MECANICA","Victoria de Durango",24.023988,-104.670194
3491,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3492,3,52,27,86.25,"MECANICA","Las Curras",24.011718,-104.468644
3493,1,NA,26,0,"MECANICA","La Esperanza",23.921388,-105.297257
3494,5,81,29,82.56,"MECANICA","Victoria de Durango",24.023988,-104.670194
3495,3,49,31,82,"MECANICA","Victoria de Durango",24.023988,-104.670194
3496,5,74,29,79.59,"MECANICA","Victoria de Durango",24.023988,-104.670194
3497,7,51,19,79.25,"MECANICA","La Esperanza",23.921388,-105.297257
3498,7,166,26,87.75,"MECANICA","Victoria de Durango",24.023988,-104.670194
3499,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3500,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3501,3,52,27,83.25,"MECANICA","Victoria de Durango",24.023988,-104.670194
3502,6,51,32,79.08,"MECANICA","Victoria de Durango",24.023988,-104.670194
3503,5,71,17,82.06,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3504,5,98,29,80.32,"MECANICA","Victoria de Durango",24.023988,-104.670194
3505,7,117,29,80.23,"MECANICA","Victoria de Durango",24.023988,-104.670194
3506,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3507,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3508,6,117,30,81.42,"MECANICA","Victoria de Durango",24.023988,-104.670194
3509,4,75,22,80.88,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3510,3,41,24,76.8,"MECANICA","Victoria de Durango",24.023988,-104.670194
3511,1,NA,26,0,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3512,3,27,21,84.17,"MECANICA","Victoria de Durango",24.023988,-104.670194
3513,8,118,33,76.73,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3514,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3515,1,NA,26,0,"MECANICA","La Esperanza",23.921388,-105.297257
3516,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3517,1,NA,26,0,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3518,7,170,27,86.68,"MECANICA","Victoria de Durango",24.023988,-104.670194
3519,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3520,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3521,7,137,34,86.2,"MECANICA","Victoria de Durango",24.023988,-104.670194
3522,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3523,8,122,20,79.22,"MECANICA","Victoria de Durango",24.023988,-104.670194
3524,5,98,23,84.73,"MECANICA","Victoria de Durango",24.023988,-104.670194
3525,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3526,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3527,1,NA,26,0,"MECANICA","La Esperanza",23.921388,-105.297257
3528,3,52,28,86.17,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3529,1,NA,26,0,"MECANICA","Las Curras",24.011718,-104.468644
3530,3,52,27,82.25,"MECANICA","Victoria de Durango",24.023988,-104.670194
3531,3,52,27,81.42,"MECANICA","Victoria de Durango",24.023988,-104.670194
3532,5,83,30,81.26,"MECANICA","Victoria de Durango",24.023988,-104.670194
3533,7,170,31,82.86,"MECANICA","Victoria de Durango",24.023988,-104.670194
3534,1,NA,26,0,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3535,1,NA,26,0,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3536,6,47,10,76.45,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3537,7,153,34,80.06,"MECANICA","Victoria de Durango",24.023988,-104.670194
3538,5,108,29,84.88,"MECANICA","Victoria de Durango",24.023988,-104.670194
3539,1,NA,26,0,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3540,5,98,30,80.23,"MECANICA","Victoria de Durango",24.023988,-104.670194
3541,7,166,26,89.78,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3542,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3543,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3544,3,48,27,82.82,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3545,5,83,30,78.37,"MECANICA","Victoria de Durango",24.023988,-104.670194
3546,3,48,22,78.64,"MECANICA","Las Curras",24.011718,-104.468644
3547,5,88,25,80,"MECANICA","Victoria de Durango",24.023988,-104.670194
3548,3,49,27,78.36,"MECANICA","Victoria de Durango",24.023988,-104.670194
3549,6,122,24,81.74,"MECANICA","Victoria de Durango",24.023988,-104.670194
3550,3,52,27,92.5,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3551,3,52,27,83.83,"MECANICA","Los Caballos de Don Cruz",23.957366,-104.55193
3552,3,43,23,79.3,"MECANICA","Victoria de Durango",24.023988,-104.670194
3553,6,103,33,78.48,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3554,3,52,31,86.33,"MECANICA","La Esperanza",23.921388,-105.297257
3555,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3556,7,112,27,83.28,"MECANICA","Victoria de Durango",24.023988,-104.670194
3557,5,103,34,82,"MECANICA","Victoria de Durango",24.023988,-104.670194
3558,5,104,29,79.3,"MECANICA","Victoria de Durango",24.023988,-104.670194
3559,7,166,30,83.25,"MECANICA","Victoria de Durango",24.023988,-104.670194
3560,5,98,29,80.91,"MECANICA","Victoria de Durango",24.023988,-104.670194
3561,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3562,7,156,30,84.62,"MECANICA","Victoria de Durango",24.023988,-104.670194
3563,5,60,19,81.57,"MECANICA","La Esperanza",23.921388,-105.297257
3564,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3565,3,34,32,75.63,"MECANICA","Victoria de Durango",24.023988,-104.670194
3566,6,79,28,82.67,"MECANICA","Victoria de Durango",24.023988,-104.670194
3567,3,26,19,86.67,"MECANICA","Victoria de Durango",24.023988,-104.670194
3568,1,NA,26,0,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3569,3,42,27,79,"MECANICA","Victoria de Durango",24.023988,-104.670194
3570,7,82,30,83,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3571,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3572,3,52,27,91.83,"MECANICA","Victoria de Durango",24.023988,-104.670194
3573,6,103,24,77.09,"MECANICA","Victoria de Durango",24.023988,-104.670194
3574,7,200,29,84.05,"MECANICA","Victoria de Durango",24.023988,-104.670194
3575,3,52,27,85.17,"MECANICA","Victoria de Durango",24.023988,-104.670194
3576,4,70,28,83.31,"MECANICA","Victoria de Durango",24.023988,-104.670194
3577,3,47,27,82.64,"MECANICA","Victoria de Durango",24.023988,-104.670194
3578,7,157,32,82.44,"MECANICA","Victoria de Durango",24.023988,-104.670194
3579,5,81,30,79.67,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3580,8,175,21,85.34,"MECANICA","Victoria de Durango",24.023988,-104.670194
3581,8,182,32,87.15,"MECANICA","Victoria de Durango",24.023988,-104.670194
3582,6,117,32,82.31,"MECANICA","Victoria de Durango",24.023988,-104.670194
3583,6,127,22,80.04,"MECANICA","Victoria de Durango",24.023988,-104.670194
3584,5,108,29,77.46,"MECANICA","Victoria de Durango",24.023988,-104.670194
3585,3,43,26,81.2,"MECANICA","Victoria de Durango",24.023988,-104.670194
3586,1,NA,26,0,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3587,7,93,29,82.9,"MECANICA","Victoria de Durango",24.023988,-104.670194
3588,7,88,29,80.95,"MECANICA","Victoria de Durango",24.023988,-104.670194
3589,5,86,33,82.95,"MECANICA","Victoria de Durango",24.023988,-104.670194
3590,3,55,24,89.46,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3591,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3592,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3593,3,53,26,80.33,"MECANICA","Victoria de Durango",24.023988,-104.670194
3594,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3595,5,48,20,80.73,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3596,1,NA,26,0,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3597,5,103,34,81.17,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3598,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
3599,3,52,27,93,"MECANICA","Victoria de Durango",24.023988,-104.670194
3600,1,NA,26,0,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3601,1,NA,26,0,"MECANICA","La Criba (Don Toño)",24.180146,-104.548244
3602,1,NA,26,0,"MECANICA","Las Curras",24.011718,-104.468644
3603,5,74,24,78.18,"MECANICA","Victoria de Durango",24.023988,-104.670194
3604,5,80,29,79.67,"MECANICA","Los Arroyos (Las Colonias)",23.691424,-105.032756
3605,1,NA,26,0,"MECANICA","Victoria de Durango",24.023988,-104.670194
