Alumno,Semestre,Cr. Apr.,Carga,Promedio,Carrera
3115,4,76,32,84.71,INDUSTRIAL
3116,7,175,35,93.05,INDUSTRIAL
3117,5,112,30,92.96,INDUSTRIAL
3118,4,52,30,77.67,INDUSTRIAL
3119,4,66,22,83.6,INDUSTRIAL
3120,1,,27,0,INDUSTRIAL
3121,1,,27,0,INDUSTRIAL
3122,1,,27,0,INDUSTRIAL
3123,8,201,28,84.17,INDUSTRIAL
3124,7,172,33,87.82,INDUSTRIAL
3125,3,55,27,84.08,INDUSTRIAL
3126,8,179,27,81.56,INDUSTRIAL
3127,8,159,29,81.28,INDUSTRIAL
3128,4,66,33,81.33,INDUSTRIAL
3129,4,79,24,85.11,INDUSTRIAL
3130,5,77,22,84.67,INDUSTRIAL
3131,2,27,24,89,INDUSTRIAL
3132,2,27,24,85.17,INDUSTRIAL
3133,6,91,26,81.95,INDUSTRIAL
3134,1,,27,0,INDUSTRIAL
3135,6,159,27,83.64,INDUSTRIAL
3136,2,27,24,85.5,INDUSTRIAL
3137,5,96,35,86.45,INDUSTRIAL
3138,8,196,29,82.4,INDUSTRIAL
3139,7,171,36,86.08,INDUSTRIAL
3140,2,35,28,82.25,INDUSTRIAL
3141,5,112,30,88.68,INDUSTRIAL
3142,6,142,25,86.22,INDUSTRIAL
3143,2,27,24,92,INDUSTRIAL
3144,6,118,36,84.48,INDUSTRIAL
3145,2,27,24,84,INDUSTRIAL
3146,3,50,28,88.92,INDUSTRIAL
3147,5,73,32,79.29,INDUSTRIAL
3148,6,106,36,82.38,INDUSTRIAL
3149,8,200,35,83.28,INDUSTRIAL
3150,3,38,23,83.56,INDUSTRIAL
3151,7,192,12,79.8,INDUSTRIAL
3152,7,167,29,87.95,INDUSTRIAL
3153,8,137,25,82.42,INDUSTRIAL
3154,8,176,30,85.17,INDUSTRIAL
3155,3,51,29,95.33,INDUSTRIAL
3156,7,61,9,85.07,INDUSTRIAL
3157,3,38,27,82.44,INDUSTRIAL
3158,4,85,34,81.95,INDUSTRIAL
3159,8,205,35,84.81,INDUSTRIAL
3160,6,128,30,83.93,INDUSTRIAL
3161,3,51,29,98.08,INDUSTRIAL
3162,1,,27,0,INDUSTRIAL
3163,5,112,30,95.08,INDUSTRIAL
3164,7,174,30,87.75,INDUSTRIAL
3165,5,91,20,81.71,INDUSTRIAL
3166,6,155,24,86.06,INDUSTRIAL
3167,2,27,28,88.33,INDUSTRIAL
3168,1,,27,0,INDUSTRIAL
3169,4,61,31,85.36,INDUSTRIAL
3170,1,,27,0,INDUSTRIAL
3171,4,76,32,89.06,INDUSTRIAL
3172,2,27,24,81,INDUSTRIAL
3173,3,51,29,87,INDUSTRIAL
3174,4,80,31,89.33,INDUSTRIAL
3175,3,51,25,88.75,INDUSTRIAL
3176,7,156,29,84.74,INDUSTRIAL
3177,7,155,34,83.8,INDUSTRIAL
3178,7,109,21,79.24,INDUSTRIAL
3179,8,141,25,81.84,INDUSTRIAL
3180,3,51,29,93.33,INDUSTRIAL
3181,3,51,33,89.17,INDUSTRIAL
3182,2,27,24,83,INDUSTRIAL
3183,1,,27,0,INDUSTRIAL
3184,6,139,28,84.48,INDUSTRIAL
3185,6,134,32,81.97,INDUSTRIAL
3186,5,110,31,87.8,INDUSTRIAL
3187,1,,27,0,INDUSTRIAL
3188,4,68,31,79.44,INDUSTRIAL
3189,2,27,24,95.83,INDUSTRIAL
3190,6,74,9,81.18,INDUSTRIAL
3191,3,43,30,87.4,INDUSTRIAL
3192,6,142,25,86.53,INDUSTRIAL
3193,3,51,29,87.42,INDUSTRIAL
3194,7,67,10,81.13,INDUSTRIAL
3195,7,72,32,87.82,INDUSTRIAL
3196,1,,27,0,INDUSTRIAL
3197,8,210,30,88.83,INDUSTRIAL
3198,8,166,36,79.05,INDUSTRIAL
3199,1,,27,0,INDUSTRIAL
3200,6,125,26,82.82,INDUSTRIAL
3201,7,156,30,88.4,INDUSTRIAL
3202,4,70,30,80.69,INDUSTRIAL
3203,4,65,26,80.07,INDUSTRIAL
3204,4,69,31,80.63,INDUSTRIAL
3205,2,27,24,90.83,INDUSTRIAL
3206,2,27,24,89,INDUSTRIAL
3207,3,60,29,92.71,INDUSTRIAL
3208,6,57,9,82.54,INDUSTRIAL
3209,1,,27,0,INDUSTRIAL
3210,9,226,4,86.88,INDUSTRIAL
3211,8,206,29,83.3,INDUSTRIAL
3212,3,56,35,85.92,INDUSTRIAL
3213,1,,27,0,INDUSTRIAL
3214,3,41,29,83.1,INDUSTRIAL
3215,4,76,32,89.12,INDUSTRIAL
3216,3,45,24,86.73,INDUSTRIAL
3217,5,126,29,83.64,INDUSTRIAL
3218,6,120,31,81.44,INDUSTRIAL
3219,6,142,24,84.75,INDUSTRIAL
3220,8,205,30,81.64,INDUSTRIAL
3221,8,159,33,79.64,INDUSTRIAL
3222,3,56,28,89.31,INDUSTRIAL
3223,1,,27,0,INDUSTRIAL
3224,3,56,32,87.08,INDUSTRIAL
3225,7,172,24,84.67,INDUSTRIAL
3226,1,,27,0,INDUSTRIAL
3227,7,163,30,86.3,INDUSTRIAL
3228,7,141,35,82.06,INDUSTRIAL
3229,6,104,33,85.29,INDUSTRIAL
3230,5,104,31,85.63,INDUSTRIAL
3231,3,27,20,82.67,INDUSTRIAL
3232,7,176,29,87.95,INDUSTRIAL
3233,5,112,30,91.56,INDUSTRIAL
3234,3,51,29,91.17,INDUSTRIAL
3235,7,192,23,87.41,INDUSTRIAL
3236,2,21,24,87.6,INDUSTRIAL
3237,5,98,35,85.59,INDUSTRIAL
3238,1,,27,0,INDUSTRIAL
3239,3,51,34,90.08,INDUSTRIAL
3240,5,112,30,90,INDUSTRIAL
3241,1,,27,0,INDUSTRIAL
3242,6,126,30,86.72,INDUSTRIAL
3243,3,51,29,86.83,INDUSTRIAL
3244,6,120,17,82.67,INDUSTRIAL
3245,7,163,24,87.57,INDUSTRIAL
3246,3,35,24,80.25,INDUSTRIAL
3247,7,179,31,94.61,INDUSTRIAL
3248,6,137,30,80.45,INDUSTRIAL
3249,6,120,30,81.04,INDUSTRIAL
3250,3,51,25,85.92,INDUSTRIAL
3251,6,119,20,81.33,INDUSTRIAL
3252,8,167,25,82.61,INDUSTRIAL
3253,7,149,30,83.68,INDUSTRIAL
3254,3,51,34,94.42,INDUSTRIAL
3255,8,194,30,80.39,INDUSTRIAL
3256,5,131,24,79.59,INDUSTRIAL
3257,6,102,36,80.09,INDUSTRIAL
3258,1,,27,0,INDUSTRIAL
3259,4,38,9,85.44,INDUSTRIAL
3260,1,,27,0,INDUSTRIAL
3261,4,75,29,81.88,INDUSTRIAL
3262,5,81,25,83.53,INDUSTRIAL
3263,6,126,25,80.68,INDUSTRIAL
3264,4,80,31,86.72,INDUSTRIAL
3265,6,128,35,82.21,INDUSTRIAL
3266,8,165,26,82.39,INDUSTRIAL
3267,3,51,29,94.75,INDUSTRIAL
3268,7,144,34,85.09,INDUSTRIAL
3269,6,94,32,82.95,INDUSTRIAL
3270,7,146,32,85.79,INDUSTRIAL
3271,6,91,28,83.9,INDUSTRIAL
3272,6,138,24,83.45,INDUSTRIAL
3273,7,121,29,83.7,INDUSTRIAL
3274,2,27,24,90.17,INDUSTRIAL
3275,1,,27,0,INDUSTRIAL
3276,8,201,24,80.59,INDUSTRIAL
3277,4,80,32,80.17,INDUSTRIAL
3278,7,171,24,90.23,INDUSTRIAL
3279,6,154,25,82.97,INDUSTRIAL
3280,6,138,29,84.13,INDUSTRIAL
3281,5,107,35,85.42,INDUSTRIAL
3282,2,27,24,82.5,INDUSTRIAL
3283,1,,27,0,INDUSTRIAL
3284,5,88,28,85.85,INDUSTRIAL
3285,2,27,24,81,INDUSTRIAL
3286,8,205,30,83.98,INDUSTRIAL
3287,7,171,34,89.13,INDUSTRIAL
3288,6,129,25,83.83,INDUSTRIAL
3289,8,158,25,82.19,INDUSTRIAL
3290,2,27,24,88.5,INDUSTRIAL
3291,2,27,24,75.67,INDUSTRIAL
3292,8,200,29,82.09,INDUSTRIAL
3293,5,76,18,79.71,INDUSTRIAL
3294,3,46,33,87.18,INDUSTRIAL
3295,4,68,31,84.63,INDUSTRIAL
3296,4,69,31,84.25,INDUSTRIAL
3297,3,43,22,82.4,INDUSTRIAL
3298,1,,27,0,INDUSTRIAL
3299,2,27,24,92.83,INDUSTRIAL
3300,5,95,34,88.48,INDUSTRIAL
3301,1,,27,0,INDUSTRIAL
3302,5,95,27,81.18,INDUSTRIAL
3303,5,102,36,87.74,INDUSTRIAL
3304,4,69,22,84.19,INDUSTRIAL
3305,4,50,24,78.5,INDUSTRIAL
3306,8,180,26,82,INDUSTRIAL
3307,8,120,31,81.15,INDUSTRIAL
3308,1,,27,0,INDUSTRIAL
3309,4,50,30,79.55,INDUSTRIAL
3310,2,27,24,85.83,INDUSTRIAL
3311,1,,27,0,INDUSTRIAL
3312,1,,27,0,INDUSTRIAL
3313,6,129,27,81.69,INDUSTRIAL
3314,6,128,20,82.14,INDUSTRIAL
3315,1,,27,0,INDUSTRIAL
3316,8,202,27,84.59,INDUSTRIAL
3317,5,51,22,90.58,INDUSTRIAL
3318,8,195,29,82.71,INDUSTRIAL
3319,4,61,21,82.43,INDUSTRIAL
3320,3,55,27,81.46,INDUSTRIAL
3321,3,17,24,82.25,INDUSTRIAL
3322,4,84,28,86.47,INDUSTRIAL
3323,3,51,29,86.25,INDUSTRIAL
3324,5,93,30,82.14,INDUSTRIAL
3325,7,149,30,82.26,INDUSTRIAL
3326,2,27,24,83,INDUSTRIAL
3327,8,168,30,79.79,INDUSTRIAL
3328,5,95,30,83.38,INDUSTRIAL
3329,2,27,24,87.33,INDUSTRIAL
3330,8,188,32,85.65,INDUSTRIAL
3331,1,,27,0,INDUSTRIAL
3332,5,108,30,90.58,INDUSTRIAL
3333,1,,27,0,INDUSTRIAL
3334,1,,27,0,INDUSTRIAL
3335,8,162,33,82.68,INDUSTRIAL
3336,7,179,26,89.12,INDUSTRIAL
3337,2,22,29,83.2,INDUSTRIAL
3338,4,83,31,82.21,INDUSTRIAL
3339,5,88,31,83,INDUSTRIAL
3340,4,80,32,84.33,INDUSTRIAL
3341,2,27,24,94.17,INDUSTRIAL
3342,2,27,24,90.17,INDUSTRIAL
3343,2,27,24,88.83,INDUSTRIAL
3344,5,55,27,86.69,INDUSTRIAL
3345,2,27,24,88.33,INDUSTRIAL
3346,5,93,35,78.86,INDUSTRIAL
3347,8,188,26,84.47,INDUSTRIAL
3348,5,99,17,87.86,INDUSTRIAL
3349,5,102,27,85.13,INDUSTRIAL
3350,8,167,29,83.13,INDUSTRIAL
3351,1,,27,0,INDUSTRIAL
3352,2,27,24,87.33,INDUSTRIAL
3353,3,47,33,88.18,INDUSTRIAL
3354,7,171,29,93.18,INDUSTRIAL
3355,7,180,30,93.2,INDUSTRIAL
3356,7,172,35,84.9,INDUSTRIAL
3357,2,27,24,94.33,INDUSTRIAL
3358,7,154,30,85.06,INDUSTRIAL
3359,3,27,13,81.71,INDUSTRIAL
3360,2,27,24,92,INDUSTRIAL
3361,5,87,31,84.7,INDUSTRIAL
3362,3,50,26,87.17,INDUSTRIAL
3363,1,,27,0,INDUSTRIAL
3364,1,,27,0,INDUSTRIAL
3365,12,185,15,76.68,MECANICA
3366,9,142,17,77.32,MECANICA
3367,11,197,18,80.47,MECANICA
3368,9,221,10,87.19,MECANICA
3369,11,220,10,80.96,MECANICA
3370,11,225,10,81.86,MECANICA
3371,10,211,24,80.07,MECANICA
3372,10,185,29,79.24,MECANICA
3373,12,165,30,79.53,MECANICA
3374,11,168,15,77.35,MECANICA
3375,11,217,13,81.89,MECANICA
3376,11,225,5,80.96,MECANICA
3377,10,180,18,82.63,MECANICA
3378,10,225,10,82.12,MECANICA
3379,11,163,18,79.08,MECANICA
3380,11,230,5,82.56,MECANICA
3381,9,230,5,87.92,MECANICA
3382,9,206,15,86.62,MECANICA
3383,9,200,24,83.07,MECANICA
3384,9,190,16,97.83,MECANICA
3385,11,205,8,82.02,MECANICA
3386,9,230,5,90.2,MECANICA
3387,9,230,5,91.88,MECANICA
3388,11,225,10,79.27,MECANICA
3389,11,230,5,85.94,MECANICA
3390,9,224,11,89.98,MECANICA
3391,10,230,5,81.5,MECANICA
3392,10,225,5,83.53,MECANICA
3393,9,182,19,82.3,MECANICA
3394,12,196,29,79.47,MECANICA
3395,11,230,5,82.18,MECANICA
3396,10,221,14,83.73,MECANICA
3397,9,178,23,82.05,MECANICA
3398,11,230,5,82.42,MECANICA
3399,10,215,15,82.02,MECANICA
3400,10,226,16,82.59,MECANICA
3401,9,178,8,80.74,MECANICA
3402,11,216,14,79.77,MECANICA
3403,9,175,28,83.45,MECANICA
3404,10,172,18,81.13,MECANICA
3405,8,201,23,89.39,MECANICA
3406,9,222,10,81.75,MECANICA
3407,9,98,34,77.5,MECANICA
3408,9,164,32,83.67,MECANICA
3409,10,163,28,79.5,MECANICA
3410,9,177,28,79.97,MECANICA
3411,5,88,24,83.7,MECANICA
3412,1,,26,0,MECANICA
3413,3,42,27,78.3,MECANICA
3414,3,48,23,83,MECANICA
3415,3,57,27,87.46,MECANICA
3416,7,107,35,82.04,MECANICA
3417,7,152,26,84.67,MECANICA
3418,7,156,31,80.5,MECANICA
3419,7,174,27,89.87,MECANICA
3420,7,132,27,83.52,MECANICA
3421,8,86,18,79.26,MECANICA
3422,3,53,26,80.42,MECANICA
3423,7,102,30,80.91,MECANICA
3424,5,74,33,86.47,MECANICA
3425,8,205,20,88.6,MECANICA
3426,5,73,29,80.29,MECANICA
3427,6,78,10,77.78,MECANICA
3428,3,52,27,84.5,MECANICA
3429,1,,26,0,MECANICA
3430,5,50,24,79.5,MECANICA
3431,1,,26,0,MECANICA
3432,1,,26,0,MECANICA
3433,1,,26,0,MECANICA
3434,3,31,24,81.29,MECANICA
3435,1,,26,0,MECANICA
3436,3,52,27,92.67,MECANICA
3437,7,170,27,90.22,MECANICA
3438,6,112,25,82.64,MECANICA
3439,5,109,32,86.79,MECANICA
3440,1,,26,0,MECANICA
3441,1,,26,0,MECANICA
3442,1,,26,0,MECANICA
3443,5,108,29,89.38,MECANICA
3444,6,95,19,79.48,MECANICA
3445,1,,26,0,MECANICA
3446,1,,26,0,MECANICA
3447,3,34,28,78.88,MECANICA
3448,1,,26,0,MECANICA
3449,8,176,29,84.15,MECANICA
3450,5,39,9,82.78,MECANICA
3451,1,,26,0,MECANICA
3452,7,79,29,80,MECANICA
3453,8,132,34,78.07,MECANICA
3454,1,,26,0,MECANICA
3455,8,65,19,80.93,MECANICA
3456,6,89,32,78.3,MECANICA
3457,3,47,29,84.18,MECANICA
3458,1,,26,0,MECANICA
3459,1,,26,0,MECANICA
3460,5,98,34,82.68,MECANICA
3461,5,103,20,86.57,MECANICA
3462,7,83,30,78.05,MECANICA
3463,3,42,32,80.5,MECANICA
3464,3,39,28,81.11,MECANICA
3465,3,52,27,87.58,MECANICA
3466,5,88,34,81.25,MECANICA
3467,3,42,32,82.3,MECANICA
3468,3,47,29,85.82,MECANICA
3469,5,108,29,83.46,MECANICA
3470,5,78,30,80.67,MECANICA
3471,7,108,34,81.17,MECANICA
3472,6,127,29,81.68,MECANICA
3473,1,,26,0,MECANICA
3474,3,53,26,80.83,MECANICA
3475,1,,26,0,MECANICA
3476,6,93,33,78.29,MECANICA
3477,7,165,27,88.47,MECANICA
3478,3,52,32,91.17,MECANICA
3479,7,142,35,80.45,MECANICA
3480,1,,26,0,MECANICA
3481,8,142,28,83.23,MECANICA
3482,5,59,19,80.86,MECANICA
3483,9,174,26,80.95,MECANICA
3484,5,108,29,82.5,MECANICA
3485,3,25,19,81.17,MECANICA
3486,7,141,30,79.1,MECANICA
3487,1,,26,0,MECANICA
3488,1,,26,0,MECANICA
3489,6,127,29,82.89,MECANICA
3490,6,117,33,79,MECANICA
3491,1,,26,0,MECANICA
3492,3,52,27,86.25,MECANICA
3493,1,,26,0,MECANICA
3494,5,81,29,82.56,MECANICA
3495,3,49,31,82,MECANICA
3496,5,74,29,79.59,MECANICA
3497,7,51,19,79.25,MECANICA
3498,7,166,26,87.75,MECANICA
3499,1,,26,0,MECANICA
3500,1,,26,0,MECANICA
3501,3,52,27,83.25,MECANICA
3502,6,51,32,79.08,MECANICA
3503,5,71,17,82.06,MECANICA
3504,5,98,29,80.32,MECANICA
3505,7,117,29,80.23,MECANICA
3506,1,,26,0,MECANICA
3507,1,,26,0,MECANICA
3508,6,117,30,81.42,MECANICA
3509,4,75,22,80.88,MECANICA
3510,3,41,24,76.8,MECANICA
3511,1,,26,0,MECANICA
3512,3,27,21,84.17,MECANICA
3513,8,118,33,76.73,MECANICA
3514,1,,26,0,MECANICA
3515,1,,26,0,MECANICA
3516,1,,26,0,MECANICA
3517,1,,26,0,MECANICA
3518,7,170,27,86.68,MECANICA
3519,1,,26,0,MECANICA
3520,1,,26,0,MECANICA
3521,7,137,34,86.2,MECANICA
3522,1,,26,0,MECANICA
3523,8,122,20,79.22,MECANICA
3524,5,98,23,84.73,MECANICA
3525,1,,26,0,MECANICA
3526,1,,26,0,MECANICA
3527,1,,26,0,MECANICA
3528,3,52,28,86.17,MECANICA
3529,1,,26,0,MECANICA
3530,3,52,27,82.25,MECANICA
3531,3,52,27,81.42,MECANICA
3532,5,83,30,81.26,MECANICA
3533,7,170,31,82.86,MECANICA
3534,1,,26,0,MECANICA
3535,1,,26,0,MECANICA
3536,6,47,10,76.45,MECANICA
3537,7,153,34,80.06,MECANICA
3538,5,108,29,84.88,MECANICA
3539,1,,26,0,MECANICA
3540,5,98,30,80.23,MECANICA
3541,7,166,26,89.78,MECANICA
3542,1,,26,0,MECANICA
3543,1,,26,0,MECANICA
3544,3,48,27,82.82,MECANICA
3545,5,83,30,78.37,MECANICA
3546,3,48,22,78.64,MECANICA
3547,5,88,25,80,MECANICA
3548,3,49,27,78.36,MECANICA
3549,6,122,24,81.74,MECANICA
3550,3,52,27,92.5,MECANICA
3551,3,52,27,83.83,MECANICA
3552,3,43,23,79.3,MECANICA
3553,6,103,33,78.48,MECANICA
3554,3,52,31,86.33,MECANICA
3555,1,,26,0,MECANICA
3556,7,112,27,83.28,MECANICA
3557,5,103,34,82,MECANICA
3558,5,104,29,79.3,MECANICA
3559,7,166,30,83.25,MECANICA
3560,5,98,29,80.91,MECANICA
3561,1,,26,0,MECANICA
3562,7,156,30,84.62,MECANICA
3563,5,60,19,81.57,MECANICA
3564,1,,26,0,MECANICA
3565,3,34,32,75.63,MECANICA
3566,6,79,28,82.67,MECANICA
3567,3,26,19,86.67,MECANICA
3568,1,,26,0,MECANICA
3569,3,42,27,79,MECANICA
3570,7,82,30,83,MECANICA
3571,1,,26,0,MECANICA
3572,3,52,27,91.83,MECANICA
3573,6,103,24,77.09,MECANICA
3574,7,200,29,84.05,MECANICA
3575,3,52,27,85.17,MECANICA
3576,4,70,28,83.31,MECANICA
3577,3,47,27,82.64,MECANICA
3578,7,157,32,82.44,MECANICA
3579,5,81,30,79.67,MECANICA
3580,8,175,21,85.34,MECANICA
3581,8,182,32,87.15,MECANICA
3582,6,117,32,82.31,MECANICA
3583,6,127,22,80.04,MECANICA
3584,5,108,29,77.46,MECANICA
3585,3,43,26,81.2,MECANICA
3586,1,,26,0,MECANICA
3587,7,93,29,82.9,MECANICA
3588,7,88,29,80.95,MECANICA
3589,5,86,33,82.95,MECANICA
3590,3,55,24,89.46,MECANICA
3591,1,,26,0,MECANICA
3592,1,,26,0,MECANICA
3593,3,53,26,80.33,MECANICA
3594,1,,26,0,MECANICA
3595,5,48,20,80.73,MECANICA
3596,1,,26,0,MECANICA
3597,5,103,34,81.17,MECANICA
3598,1,,26,0,MECANICA
3599,3,52,27,93,MECANICA
3600,1,,26,0,MECANICA
3601,1,,26,0,MECANICA
3602,1,,26,0,MECANICA
3603,5,74,24,78.18,MECANICA
3604,5,80,29,79.67,MECANICA
3605,1,,26,0,MECANICA
3606,5,108,29,81.46,MECANICA
3607,8,186,28,83.66,MECANICA
3608,3,42,27,85.2,MECANICA
3609,1,,26,0,MECANICA
3610,1,,26,0,MECANICA
3611,7,132,19,83.03,MECANICA
3612,1,,26,0,MECANICA
3613,3,52,24,85.5,MECANICA
3614,7,156,26,82.59,MECANICA
3615,7,150,24,82.42,MECANICA
3616,1,,26,0,MECANICA
3617,1,,26,0,MECANICA
3618,1,,26,0,MECANICA
3619,3,42,32,81.2,MECANICA
3620,6,69,34,81,MECANICA
3621,1,,26,0,MECANICA
3622,3,49,27,85.64,MECANICA
3623,5,93,34,81.24,MECANICA
3624,1,,26,0,MECANICA
3625,6,86,18,78.32,MECANICA
3626,7,64,36,77.4,MECANICA
3627,3,33,17,83.88,MECANICA
3628,1,,26,0,MECANICA
3629,3,43,22,80.4,MECANICA
3630,7,143,30,82.32,MECANICA
3631,5,108,29,83.29,MECANICA
3632,1,,26,0,MECANICA
3633,3,49,27,79.55,MECANICA
3634,3,33,31,80.88,MECANICA
3635,1,,26,0,MECANICA
3636,3,26,26,82.67,MECANICA
3637,1,,26,0,MECANICA
3638,7,170,27,86.59,MECANICA
3639,3,30,22,83,MECANICA
3640,7,141,26,86.29,MECANICA
3641,5,57,23,78.85,MECANICA
3642,3,39,27,79.67,MECANICA
3643,7,93,29,83.62,MECANICA
3644,8,111,27,77.96,MECANICA
3645,1,,26,0,MECANICA
3646,7,166,21,90.67,MECANICA
3647,8,108,9,80.46,MECANICA
3648,5,109,32,90.08,MECANICA
3649,5,103,34,83.52,MECANICA
3650,3,52,32,79,MECANICA
3651,5,109,32,87.29,MECANICA
3652,7,123,35,79.41,MECANICA
3653,3,28,28,80,MECANICA
3654,7,163,26,84.43,MECANICA
3655,7,115,21,79.6,MECANICA
3656,6,113,29,79.72,MECANICA
3657,3,52,27,87.08,MECANICA
3658,1,,26,0,MECANICA
3659,1,,26,0,MECANICA
3660,3,52,27,91.92,MECANICA
3661,6,137,31,86.17,MECANICA
3662,1,,26,0,MECANICA
3663,3,52,27,83.17,MECANICA
3664,1,,26,0,MECANICA
3665,5,103,29,79.96,MECANICA
3666,12,190,5,78.35,MECATRONICA
3667,10,230,5,83.31,MECATRONICA
3668,11,197,22,83.71,MECATRONICA
3669,9,209,26,86.55,MECATRONICA
3670,9,220,15,90.7,MECATRONICA
3671,9,225,10,92.32,MECATRONICA
3672,12,210,10,78.43,MECATRONICA
3673,9,210,25,84.86,MECATRONICA
3674,10,160,18,81.88,MECATRONICA
3675,9,201,9,83.86,MECATRONICA
3676,11,213,17,80.29,MECATRONICA
3677,10,190,25,81.92,MECATRONICA
3678,10,226,9,84,MECATRONICA
3679,11,192,32,81.98,MECATRONICA
3680,9,220,15,85.78,MECATRONICA
3681,9,178,18,82.86,MECATRONICA
3682,9,220,10,81.41,MECATRONICA
3683,9,176,15,81.68,MECATRONICA
3684,10,187,10,85.33,MECATRONICA
3685,12,230,5,81.9,MECATRONICA
3686,9,215,20,91.6,MECATRONICA
3687,9,225,10,91.32,MECATRONICA
3688,10,168,16,78.91,MECATRONICA
3689,10,194,11,81.78,MECATRONICA
3690,10,224,11,83.4,MECATRONICA
3691,9,210,5,84.91,MECATRONICA
3692,9,225,10,92.72,MECATRONICA
3693,9,208,27,84.93,MECATRONICA
3694,10,216,19,83.53,MECATRONICA
3695,9,210,10,87.41,MECATRONICA
3696,11,231,4,83.33,MECATRONICA
3697,9,220,15,86.85,MECATRONICA
3698,9,219,16,89.63,MECATRONICA
3699,9,225,10,85.34,MECATRONICA
3700,9,225,10,94.68,MECATRONICA
3701,11,205,21,79.23,MECATRONICA
3702,10,225,10,86,MECATRONICA
3703,9,165,24,85.94,MECATRONICA
3704,9,225,10,85.19,MECATRONICA
3705,10,185,9,79.33,MECATRONICA
3706,9,151,28,81.31,MECATRONICA
3707,9,211,24,89.02,MECATRONICA
3708,11,226,9,85.38,MECATRONICA
3709,9,184,26,83.92,MECATRONICA
3710,10,186,9,80.77,MECATRONICA
3711,11,215,5,81.2,MECATRONICA
3712,9,210,10,82.95,MECATRONICA
3713,10,205,5,80.14,MECATRONICA
3714,10,225,10,84.74,MECATRONICA
3715,10,178,8,79.81,MECATRONICA
3716,11,180,15,80.46,MECATRONICA
3717,9,178,21,83.55,MECATRONICA
3718,8,201,19,87.76,MECATRONICA
3719,5,108,30,86.58,MECATRONICA
3720,1,,25,0,MECATRONICA
3721,5,75,25,84.82,MECATRONICA
3722,3,58,26,85.54,MECATRONICA
3723,3,53,26,88.5,MECATRONICA
3724,7,155,34,87.52,MECATRONICA
3725,7,142,33,82.23,MECATRONICA
3726,1,,25,0,MECATRONICA
3727,4,80,29,86.67,MECATRONICA
3728,1,,25,0,MECATRONICA
3729,3,44,27,78.2,MECATRONICA
3730,7,129,26,83.46,MECATRONICA
3731,3,25,26,78,MECATRONICA
3732,8,196,19,80.9,MECATRONICA
3733,4,80,29,90.22,MECATRONICA
3734,5,105,24,83.78,MECATRONICA
3735,7,143,33,83.48,MECATRONICA
3736,5,103,24,86.87,MECATRONICA
3737,2,25,28,86.33,MECATRONICA
3738,2,30,23,85.86,MECATRONICA
3739,3,53,27,87.58,MECATRONICA
3740,6,56,20,83.77,MECATRONICA
3741,8,196,19,86,MECATRONICA
3742,3,58,28,84.38,MECATRONICA
3743,3,53,27,87.58,MECATRONICA
3744,7,132,26,79.14,MECATRONICA
3745,4,70,29,84.44,MECATRONICA
3746,4,75,29,87.24,MECATRONICA
3747,3,39,32,79.33,MECATRONICA
3748,5,109,29,87.46,MECATRONICA
3749,4,30,34,82.71,MECATRONICA
3750,3,53,27,84.92,MECATRONICA
3751,4,60,19,82.93,MECATRONICA
3752,7,164,22,88.23,MECATRONICA
3753,6,109,36,90.46,MECATRONICA
3754,8,181,16,87.58,MECATRONICA
3755,5,109,29,91.63,MECATRONICA
3756,3,53,27,89.25,MECATRONICA
3757,1,,25,0,MECATRONICA
3758,4,80,24,91.17,MECATRONICA
3759,1,,25,0,MECATRONICA
3760,1,,25,0,MECATRONICA
3761,6,105,35,83.39,MECATRONICA
3762,1,,25,0,MECATRONICA
3763,7,114,29,84.92,MECATRONICA
3764,1,,25,0,MECATRONICA
3765,2,25,28,88.5,MECATRONICA
3766,7,159,30,88.12,MECATRONICA
3767,7,153,30,88.97,MECATRONICA
3768,4,35,4,77.75,MECATRONICA
3769,3,53,27,83.25,MECATRONICA
3770,5,110,33,89.54,MECATRONICA
3771,8,129,27,80.56,MECATRONICA
3772,5,100,30,84.23,MECATRONICA
3773,5,61,17,81.79,MECATRONICA
3774,7,159,30,87.76,MECATRONICA
3775,4,71,25,82.81,MECATRONICA
3776,7,159,30,88.26,MECATRONICA
3777,3,48,34,81.82,MECATRONICA
3778,6,99,28,81.52,MECATRONICA
3779,4,58,22,78.15,MECATRONICA
3780,5,110,33,95.75,MECATRONICA
3781,7,146,27,80.29,MECATRONICA
3782,1,,25,0,MECATRONICA
3783,3,53,27,83.33,MECATRONICA
3784,5,56,21,81.31,MECATRONICA
3785,7,154,27,83.88,MECATRONICA
3786,1,,25,0,MECATRONICA
3787,1,,25,0,MECATRONICA
3788,1,,25,0,MECATRONICA
3789,1,,25,0,MECATRONICA
3790,1,,25,0,MECATRONICA
3791,7,70,23,80.67,MECATRONICA
3792,8,194,21,85.93,MECATRONICA
3793,7,128,31,84.46,MECATRONICA
3794,8,151,14,82.38,MECATRONICA
3795,4,66,29,86.47,MECATRONICA
3796,5,100,25,85,MECATRONICA
3797,4,75,24,87.29,MECATRONICA
3798,8,128,32,81.67,MECATRONICA
3799,7,148,27,83.28,MECATRONICA
3800,8,173,21,80.97,MECATRONICA
3801,5,80,23,85.06,MECATRONICA
3802,5,79,24,87.78,MECATRONICA
3803,6,109,29,82.83,MECATRONICA
3804,7,84,18,81.33,MECATRONICA
