RAMO,RAMO SIGLAS,RAMO DESCRIPCION,INSTITUCION SIGLAS,INSTITUCION NOMBRE,UR,AÑO,INDICE DE SATISFACCIÓN LABORAL
11,SEP,Secretaría de Educación Pública,IMCINE,Instituto Mexicano de Cinematografía ,MDC,2016,80
11,SEP,Secretaría de Educación Pública,IMER,Instituto Mexicano de la Radio,MDL,2010,71
11,SEP,Secretaría de Educación Pública,IMER,Instituto Mexicano de la Radio,MDL,2011,77
11,SEP,Secretaría de Educación Pública,IMER,Instituto Mexicano de la Radio,MDL,2012,79
11,SEP,Secretaría de Educación Pública,IMER,Instituto Mexicano de la Radio,MDL,2013,80
11,SEP,Secretaría de Educación Pública,IMER,Instituto Mexicano de la Radio,MDL,2014,81
11,SEP,Secretaría de Educación Pública,IMER,Instituto Mexicano de la Radio,MDL,2015,81
11,SEP,Secretaría de Educación Pública,IMER,Instituto Mexicano de la Radio,MDL,2016,74
11,SEP,Secretaría de Educación Pública,INAH,Instituto Nacional de Antropología e Historia,D00,2010,75
11,SEP,Secretaría de Educación Pública,INAH,Instituto Nacional de Antropología e Historia,D00,2011,75
11,SEP,Secretaría de Educación Pública,INAH,Instituto Nacional de Antropología e Historia,D00,2012,76
11,SEP,Secretaría de Educación Pública,INAH,Instituto Nacional de Antropología e Historia,D00,2013,74
11,SEP,Secretaría de Educación Pública,INAH,Instituto Nacional de Antropología e Historia,D00,2014,77
11,SEP,Secretaría de Educación Pública,INAH,Instituto Nacional de Antropología e Historia,D00,2015,78
11,SEP,Secretaría de Educación Pública,INAH,Instituto Nacional de Antropología e Historia,D00,2016,76
11,SEP,Secretaría de Educación Pública,INALI,Instituto Nacional de Lenguas Indígenas ,MDB,2010,69
11,SEP,Secretaría de Educación Pública,INALI,Instituto Nacional de Lenguas Indígenas ,MDB,2011,73
11,SEP,Secretaría de Educación Pública,INALI,Instituto Nacional de Lenguas Indígenas ,MDB,2012,72
11,SEP,Secretaría de Educación Pública,INALI,Instituto Nacional de Lenguas Indígenas ,MDB,2013,74
11,SEP,Secretaría de Educación Pública,INALI,Instituto Nacional de Lenguas Indígenas ,MDB,2014,76
11,SEP,Secretaría de Educación Pública,INALI,Instituto Nacional de Lenguas Indígenas ,MDB,2015,82
11,SEP,Secretaría de Educación Pública,INALI,Instituto Nacional de Lenguas Indígenas ,MDB,2016,74
11,SEP,Secretaría de Educación Pública,INBAL,Instituto Nacional de Bellas Artes y Literatura,E00,2010,70
11,SEP,Secretaría de Educación Pública,INBAL,Instituto Nacional de Bellas Artes y Literatura,E00,2011,73
11,SEP,Secretaría de Educación Pública,INBAL,Instituto Nacional de Bellas Artes y Literatura,E00,2012,72
11,SEP,Secretaría de Educación Pública,INBAL,Instituto Nacional de Bellas Artes y Literatura,E00,2013,74
11,SEP,Secretaría de Educación Pública,INBAL,Instituto Nacional de Bellas Artes y Literatura,E00,2014,77
11,SEP,Secretaría de Educación Pública,INBAL,Instituto Nacional de Bellas Artes y Literatura,E00,2015,78
11,SEP,Secretaría de Educación Pública,INBAL,Instituto Nacional de Bellas Artes y Literatura,E00,2016,76
11,SEP,Secretaría de Educación Pública,INDAUTOR,Instituto Nacional del Derecho de Autor,I00,2010,65
11,SEP,Secretaría de Educación Pública,INDAUTOR,Instituto Nacional del Derecho de Autor,I00,2011,67
11,SEP,Secretaría de Educación Pública,INDAUTOR,Instituto Nacional del Derecho de Autor,I00,2012,70
11,SEP,Secretaría de Educación Pública,INDAUTOR,Instituto Nacional del Derecho de Autor,I00,2013,73
11,SEP,Secretaría de Educación Pública,INDAUTOR,Instituto Nacional del Derecho de Autor,I00,2014,75
11,SEP,Secretaría de Educación Pública,INDAUTOR,Instituto Nacional del Derecho de Autor,I00,2015,77
11,SEP,Secretaría de Educación Pública,INDAUTOR,Instituto Nacional del Derecho de Autor,I00,2016,73
11,SEP,Secretaría de Educación Pública,INEA,Instituto Nacional para la Educación de los Adultos,MDA,2010,73
11,SEP,Secretaría de Educación Pública,INEA,Instituto Nacional para la Educación de los Adultos,MDA,2011,75
11,SEP,Secretaría de Educación Pública,INEA,Instituto Nacional para la Educación de los Adultos,MDA,2012,77
11,SEP,Secretaría de Educación Pública,INEA,Instituto Nacional para la Educación de los Adultos,MDA,2013,77
11,SEP,Secretaría de Educación Pública,INEA,Instituto Nacional para la Educación de los Adultos,MDA,2014,78
11,SEP,Secretaría de Educación Pública,INEA,Instituto Nacional para la Educación de los Adultos,MDA,2015,79
11,SEP,Secretaría de Educación Pública,INEA,Instituto Nacional para la Educación de los Adultos,MDA,2016,74
11,SEP,Secretaría de Educación Pública,INEE,Instituto Nacional para la Evaluación de la Educación,MDN,2010,80
11,SEP,Secretaría de Educación Pública,INEE,Instituto Nacional para la Evaluación de la Educación,MDN,2012,83
11,SEP,Secretaría de Educación Pública,INEHRM,Instituto Nacional de Estudios Históricos de las Revoluciones de México,C00,2011,68
11,SEP,Secretaría de Educación Pública,INEHRM,Instituto Nacional de Estudios Históricos de las Revoluciones de México,C00,2012,73
11,SEP,Secretaría de Educación Pública,INEHRM,Instituto Nacional de Estudios Históricos de las Revoluciones de México,C00,2013,74
11,SEP,Secretaría de Educación Pública,INEHRM,Instituto Nacional de Estudios Históricos de las Revoluciones de México,C00,2014,72
11,SEP,Secretaría de Educación Pública,INEHRM,Instituto Nacional de Estudios Históricos de las Revoluciones de México,C00,2015,79
11,SEP,Secretaría de Educación Pública,INEHRM,Instituto Nacional de Estudios Históricos de las Revoluciones de México,C00,2016,79
11,SEP,Secretaría de Educación Pública,INIFED,Instituto Nacional de la Infraestructura Física Educativa,MDE,2010,72
11,SEP,Secretaría de Educación Pública,INIFED,Instituto Nacional de la Infraestructura Física Educativa,MDE,2011,75
11,SEP,Secretaría de Educación Pública,INIFED,Instituto Nacional de la Infraestructura Física Educativa,MDE,2012,77
11,SEP,Secretaría de Educación Pública,INIFED,Instituto Nacional de la Infraestructura Física Educativa,MDE,2013,77
11,SEP,Secretaría de Educación Pública,INIFED,Instituto Nacional de la Infraestructura Física Educativa,MDE,2014,76
11,SEP,Secretaría de Educación Pública,INIFED,Instituto Nacional de la Infraestructura Física Educativa,MDE,2015,77
11,SEP,Secretaría de Educación Pública,INIFED,Instituto Nacional de la Infraestructura Física Educativa,MDE,2016,73
11,SEP,Secretaría de Educación Pública,IPN,Instituto Politécnico Nacional,B00,2010,72
11,SEP,Secretaría de Educación Pública,IPN,Instituto Politécnico Nacional,B00,2011,75
11,SEP,Secretaría de Educación Pública,IPN,Instituto Politécnico Nacional,B00,2012,76
11,SEP,Secretaría de Educación Pública,IPN,Instituto Politécnico Nacional,B00,2013,76
11,SEP,Secretaría de Educación Pública,IPN,Instituto Politécnico Nacional,B00,2014,78
11,SEP,Secretaría de Educación Pública,IPN,Instituto Politécnico Nacional,B00,2015,78
11,SEP,Secretaría de Educación Pública,IPN,Instituto Politécnico Nacional,B00,2016,74
11,SEP,Secretaría de Educación Pública,POI_IPN,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,MGC,2010,70
11,SEP,Secretaría de Educación Pública,POI_IPN,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,MGC,2011,71
11,SEP,Secretaría de Educación Pública,POI_IPN,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,MGC,2012,74
11,SEP,Secretaría de Educación Pública,POI_IPN,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,MGC,2013,72
11,SEP,Secretaría de Educación Pública,POI_IPN,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,MGC,2014,72
11,SEP,Secretaría de Educación Pública,POI_IPN,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,MGC,2015,73
11,SEP,Secretaría de Educación Pública,POI_IPN,Patronato de Obras e Instalaciones del Instituto Politécnico Nacional,MGC,2016,72
11,SEP,Secretaría de Educación Pública,RAEDU,Radio Educación,F00,2011,69
11,SEP,Secretaría de Educación Pública,RAEDU,Radio Educación,F00,2012,73
11,SEP,Secretaría de Educación Pública,RAEDU,Radio Educación,F00,2013,79
11,SEP,Secretaría de Educación Pública,RAEDU,Radio Educación,F00,2014,76
11,SEP,Secretaría de Educación Pública,RAEDU,Radio Educación,F00,2015,79
11,SEP,Secretaría de Educación Pública,RAEDU,Radio Educación,F00,2016,75
11,SEP,Secretaría de Educación Pública,SEP,Secretaría de Educación Pública,100,2010,73
11,SEP,Secretaría de Educación Pública,SEP,Secretaría de Educación Pública,100,2011,74
11,SEP,Secretaría de Educación Pública,SEP,Secretaría de Educación Pública,100,2012,74
11,SEP,Secretaría de Educación Pública,SEP,Secretaría de Educación Pública,100,2013,74
11,SEP,Secretaría de Educación Pública,SEP,Secretaría de Educación Pública,100,2014,75
11,SEP,Secretaría de Educación Pública,SEP,Secretaría de Educación Pública,100,2015,77
11,SEP,Secretaría de Educación Pública,SEP,Secretaría de Educación Pública,100,2016,72
11,SEP,Secretaría de Educación Pública,TECNM,Tecnológico Nacional de México,M00,2015,80
11,SEP,Secretaría de Educación Pública,TECNM,Tecnológico Nacional de México,M00,2016,78
11,SEP,Secretaría de Educación Pública,UNADM,Universidad Abierta y a Distancia de México,K00,2013,74
11,SEP,Secretaría de Educación Pública,UNADM,Universidad Abierta y a Distancia de México,K00,2014,73
11,SEP,Secretaría de Educación Pública,UNADM,Universidad Abierta y a Distancia de México,K00,2015,77
11,SEP,Secretaría de Educación Pública,UNADM,Universidad Abierta y a Distancia de México,K00,2016,81
11,SEP,Secretaría de Educación Pública,UPN,Universidad Pedagógica Nacional,A00,2010,74
11,SEP,Secretaría de Educación Pública,UPN,Universidad Pedagógica Nacional,A00,2011,73
11,SEP,Secretaría de Educación Pública,UPN,Universidad Pedagógica Nacional,A00,2012,74
11,SEP,Secretaría de Educación Pública,UPN,Universidad Pedagógica Nacional,A00,2013,73
11,SEP,Secretaría de Educación Pública,UPN,Universidad Pedagógica Nacional,A00,2014,77
11,SEP,Secretaría de Educación Pública,UPN,Universidad Pedagógica Nacional,A00,2015,76
11,SEP,Secretaría de Educación Pública,UPN,Universidad Pedagógica Nacional,A00,2016,72
12,SS,Secretaría de Salud,APBP,Administración del Patrimonio de la Beneficencia Pública,E00,2010,69
12,SS,Secretaría de Salud,APBP,Administración del Patrimonio de la Beneficencia Pública,E00,2011,69
12,SS,Secretaría de Salud,APBP,Administración del Patrimonio de la Beneficencia Pública,E00,2012,69
12,SS,Secretaría de Salud,APBP,Administración del Patrimonio de la Beneficencia Pública,E00,2013,73
12,SS,Secretaría de Salud,APBP,Administración del Patrimonio de la Beneficencia Pública,E00,2014,76
12,SS,Secretaría de Salud,APBP,Administración del Patrimonio de la Beneficencia Pública,E00,2015,78
12,SS,Secretaría de Salud,APBP,Administración del Patrimonio de la Beneficencia Pública,E00,2016,73
12,SS,Secretaría de Salud,BIRMEX,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",NEF,2010,71
12,SS,Secretaría de Salud,BIRMEX,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",NEF,2011,74
12,SS,Secretaría de Salud,BIRMEX,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",NEF,2012,74
12,SS,Secretaría de Salud,BIRMEX,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",NEF,2013,74
12,SS,Secretaría de Salud,BIRMEX,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",NEF,2014,76
12,SS,Secretaría de Salud,BIRMEX,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",NEF,2015,73
12,SS,Secretaría de Salud,BIRMEX,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",NEF,2016,67
12,SS,Secretaría de Salud,CENADIC,Centro Nacional para la Prevención y el Control de las Adicciones,X00,2011,66
12,SS,Secretaría de Salud,CENADIC,Centro Nacional para la Prevención y el Control de las Adicciones,X00,2012,66
12,SS,Secretaría de Salud,CENADIC,Centro Nacional para la Prevención y el Control de las Adicciones,X00,2013,70
12,SS,Secretaría de Salud,CENADIC,Centro Nacional para la Prevención y el Control de las Adicciones,X00,2014,75
12,SS,Secretaría de Salud,CENADIC,Centro Nacional para la Prevención y el Control de las Adicciones,X00,2015,76
12,SS,Secretaría de Salud,CENAPRECE,Centro Nacional de Programas Preventivos y Control de Enfermedades,O00,2010,66
12,SS,Secretaría de Salud,CENAPRECE,Centro Nacional de Programas Preventivos y Control de Enfermedades,O00,2011,68
12,SS,Secretaría de Salud,CENAPRECE,Centro Nacional de Programas Preventivos y Control de Enfermedades,O00,2012,67
12,SS,Secretaría de Salud,CENAPRECE,Centro Nacional de Programas Preventivos y Control de Enfermedades,O00,2013,70
12,SS,Secretaría de Salud,CENAPRECE,Centro Nacional de Programas Preventivos y Control de Enfermedades,O00,2014,68
12,SS,Secretaría de Salud,CENAPRECE,Centro Nacional de Programas Preventivos y Control de Enfermedades,O00,2015,74
12,SS,Secretaría de Salud,CENAPRECE,Centro Nacional de Programas Preventivos y Control de Enfermedades,O00,2016,63
12,SS,Secretaría de Salud,CENATRA,Centro Nacional de Trasplantes,Q00,2010,73
12,SS,Secretaría de Salud,CENATRA,Centro Nacional de Trasplantes,Q00,2011,79
12,SS,Secretaría de Salud,CENATRA,Centro Nacional de Trasplantes,Q00,2012,80
12,SS,Secretaría de Salud,CENATRA,Centro Nacional de Trasplantes,Q00,2013,77
12,SS,Secretaría de Salud,CENATRA,Centro Nacional de Trasplantes,Q00,2014,80
12,SS,Secretaría de Salud,CENATRA,Centro Nacional de Trasplantes,Q00,2015,78
12,SS,Secretaría de Salud,CENATRA,Centro Nacional de Trasplantes,Q00,2016,72
12,SS,Secretaría de Salud,CENETEC,Centro Nacional de Excelencia Tecnológica en Salud,T00,2010,74
12,SS,Secretaría de Salud,CENETEC,Centro Nacional de Excelencia Tecnológica en Salud,T00,2011,71
12,SS,Secretaría de Salud,CENETEC,Centro Nacional de Excelencia Tecnológica en Salud,T00,2012,77
12,SS,Secretaría de Salud,CENETEC,Centro Nacional de Excelencia Tecnológica en Salud,T00,2013,76
12,SS,Secretaría de Salud,CENETEC,Centro Nacional de Excelencia Tecnológica en Salud,T00,2014,78
12,SS,Secretaría de Salud,CENETEC,Centro Nacional de Excelencia Tecnológica en Salud,T00,2015,81
12,SS,Secretaría de Salud,CENETEC,Centro Nacional de Excelencia Tecnológica en Salud,T00,2016,76
12,SS,Secretaría de Salud,CENSIA,Centro Nacional para la Salud de la Infancia y Adolescencia,R00,2010,70
12,SS,Secretaría de Salud,CENSIA,Centro Nacional para la Salud de la Infancia y Adolescencia,R00,2011,76
12,SS,Secretaría de Salud,CENSIA,Centro Nacional para la Salud de la Infancia y Adolescencia,R00,2012,77
12,SS,Secretaría de Salud,CENSIA,Centro Nacional para la Salud de la Infancia y Adolescencia,R00,2013,75
12,SS,Secretaría de Salud,CENSIA,Centro Nacional para la Salud de la Infancia y Adolescencia,R00,2014,80
12,SS,Secretaría de Salud,CENSIA,Centro Nacional para la Salud de la Infancia y Adolescencia,R00,2015,80
12,SS,Secretaría de Salud,CENSIA,Centro Nacional para la Salud de la Infancia y Adolescencia,R00,2016,72
12,SS,Secretaría de Salud,CENSIDA,Centro Nacional para la Prevención y Control del VIH/SIDA,K00,2010,63
12,SS,Secretaría de Salud,CENSIDA,Centro Nacional para la Prevención y Control del VIH/SIDA,K00,2011,57
12,SS,Secretaría de Salud,CENSIDA,Centro Nacional para la Prevención y Control del VIH/SIDA,K00,2012,62
12,SS,Secretaría de Salud,CENSIDA,Centro Nacional para la Prevención y Control del VIH/SIDA,K00,2013,67
12,SS,Secretaría de Salud,CENSIDA,Centro Nacional para la Prevención y Control del VIH/SIDA,K00,2014,72
12,SS,Secretaría de Salud,CENSIDA,Centro Nacional para la Prevención y Control del VIH/SIDA,K00,2015,77
12,SS,Secretaría de Salud,CENSIDA,Centro Nacional para la Prevención y Control del VIH/SIDA,K00,2016,65
12,SS,Secretaría de Salud,CIJ,"Centros de Integración Juvenil, A.C.",M7K,2010,84
12,SS,Secretaría de Salud,CIJ,"Centros de Integración Juvenil, A.C.",M7K,2011,85
12,SS,Secretaría de Salud,CIJ,"Centros de Integración Juvenil, A.C.",M7K,2012,84
12,SS,Secretaría de Salud,CIJ,"Centros de Integración Juvenil, A.C.",M7K,2013,85
12,SS,Secretaría de Salud,CIJ,"Centros de Integración Juvenil, A.C.",M7K,2014,86
12,SS,Secretaría de Salud,CIJ,"Centros de Integración Juvenil, A.C.",M7K,2015,87
12,SS,Secretaría de Salud,CIJ,"Centros de Integración Juvenil, A.C.",M7K,2016,86
12,SS,Secretaría de Salud,CNB,Comisión Nacional de Bioética,V00,2011,83
12,SS,Secretaría de Salud,CNB,Comisión Nacional de Bioética,V00,2012,80
12,SS,Secretaría de Salud,CNB,Comisión Nacional de Bioética,V00,2013,80
12,SS,Secretaría de Salud,CNB,Comisión Nacional de Bioética,V00,2014,79
12,SS,Secretaría de Salud,CNB,Comisión Nacional de Bioética,V00,2015,79
12,SS,Secretaría de Salud,CNB,Comisión Nacional de Bioética,V00,2016,68
12,SS,Secretaría de Salud,CNEGSR,Centro Nacional de Equidad de Género y Salud Reproductiva,L00,2010,70
12,SS,Secretaría de Salud,CNEGSR,Centro Nacional de Equidad de Género y Salud Reproductiva,L00,2011,69
12,SS,Secretaría de Salud,CNEGSR,Centro Nacional de Equidad de Género y Salud Reproductiva,L00,2013,70
12,SS,Secretaría de Salud,CNEGSR,Centro Nacional de Equidad de Género y Salud Reproductiva,L00,2014,67
12,SS,Secretaría de Salud,CNEGSR,Centro Nacional de Equidad de Género y Salud Reproductiva,L00,2015,72
12,SS,Secretaría de Salud,CNEGSR,Centro Nacional de Equidad de Género y Salud Reproductiva,L00,2016,69
12,SS,Secretaría de Salud,CNPSS,Comisión Nacional de Protección Social en Salud (Seguro Popular),U00,2010,76
12,SS,Secretaría de Salud,CNPSS,Comisión Nacional de Protección Social en Salud (Seguro Popular),U00,2011,79
12,SS,Secretaría de Salud,CNPSS,Comisión Nacional de Protección Social en Salud (Seguro Popular),U00,2012,79
12,SS,Secretaría de Salud,CNPSS,Comisión Nacional de Protección Social en Salud (Seguro Popular),U00,2014,78
12,SS,Secretaría de Salud,CNPSS,Comisión Nacional de Protección Social en Salud (Seguro Popular),U00,2015,82
12,SS,Secretaría de Salud,CNPSS,Comisión Nacional de Protección Social en Salud (Seguro Popular),U00,2016,79
12,SS,Secretaría de Salud,CNTS,Centro Nacional de la Transfusión Sanguínea,I00,2010,71
12,SS,Secretaría de Salud,CNTS,Centro Nacional de la Transfusión Sanguínea,I00,2012,82
12,SS,Secretaría de Salud,CNTS,Centro Nacional de la Transfusión Sanguínea,I00,2013,81
12,SS,Secretaría de Salud,CNTS,Centro Nacional de la Transfusión Sanguínea,I00,2014,81
12,SS,Secretaría de Salud,CNTS,Centro Nacional de la Transfusión Sanguínea,I00,2015,88
12,SS,Secretaría de Salud,CNTS,Centro Nacional de la Transfusión Sanguínea,I00,2016,77
12,SS,Secretaría de Salud,COFEPRIS,Comisión Federal para la Protección Contra Riesgos Sanitarios,S00,2010,86
12,SS,Secretaría de Salud,COFEPRIS,Comisión Federal para la Protección Contra Riesgos Sanitarios,S00,2011,76
12,SS,Secretaría de Salud,COFEPRIS,Comisión Federal para la Protección Contra Riesgos Sanitarios,S00,2012,79
12,SS,Secretaría de Salud,COFEPRIS,Comisión Federal para la Protección Contra Riesgos Sanitarios,S00,2013,78
12,SS,Secretaría de Salud,COFEPRIS,Comisión Federal para la Protección Contra Riesgos Sanitarios,S00,2014,78
12,SS,Secretaría de Salud,COFEPRIS,Comisión Federal para la Protección Contra Riesgos Sanitarios,S00,2015,76
12,SS,Secretaría de Salud,COFEPRIS,Comisión Federal para la Protección Contra Riesgos Sanitarios,S00,2016,70
12,SS,Secretaría de Salud,CONAMED,Comisión Nacional de Arbitraje Médico,M00,2010,76
12,SS,Secretaría de Salud,CONAMED,Comisión Nacional de Arbitraje Médico,M00,2011,84
12,SS,Secretaría de Salud,CONAMED,Comisión Nacional de Arbitraje Médico,M00,2012,85
12,SS,Secretaría de Salud,CONAMED,Comisión Nacional de Arbitraje Médico,M00,2013,84
12,SS,Secretaría de Salud,CONAMED,Comisión Nacional de Arbitraje Médico,M00,2014,83
12,SS,Secretaría de Salud,CONAMED,Comisión Nacional de Arbitraje Médico,M00,2015,86
12,SS,Secretaría de Salud,CONAMED,Comisión Nacional de Arbitraje Médico,M00,2016,83
12,SS,Secretaría de Salud,CRAE_CHIAPAS,Centro Regional de Alta Especialidad de Chiapas,M7A,2013,73
12,SS,Secretaría de Salud,CRAE_CHIAPAS,Centro Regional de Alta Especialidad de Chiapas,M7A,2014,72
12,SS,Secretaría de Salud,CRAE_CHIAPAS,Centro Regional de Alta Especialidad de Chiapas,M7A,2015,77
12,SS,Secretaría de Salud,CRAE_CHIAPAS,Centro Regional de Alta Especialidad de Chiapas,M7A,2016,86
12,SS,Secretaría de Salud,HG_MGG,"Hospital General ""Dr. Manuel Gea González""",NBB,2010,91
12,SS,Secretaría de Salud,HG_MGG,"Hospital General ""Dr. Manuel Gea González""",NBB,2011,97
12,SS,Secretaría de Salud,HG_MGG,"Hospital General ""Dr. Manuel Gea González""",NBB,2012,96
12,SS,Secretaría de Salud,HG_MGG,"Hospital General ""Dr. Manuel Gea González""",NBB,2013,96
12,SS,Secretaría de Salud,HG_MGG,"Hospital General ""Dr. Manuel Gea González""",NBB,2014,96
12,SS,Secretaría de Salud,HG_MGG,"Hospital General ""Dr. Manuel Gea González""",NBB,2015,98
12,SS,Secretaría de Salud,HG_MGG,"Hospital General ""Dr. Manuel Gea González""",NBB,2016,98
12,SS,Secretaría de Salud,HGM_EL,Hospital General de México,NBD,2010,78
12,SS,Secretaría de Salud,HGM_EL,Hospital General de México,NBD,2011,81
12,SS,Secretaría de Salud,HGM_EL,Hospital General de México,NBD,2012,86
12,SS,Secretaría de Salud,HGM_EL,Hospital General de México,NBD,2013,93
12,SS,Secretaría de Salud,HGM_EL,Hospital General de México,NBD,2014,86
12,SS,Secretaría de Salud,HGM_EL,Hospital General de México,NBD,2015,85
12,SS,Secretaría de Salud,HGM_EL,Hospital General de México,NBD,2016,80
12,SS,Secretaría de Salud,HIM_FG,Hospital Infantil de México Federico Gómez,NDG,2010,74
12,SS,Secretaría de Salud,HIM_FG,Hospital Infantil de México Federico Gómez,NDG,2011,74
12,SS,Secretaría de Salud,HIM_FG,Hospital Infantil de México Federico Gómez,NDG,2012,75
12,SS,Secretaría de Salud,HIM_FG,Hospital Infantil de México Federico Gómez,NDG,2013,78
12,SS,Secretaría de Salud,HIM_FG,Hospital Infantil de México Federico Gómez,NDG,2014,79
12,SS,Secretaría de Salud,HIM_FG,Hospital Infantil de México Federico Gómez,NDG,2015,85
12,SS,Secretaría de Salud,HIM_FG,Hospital Infantil de México Federico Gómez,NDG,2016,95
12,SS,Secretaría de Salud,HJM,Hospital Juárez de México,NAW,2010,83
12,SS,Secretaría de Salud,HJM,Hospital Juárez de México,NAW,2011,77
12,SS,Secretaría de Salud,HJM,Hospital Juárez de México,NAW,2012,76
12,SS,Secretaría de Salud,HJM,Hospital Juárez de México,NAW,2013,78
12,SS,Secretaría de Salud,HJM,Hospital Juárez de México,NAW,2014,82
12,SS,Secretaría de Salud,HJM,Hospital Juárez de México,NAW,2015,81
12,SS,Secretaría de Salud,HJM,Hospital Juárez de México,NAW,2016,83
12,SS,Secretaría de Salud,HRAEB,Hospital Regional de Alta Especialidad del Bajío,NBQ,2010,75
12,SS,Secretaría de Salud,HRAEB,Hospital Regional de Alta Especialidad del Bajío,NBQ,2011,77
12,SS,Secretaría de Salud,HRAEB,Hospital Regional de Alta Especialidad del Bajío,NBQ,2012,75
12,SS,Secretaría de Salud,HRAEB,Hospital Regional de Alta Especialidad del Bajío,NBQ,2013,75
12,SS,Secretaría de Salud,HRAEB,Hospital Regional de Alta Especialidad del Bajío,NBQ,2014,77
12,SS,Secretaría de Salud,HRAEB,Hospital Regional de Alta Especialidad del Bajío,NBQ,2015,76
12,SS,Secretaría de Salud,HRAEB,Hospital Regional de Alta Especialidad del Bajío,NBQ,2016,75
12,SS,Secretaría de Salud,HRAEI,Hospital Regional de Alta Especialidad de Ixtapaluca,NBU,2013,77
12,SS,Secretaría de Salud,HRAEI,Hospital Regional de Alta Especialidad de Ixtapaluca,NBU,2014,81
12,SS,Secretaría de Salud,HRAEI,Hospital Regional de Alta Especialidad de Ixtapaluca,NBU,2015,81
12,SS,Secretaría de Salud,HRAEI,Hospital Regional de Alta Especialidad de Ixtapaluca,NBU,2016,78
12,SS,Secretaría de Salud,HRAEO,Hospital Regional de Alta Especialidad de Oaxaca,NBR,2010,76
12,SS,Secretaría de Salud,HRAEO,Hospital Regional de Alta Especialidad de Oaxaca,NBR,2011,77
12,SS,Secretaría de Salud,HRAEO,Hospital Regional de Alta Especialidad de Oaxaca,NBR,2012,79
12,SS,Secretaría de Salud,HRAEO,Hospital Regional de Alta Especialidad de Oaxaca,NBR,2013,78
12,SS,Secretaría de Salud,HRAEO,Hospital Regional de Alta Especialidad de Oaxaca,NBR,2014,72
12,SS,Secretaría de Salud,HRAEO,Hospital Regional de Alta Especialidad de Oaxaca,NBR,2015,73
12,SS,Secretaría de Salud,HRAEO,Hospital Regional de Alta Especialidad de Oaxaca,NBR,2016,68
12,SS,Secretaría de Salud,HRAEPY,Hospital Regional de Alta Especialidad de la Península de Yucatán,NBS,2010,75
12,SS,Secretaría de Salud,HRAEPY,Hospital Regional de Alta Especialidad de la Península de Yucatán,NBS,2011,89
12,SS,Secretaría de Salud,HRAEPY,Hospital Regional de Alta Especialidad de la Península de Yucatán,NBS,2013,75
12,SS,Secretaría de Salud,HRAEPY,Hospital Regional de Alta Especialidad de la Península de Yucatán,NBS,2014,78
12,SS,Secretaría de Salud,HRAEPY,Hospital Regional de Alta Especialidad de la Península de Yucatán,NBS,2015,84
12,SS,Secretaría de Salud,HRAEPY,Hospital Regional de Alta Especialidad de la Península de Yucatán,NBS,2016,87
12,SS,Secretaría de Salud,HRAEV,"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010""",NBT,2012,70
12,SS,Secretaría de Salud,HRAEV,"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010""",NBT,2013,84
12,SS,Secretaría de Salud,HRAEV,"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010""",NBT,2014,82
12,SS,Secretaría de Salud,HRAEV,"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010""",NBT,2015,86
12,SS,Secretaría de Salud,HRAEV,"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010""",NBT,2016,76
12,SS,Secretaría de Salud,INC_ICH,Instituto Nacional de Cardiología Ignacio Chávez,NCA,2010,81
12,SS,Secretaría de Salud,INC_ICH,Instituto Nacional de Cardiología Ignacio Chávez,NCA,2011,78
12,SS,Secretaría de Salud,INC_ICH,Instituto Nacional de Cardiología Ignacio Chávez,NCA,2012,79
12,SS,Secretaría de Salud,INC_ICH,Instituto Nacional de Cardiología Ignacio Chávez,NCA,2013,77
12,SS,Secretaría de Salud,INC_ICH,Instituto Nacional de Cardiología Ignacio Chávez,NCA,2014,78
12,SS,Secretaría de Salud,INC_ICH,Instituto Nacional de Cardiología Ignacio Chávez,NCA,2015,80
12,SS,Secretaría de Salud,INC_ICH,Instituto Nacional de Cardiología Ignacio Chávez,NCA,2016,76
12,SS,Secretaría de Salud,INCAN,Instituto Nacional de Cancerología,NBV,2012,73
12,SS,Secretaría de Salud,INCAN,Instituto Nacional de Cancerología,NBV,2013,75
12,SS,Secretaría de Salud,INCAN,Instituto Nacional de Cancerología,NBV,2014,78
