"matricula","carrera","genero","promedio","edad","peso","altura"
4692,"CIVIL","F",84.37,21,61.61,161.61
4693,"SISTEMAS","M",88.14,22,80.65,180.65
4694,"INDUSTRIAL","M",86.16,21,81.63,181.63
4695,"INDUSTRIAL","F",90.29,22,61.2,161.2
4696,"MECATRONICA","F",84.66,21,56.16,156.16
4697,"MECANICA","F",87.16,21,60.33,160.33
4698,"BIOQUIMICA","M",80.7,19,79.72,179.72
4699,"MECATRONICA","F",86.42,21,57.03,157.03
4700,"CIVIL","F",85.31,21,62.31,162.31
4701,"MECANICA","F",82.44,20,58.49,158.49
4702,"CIVIL","F",84.99,21,64.21,164.21
4703,"INFORMATICA","M",92.24,23,79.65,179.65
4704,"SISTEMAS","M",86.92,21,82.43,182.43
4705,"ARQUITECTURA","F",86.21,21,57.42,157.42
4706,"TIC","M",83.77,20,81.12,181.12
4707,"ADMINISTRACION","M",89.33,22,85.28,185.28
4708,"SISTEMAS","M",85.22,21,80.58,180.58
4709,"TIC","F",89.86,22,60.83,160.83
4710,"INDUSTRIAL","M",83.33,20,82.84,182.84
4711,"MECANICA","F",85.15,21,56.04,156.04
4712,"TIC","M",86.69,21,78.74,178.74
4713,"SISTEMAS","M",83.51,20,75.53,175.53
4714,"TIC","F",86.51,21,57.79,157.79
4715,"CIVIL","F",89.58,22,58.96,158.96
4716,"CIVIL","M",81.53,20,74.01,174.01
4717,"CIVIL","M",83.78,20,80.88,180.88
4718,"ARQUITECTURA","F",77.76,19,56.58,156.58
4719,"TIC","M",86.21,21,82.48,182.48
4720,"TIC","M",83.27,20,81.36,181.36
4721,"ELECTRONICA","M",87.66,21,75.35,175.35
4722,"QUIMICA","M",84.1,20,83.9,183.9
4723,"ELECTRONICA","F",82.52,20,58.33,158.33
4724,"ADMINISTRACION","M",87.46,21,79.92,179.92
4725,"ELECTRONICA","F",84.47,21,57.63,157.63
4726,"ADMINISTRACION","M",86.18,21,82.1,182.1
4727,"ELECTRICA","F",81.35,20,58.82,158.82
4728,"MECANICA","F",86.29,21,61.86,161.86
4729,"INDUSTRIAL","F",87.72,21,57.27,157.27
4730,"ELECTRICA","M",86.01,21,77.67,177.67
4731,"ADMINISTRACION","F",85.06,21,61.9,161.9
4732,"MECATRONICA","F",82.83,20,60.57,160.57
4733,"ELECTRONICA","M",81.16,20,83.38,183.38
4734,"BIOQUIMICA","F",85.63,21,58.91,158.91
4735,"ARQUITECTURA","M",84.32,21,73.79,173.79
4736,"BIOQUIMICA","M",87,21,80.05,180.05
4737,"INFORMATICA","M",89.59,22,77.5,177.5
4738,"ADMINISTRACION","F",89.58,22,60.62,160.62
4739,"CIVIL","F",83.94,20,60.42,160.42
4740,"ELECTRONICA","F",89.92,22,60.66,160.66
4741,"ELECTRONICA","M",86.03,21,83.08,183.08
4742,"BIOQUIMICA","M",90.39,22,80.8,180.8
4743,"QUIMICA","F",85.25,21,56.32,156.32
4744,"QUIMICA","M",89.01,22,86.49,186.49
4745,"INDUSTRIAL","F",86.66,21,60.17,160.17
4746,"BIOQUIMICA","F",86.88,21,63.13,163.13
4747,"INDUSTRIAL","F",85.6,21,58.61,158.61
4748,"ARQUITECTURA","M",83.93,20,79.39,179.39
4749,"ELECTRONICA","M",88.16,22,81.2,181.2
4750,"ELECTRONICA","M",80.7,19,79.25,179.25
4751,"SISTEMAS","M",88.18,22,87.06,187.06
4752,"MECANICA","M",86.36,21,80.61,180.61
4753,"MECANICA","M",82.9,20,80.6,180.6
4754,"BIOQUIMICA","F",87.78,22,57.33,157.33
4755,"ELECTRONICA","F",88.73,22,63.3,163.3
4756,"CIVIL","M",89.8,22,84.8,184.8
4757,"BIOQUIMICA","F",87.81,22,59.29,159.29
4758,"ADMINISTRACION","M",84.81,21,81.09,181.09
4759,"TIC","F",85.57,21,59.79,159.79
4760,"ADMINISTRACION","F",89.19,22,60.87,160.87
4761,"SISTEMAS","M",86.82,21,79.85,179.85
4762,"CIVIL","F",83.38,20,61.42,161.42
4763,"MECANICA","M",83.39,20,76.3,176.3
4764,"ADMINISTRACION","M",84.15,20,82.87,182.87
4765,"ADMINISTRACION","M",81.27,20,80.33,180.33
4766,"MECATRONICA","F",92.76,23,59.59,159.59
4767,"ELECTRICA","M",86.43,21,78.07,178.07
4768,"TIC","F",86.07,21,59.72,159.72
4769,"ADMINISTRACION","M",86.51,21,86.07,186.07
4770,"MECATRONICA","F",85.61,21,61.77,161.77
4771,"QUIMICA","M",84.88,21,82.69,182.69
4772,"MECATRONICA","F",86.71,21,58.79,158.79
4773,"ELECTRONICA","F",84.02,20,58.34,158.34
4774,"SISTEMAS","F",88.83,22,58.72,158.72
4775,"MECATRONICA","F",90.58,22,60.07,160.07
4776,"INDUSTRIAL","F",92.35,23,61.15,161.15
4777,"ELECTRONICA","M",88.93,22,83.49,183.49
4778,"MECANICA","F",90.8,22,57.14,157.14
4779,"TIC","M",86.59,21,79.22,179.22
4780,"QUIMICA","F",88.07,22,64.67,164.67
4781,"ELECTRONICA","M",89.1,22,80.86,180.86
4782,"ADMINISTRACION","F",90.73,22,57.55,157.55
4783,"ELECTRONICA","M",87.81,22,76.49,176.49
4784,"TIC","M",94.14,23,81.48,181.48
4785,"INFORMATICA","F",86.89,21,61.47,161.47
4786,"INDUSTRIAL","F",85.92,21,55.08,155.08
4787,"INFORMATICA","M",82.59,20,83.01,183.01
4788,"TIC","M",89.27,22,78.48,178.48
4789,"ELECTRICA","F",83.72,20,61.7,161.7
4790,"INFORMATICA","F",80.6,19,60.69,160.69
4791,"ARQUITECTURA","M",87.57,21,79.55,179.55
4792,"QUIMICA","M",88.03,22,79.31,179.31
4793,"ARQUITECTURA","F",86.22,21,61.14,161.14
4794,"SISTEMAS","F",83.58,20,59.66,159.66
4795,"ADMINISTRACION","F",86.16,21,57.93,157.93
4796,"MECANICA","F",82.93,20,58.42,158.42
4797,"MECANICA","M",86.24,21,82.1,182.1
4798,"MECATRONICA","F",85.9,21,62.04,162.04
4799,"CIVIL","M",90.45,22,82.43,182.43
4800,"MECATRONICA","F",85.96,21,63.17,163.17
4801,"TIC","F",86.51,21,55.67,155.67
4802,"INDUSTRIAL","F",89.71,22,60.17,160.17
4803,"SISTEMAS","M",86.64,21,75.17,175.17
4804,"INDUSTRIAL","M",83.96,20,79.39,179.39
4805,"TIC","F",87.32,21,60.98,160.98
4806,"INDUSTRIAL","M",83.98,20,83.79,183.79
4807,"QUIMICA","F",80.52,19,60.54,160.54
4808,"ELECTRICA","M",84.83,21,77.66,177.66
4809,"ARQUITECTURA","M",84.69,21,82.28,182.28
4810,"ARQUITECTURA","F",91.01,22,60.88,160.88
4811,"MECANICA","F",85.15,21,57.51,157.51
4812,"MECATRONICA","F",84.04,20,56.5,156.5
4813,"ADMINISTRACION","M",83.25,20,77.47,177.47
4814,"INDUSTRIAL","M",86.19,21,86.01,186.01
4815,"CIVIL","F",92.59,23,59.11,159.11
4816,"QUIMICA","F",87.08,21,57.55,157.55
4817,"ARQUITECTURA","M",91.48,23,81.16,181.16
4818,"MECANICA","F",85.43,21,57.95,157.95
4819,"CIVIL","M",88.53,22,85.98,185.98
4820,"QUIMICA","F",83.98,20,58.07,158.07
4821,"QUIMICA","M",87.68,21,82.13,182.13
4822,"BIOQUIMICA","F",89.8,22,59.38,159.38
4823,"INFORMATICA","M",86.11,21,82.45,182.45
4824,"ELECTRONICA","F",86.27,21,61.56,161.56
4825,"ARQUITECTURA","F",78.38,19,60,160
4826,"BIOQUIMICA","F",84.02,20,59.76,159.76
4827,"INDUSTRIAL","M",86.55,21,80.83,180.83
4828,"ELECTRICA","M",88.25,22,87.45,187.45
4829,"CIVIL","M",88.24,22,81.4,181.4
4830,"INDUSTRIAL","M",87.7,21,77.17,177.17
4831,"MECANICA","M",86.61,21,79.05,179.05
4832,"SISTEMAS","M",90.42,22,81.67,181.67
4833,"QUIMICA","F",83.45,20,62.38,162.38
4834,"CIVIL","F",87.08,21,55.69,155.69
4835,"CIVIL","M",82.71,20,85.25,185.25
4836,"CIVIL","F",88.22,22,61.17,161.17
4837,"TIC","M",88.18,22,85.67,185.67
4838,"TIC","M",80.88,20,79.26,179.26
4839,"INFORMATICA","F",90.2,22,59.4,159.4
4840,"TIC","F",87.2,21,58.41,158.41
4841,"QUIMICA","M",84.42,21,76.69,176.69
4842,"BIOQUIMICA","F",87.41,21,62.17,162.17
4843,"ADMINISTRACION","F",87.72,21,59.37,159.37
4844,"INDUSTRIAL","F",86.6,21,61.49,161.49
4845,"TIC","F",85.69,21,60.18,160.18
4846,"TIC","M",85.22,21,73.34,173.34
4847,"ADMINISTRACION","F",86.63,21,58.75,158.75
4848,"BIOQUIMICA","F",87.02,21,62.19,162.19
4849,"BIOQUIMICA","F",83.19,20,57.87,157.87
4850,"INFORMATICA","F",86.63,21,57.14,157.14
4851,"MECANICA","F",87.35,21,59.95,159.95
4852,"INDUSTRIAL","F",86.27,21,61.44,161.44
4853,"QUIMICA","M",81.12,20,81.74,181.74
4854,"CIVIL","F",90.73,22,59.08,159.08
4855,"ELECTRICA","F",88.28,22,59.68,159.68
4856,"INDUSTRIAL","M",82.83,20,87.38,187.38
4857,"MECANICA","M",89.22,22,75.96,175.96
4858,"INFORMATICA","F",86.33,21,61.19,161.19
4859,"ADMINISTRACION","F",81.89,20,61.31,161.31
4860,"CIVIL","M",87.37,21,81.19,181.19
4861,"ELECTRICA","F",83.91,20,60.92,160.92
4862,"CIVIL","M",92.45,23,80.45,180.45
4863,"ARQUITECTURA","F",82.35,20,64.21,164.21
4864,"ADMINISTRACION","M",83.57,20,82.88,182.88
4865,"ARQUITECTURA","M",84.88,21,80.71,180.71
4866,"INDUSTRIAL","M",82.69,20,76.6,176.6
4867,"CIVIL","F",92.52,23,59.89,159.89
4868,"ELECTRICA","M",81.37,20,81.62,181.62
4869,"ELECTRONICA","F",89.62,22,57.5,157.5
4870,"ELECTRONICA","M",87.07,21,80.75,180.75
4871,"ARQUITECTURA","F",81.07,20,61.26,161.26
4872,"TIC","M",80.28,19,82.97,182.97
4873,"ARQUITECTURA","M",87.14,21,83.14,183.14
4874,"BIOQUIMICA","M",80.01,19,79.67,179.67
4875,"TIC","M",93.02,23,85.06,185.06
4876,"QUIMICA","F",80.83,20,60.3,160.3
4877,"CIVIL","M",91.01,22,80.04,180.04
4878,"SISTEMAS","M",90.01,22,78.21,178.21
4879,"BIOQUIMICA","M",85.43,21,75.44,175.44
4880,"MECANICA","F",81.42,20,55.76,155.76
4881,"TIC","F",87.72,21,58.32,158.32
4882,"ELECTRONICA","F",84.39,21,57.18,157.18
4883,"ELECTRICA","M",85.52,21,79.77,179.77
4884,"BIOQUIMICA","M",83.93,20,79.68,179.68
4885,"MECATRONICA","M",82.12,20,80.73,180.73
4886,"MECANICA","F",82.07,20,58.66,158.66
4887,"CIVIL","F",81.68,20,62.59,162.59
4888,"ELECTRONICA","M",84.73,21,81.22,181.22
4889,"ELECTRONICA","F",88.97,22,60.48,160.48
4890,"QUIMICA","F",87,21,59.24,159.24
4891,"SISTEMAS","M",83.57,20,75.37,175.37
4892,"MECATRONICA","F",85.12,21,60.46,160.46
4893,"QUIMICA","M",91.38,23,79.14,179.14
4894,"MECANICA","F",81.71,20,54.92,154.92
4895,"SISTEMAS","M",83.27,20,78.79,178.79
4896,"SISTEMAS","F",86.9,21,52.16,152.16
4897,"INFORMATICA","F",82.54,20,57.63,157.63
4898,"MECATRONICA","F",83.55,20,57.01,157.01
4899,"INDUSTRIAL","M",85.64,21,79.28,179.28
4900,"ELECTRONICA","M",86.46,21,81.65,181.65
4901,"ARQUITECTURA","F",85.18,21,61.41,161.41
4902,"INFORMATICA","M",79.93,19,77.18,177.18
4903,"ADMINISTRACION","M",81.41,20,76.32,176.32
4904,"INFORMATICA","F",82.22,20,64.05,164.05
4905,"BIOQUIMICA","F",85.35,21,61.13,161.13
4906,"MECANICA","M",86.5,21,80.35,180.35
4907,"ADMINISTRACION","M",86.62,21,81.31,181.31
4908,"ELECTRICA","M",85.66,21,80.49,180.49
4909,"MECATRONICA","M",82.37,20,79.55,179.55
4910,"CIVIL","F",86.6,21,61.17,161.17
4911,"BIOQUIMICA","F",79.94,19,57.23,157.23
4912,"ELECTRICA","M",82.31,20,86.7,186.7
4913,"MECANICA","M",84.28,21,87.31,187.31
4914,"ARQUITECTURA","F",85.39,21,61.14,161.14
4915,"INFORMATICA","M",87.81,22,80.63,180.63
4916,"MECANICA","M",85.03,21,79.74,179.74
4917,"SISTEMAS","M",86.54,21,80.2,180.2
4918,"TIC","M",84,20,81.75,181.75
4919,"SISTEMAS","F",84.69,21,62.25,162.25
4920,"MECATRONICA","F",86.11,21,58.95,158.95
4921,"ELECTRONICA","M",85.12,21,77.73,177.73
4922,"QUIMICA","F",83.06,20,58.54,158.54
4923,"MECANICA","M",85.62,21,81.41,181.41
4924,"TIC","M",85.61,21,76.19,176.19
4925,"ELECTRONICA","M",88.7,22,76.8,176.8
4926,"MECATRONICA","M",93.1,23,78.81,178.81
4927,"ADMINISTRACION","F",91.46,23,62.18,162.18
4928,"ADMINISTRACION","M",87.43,21,79.37,179.37
4929,"ARQUITECTURA","M",86.74,21,80.42,180.42
4930,"ELECTRONICA","F",88.92,22,64.43,164.43
4931,"QUIMICA","M",91.7,23,72.42,172.42
4932,"INDUSTRIAL","F",86.92,21,58.02,158.02
4933,"ELECTRONICA","F",92.39,23,62.39,162.39
4934,"MECATRONICA","F",89.46,22,58.37,158.37
4935,"BIOQUIMICA","M",90.67,22,79.89,179.89
4936,"ELECTRICA","M",86.6,21,84.25,184.25
4937,"MECANICA","M",86.21,21,79.54,179.54
4938,"MECANICA","F",87.73,21,62.19,162.19
4939,"ELECTRICA","M",85.91,21,81.94,181.94
4940,"ELECTRONICA","F",87.33,21,64.84,164.84
4941,"ELECTRONICA","M",84.87,21,81.63,181.63
4942,"TIC","M",85.36,21,78.1,178.1
4943,"ELECTRICA","F",86.47,21,58.32,158.32
4944,"SISTEMAS","M",82.74,20,80.77,180.77
4945,"MECANICA","M",88.45,22,77.88,177.88
4946,"QUIMICA","F",89.51,22,61.1,161.1
4947,"INDUSTRIAL","M",82.98,20,78.67,178.67
4948,"INDUSTRIAL","F",88.34,22,61.52,161.52
4949,"QUIMICA","F",90.52,22,58.59,158.59
4950,"TIC","F",86.23,21,54.93,154.93
4951,"ADMINISTRACION","F",86.01,21,64.54,164.54
4952,"TIC","F",88.19,22,61.84,161.84
4953,"MECATRONICA","M",82.05,20,85.19,185.19
4954,"INDUSTRIAL","F",86.19,21,61.55,161.55
4955,"ELECTRONICA","F",82.43,20,61.62,161.62
4956,"MECATRONICA","M",91.97,23,87.38,187.38
4957,"QUIMICA","F",89.16,22,59.03,159.03
4958,"TIC","M",88.18,22,84.67,184.67
4959,"ELECTRICA","M",84.19,20,75.63,175.63
4960,"ELECTRONICA","F",77.45,19,60.29,160.29
4961,"CIVIL","M",81.98,20,83.11,183.11
4962,"ELECTRICA","F",89.36,22,64.31,164.31
4963,"ADMINISTRACION","F",85.98,21,59.14,159.14
4964,"ELECTRICA","M",86.26,21,88.76,188.76
4965,"INDUSTRIAL","M",79.98,19,81.86,181.86
4966,"SISTEMAS","M",83.42,20,79.08,179.08
4967,"MECATRONICA","M",87.41,21,81.99,181.99
4968,"ARQUITECTURA","M",86.28,21,80.4,180.4
4969,"QUIMICA","M",90.52,22,75.21,175.21
4970,"MECANICA","M",79.4,19,85.39,185.39
4971,"MECATRONICA","F",89.41,22,59.93,159.93
4972,"BIOQUIMICA","F",90,22,58.34,158.34
4973,"MECATRONICA","M",86.84,21,81.2,181.2
4974,"ELECTRONICA","M",80.29,19,83.67,183.67
4975,"QUIMICA","M",76.94,18,78.38,178.38
4976,"SISTEMAS","M",84.3,21,80.65,180.65
4977,"SISTEMAS","M",77.61,19,85.5,185.5
4978,"ELECTRICA","F",83.37,20,60.61,160.61
4979,"INDUSTRIAL","F",90.34,22,55.95,155.95
4980,"ELECTRONICA","F",85.13,21,58.09,158.09
4981,"MECANICA","F",84.88,21,59.57,159.57
4982,"BIOQUIMICA","F",81.41,20,60.91,160.91
4983,"ARQUITECTURA","M",82.71,20,81.04,181.04
4984,"ELECTRICA","F",88.79,22,59.73,159.73
4985,"MECATRONICA","F",84.22,20,58.32,158.32
4986,"INFORMATICA","F",81.98,20,58.4,158.4
4987,"ARQUITECTURA","F",90.4,22,54.65,154.65
4988,"SISTEMAS","M",83.47,20,75.9,175.9
4989,"BIOQUIMICA","F",88.83,22,56.67,156.67
4990,"BIOQUIMICA","M",88.03,22,76.47,176.47
4991,"INDUSTRIAL","F",83.44,20,56.6,156.6
4992,"CIVIL","M",84.41,21,79.91,179.91
4993,"QUIMICA","M",92.75,23,83.83,183.83
4994,"ARQUITECTURA","F",93.16,23,60.77,160.77
4995,"MECATRONICA","F",86.94,21,60.22,160.22
4996,"INFORMATICA","M",87.4,21,79.97,179.97
4997,"ELECTRONICA","M",86.2,21,85.21,185.21
4998,"ELECTRICA","M",80.12,19,75.9,175.9
4999,"CIVIL","F",83.92,20,59.75,159.75
5000,"MECATRONICA","F",86.19,21,59.85,159.85
5001,"SISTEMAS","F",92.28,23,62.46,162.46
5002,"TIC","M",86.1,21,80.74,180.74
5003,"QUIMICA","M",82.56,20,78.36,178.36
5004,"ADMINISTRACION","F",82.42,20,58.96,158.96
5005,"QUIMICA","F",85.45,21,61.18,161.18
5006,"ELECTRICA","F",78.62,19,60.74,160.74
5007,"ADMINISTRACION","F",83.24,20,60.02,160.02
5008,"ADMINISTRACION","M",83.43,20,78.44,178.44
5009,"ARQUITECTURA","F",87.8,22,56.69,156.69
5010,"QUIMICA","F",85.94,21,59.25,159.25
5011,"MECATRONICA","M",82.26,20,74.79,174.79
5012,"CIVIL","F",83.34,20,60.1,160.1
5013,"TIC","F",87.39,21,58.03,158.03
5014,"ARQUITECTURA","F",85.62,21,58.46,158.46
5015,"QUIMICA","F",88.56,22,62.17,162.17
5016,"INFORMATICA","F",86.9,21,60.92,160.92
5017,"MECATRONICA","F",88.76,22,60.12,160.12
5018,"INDUSTRIAL","F",78.97,19,61.22,161.22
5019,"MECATRONICA","F",90.36,22,57.87,157.87
5020,"ARQUITECTURA","F",88.97,22,61.18,161.18
5021,"TIC","M",87.58,21,79.44,179.44
5022,"TIC","M",82.68,20,83.32,183.32
5023,"TIC","M",81.23,20,82.29,182.29
5024,"INDUSTRIAL","M",87.04,21,79.05,179.05
5025,"INFORMATICA","F",88.6,22,59.67,159.67
5026,"QUIMICA","M",84.46,21,81.09,181.09
5027,"SISTEMAS","M",88.45,22,83.33,183.33
5028,"BIOQUIMICA","F",86.32,21,60.55,160.55
5029,"MECANICA","F",80.98,20,61.45,161.45
5030,"MECATRONICA","M",84.31,21,82.41,182.41
5031,"ELECTRONICA","M",84.01,20,81.91,181.91
5032,"ELECTRICA","M",83.99,20,78.18,178.18
5033,"QUIMICA","M",82.21,20,78.79,178.79
5034,"BIOQUIMICA","M",85.92,21,76.82,176.82
5035,"MECANICA","M",81.91,20,87.27,187.27
5036,"ADMINISTRACION","F",82.07,20,62.62,162.62
5037,"ELECTRICA","F",77.33,18,59.63,159.63
5038,"CIVIL","M",89.31,22,81.88,181.88
5039,"ADMINISTRACION","F",86.64,21,61.36,161.36
5040,"ELECTRICA","F",88.52,22,61.92,161.92
5041,"INDUSTRIAL","M",89.31,22,80.89,180.89
5042,"INFORMATICA","M",85.4,21,75.13,175.13
5043,"ARQUITECTURA","M",89.08,22,75.22,175.22
5044,"INDUSTRIAL","M",81.28,20,76.38,176.38
5045,"INFORMATICA","F",82,20,57.56,157.56
5046,"ARQUITECTURA","M",88.68,22,79.01,179.01
5047,"QUIMICA","F",82.91,20,56.91,156.91
5048,"ELECTRICA","F",86.9,21,60.11,160.11
5049,"CIVIL","F",88.15,22,62.13,162.13
5050,"MECATRONICA","F",89.21,22,59.27,159.27
5051,"TIC","M",80.43,19,79.55,179.55
5052,"CIVIL","M",83.93,20,76.21,176.21
5053,"SISTEMAS","F",82.42,20,60.48,160.48
5054,"TIC","F",87.56,21,60.46,160.46
5055,"BIOQUIMICA","M",88.22,22,75.84,175.84
5056,"ELECTRICA","F",89.7,22,56.92,156.92
5057,"SISTEMAS","F",83.4,20,62.24,162.24
5058,"ADMINISTRACION","M",83.41,20,80.5,180.5
5059,"SISTEMAS","F",82.23,20,58.39,158.39
5060,"ELECTRICA","M",87.12,21,78.56,178.56
5061,"INFORMATICA","F",88.28,22,59.05,159.05
5062,"ARQUITECTURA","F",92.14,23,53.79,153.79
5063,"MECATRONICA","M",81.2,20,76.75,176.75
5064,"ELECTRICA","F",89.3,22,59.99,159.99
5065,"ELECTRONICA","M",92.46,23,79.48,179.48
5066,"INFORMATICA","F",83.63,20,62.07,162.07
5067,"ADMINISTRACION","M",86.88,21,80.43,180.43
5068,"ELECTRICA","F",92.92,23,58.09,158.09
5069,"CIVIL","M",91.64,23,78.1,178.1
5070,"TIC","M",83.87,20,80.4,180.4
5071,"ADMINISTRACION","F",83.79,20,59.18,159.18
5072,"CIVIL","M",88.29,22,80.12,180.12
5073,"SISTEMAS","M",80.51,19,80.8,180.8
5074,"MECANICA","F",86.63,21,58.19,158.19
5075,"CIVIL","F",82.17,20,62.69,162.69
5076,"ARQUITECTURA","F",81.86,20,63.22,163.22
5077,"MECATRONICA","F",89.22,22,58.45,158.45
5078,"MECATRONICA","F",88.8,22,60.7,160.7
5079,"INDUSTRIAL","F",88.21,22,63.49,163.49
5080,"INFORMATICA","M",88.69,22,79.92,179.92
5081,"INFORMATICA","M",86.2,21,75.76,175.76
5082,"SISTEMAS","M",84.34,21,80.21,180.21
5083,"INDUSTRIAL","M",87,21,76.21,176.21
5084,"INDUSTRIAL","F",87.35,21,59.57,159.57
5085,"CIVIL","F",85.37,21,60.01,160.01
5086,"ADMINISTRACION","F",93.47,23,63.51,163.51
5087,"ELECTRONICA","M",89.02,22,78.47,178.47
5088,"BIOQUIMICA","F",82.81,20,60.45,160.45
5089,"MECANICA","M",88.26,22,76.21,176.21
5090,"ADMINISTRACION","M",87.58,21,82.6,182.6
5091,"BIOQUIMICA","M",84.4,21,80.01,180.01
5092,"BIOQUIMICA","M",84.47,21,79.79,179.79
5093,"INDUSTRIAL","F",87.59,21,61.68,161.68
5094,"CIVIL","F",88.85,22,58.86,158.86
5095,"CIVIL","M",84.64,21,80.78,180.78
5096,"MECATRONICA","F",86.19,21,60.94,160.94
5097,"ELECTRONICA","M",83.25,20,75.63,175.63
5098,"ELECTRONICA","M",84.16,20,78.95,178.95
5099,"TIC","M",85.09,21,82.34,182.34
5100,"BIOQUIMICA","F",89.66,22,65.71,165.71
5101,"INFORMATICA","M",84.03,20,72.36,172.36
5102,"QUIMICA","M",80.87,20,74.53,174.53
5103,"QUIMICA","M",89.45,22,83.86,183.86
5104,"BIOQUIMICA","F",87.94,22,62.56,162.56
5105,"INFORMATICA","M",87.26,21,75.65,175.65
5106,"ADMINISTRACION","M",86.12,21,81.79,181.79
5107,"SISTEMAS","F",83.18,20,60.05,160.05
5108,"CIVIL","F",86.9,21,62.76,162.76
5109,"MECATRONICA","M",92.86,23,79.38,179.38
5110,"INFORMATICA","M",83.45,20,83.51,183.51
5111,"INFORMATICA","F",84.79,21,57.64,157.64
5112,"INDUSTRIAL","M",83.17,20,79.16,179.16
5113,"ELECTRICA","M",85.78,21,80.63,180.63
5114,"MECANICA","M",85.02,21,75.2,175.2
5115,"MECANICA","F",86.41,21,58.86,158.86
5116,"ARQUITECTURA","M",84.94,21,79.29,179.29
5117,"MECATRONICA","F",83.95,20,60.9,160.9
5118,"MECATRONICA","M",86.8,21,78.17,178.17
5119,"INFORMATICA","M",81.66,20,73.5,173.5
5120,"MECANICA","F",89.17,22,65.7,165.7
5121,"ARQUITECTURA","F",88.32,22,58.53,158.53
5122,"ARQUITECTURA","F",87.48,21,59.6,159.6
5123,"MECATRONICA","F",85.75,21,57.58,157.58
5124,"CIVIL","M",79.8,19,79.9,179.9
5125,"TIC","F",84.76,21,63.09,163.09
5126,"INFORMATICA","F",82.66,20,58.05,158.05
5127,"BIOQUIMICA","F",86.08,21,62.21,162.21
5128,"ELECTRONICA","M",85.72,21,78.75,178.75
5129,"ELECTRONICA","F",83.65,20,57.98,157.98
5130,"INFORMATICA","M",85.19,21,80.2,180.2
5131,"INFORMATICA","F",79.61,19,58.08,158.08
5132,"SISTEMAS","F",87.54,21,63.28,163.28
5133,"SISTEMAS","F",85.96,21,62.48,162.48
5134,"BIOQUIMICA","M",84.16,20,78.51,178.51
5135,"MECANICA","M",79.19,19,81.3,181.3
5136,"QUIMICA","M",86.14,21,85.2,185.2
5137,"SISTEMAS","F",82.34,20,59.59,159.59
5138,"INDUSTRIAL","M",80.83,20,86.99,186.99
5139,"QUIMICA","F",84.82,21,60.13,160.13
5140,"INFORMATICA","F",86.91,21,62.04,162.04
5141,"INDUSTRIAL","F",88.76,22,62.59,162.59
5142,"BIOQUIMICA","M",83.42,20,84.04,184.04
5143,"MECATRONICA","M",89.77,22,86.78,186.78
5144,"MECATRONICA","F",83.33,20,60.72,160.72
5145,"ARQUITECTURA","F",91.71,23,61.51,161.51
5146,"QUIMICA","F",80.16,19,59.56,159.56
5147,"ELECTRONICA","M",80.98,20,81.52,181.52
5148,"TIC","M",83.15,20,87.29,187.29
5149,"QUIMICA","M",86.04,21,80.28,180.28
5150,"BIOQUIMICA","F",91.42,23,60.63,160.63
5151,"ARQUITECTURA","F",85.1,21,60.52,160.52
5152,"SISTEMAS","M",83.51,20,74.75,174.75
5153,"ARQUITECTURA","M",88.33,22,77.19,177.19
5154,"CIVIL","M",84.94,21,75.21,175.21
5155,"SISTEMAS","M",86.66,21,73.69,173.69
5156,"ADMINISTRACION","F",80.21,19,55.38,155.38
5157,"BIOQUIMICA","F",84.45,21,58.86,158.86
5158,"TIC","M",88.8,22,81.23,181.23
5159,"ARQUITECTURA","F",85.55,21,57.44,157.44
5160,"QUIMICA","M",85.65,21,76.53,176.53
5161,"ADMINISTRACION","M",81.69,20,84.4,184.4
5162,"ARQUITECTURA","M",87.56,21,80.28,180.28
5163,"MECANICA","M",77.3,18,80.49,180.49
5164,"BIOQUIMICA","M",87.03,21,77,177
5165,"INFORMATICA","F",82.56,20,61.43,161.43
5166,"ADMINISTRACION","F",90.24,22,60.79,160.79
5167,"QUIMICA","F",87.61,21,64.48,164.48
5168,"ARQUITECTURA","M",90.99,22,81.6,181.6
5169,"MECATRONICA","F",92.67,23,62.14,162.14
5170,"ARQUITECTURA","F",84.63,21,63.92,163.92
5171,"ADMINISTRACION","M",84.92,21,80.19,180.19
5172,"INFORMATICA","M",87.21,21,75.92,175.92
5173,"ADMINISTRACION","F",85.85,21,56.33,156.33
5174,"MECANICA","F",88.44,22,59.83,159.83
5175,"MECATRONICA","F",79.82,19,58.79,158.79
5176,"ADMINISTRACION","M",85.72,21,79.23,179.23
5177,"INFORMATICA","M",89.5,22,74.05,174.05
5178,"ARQUITECTURA","M",93.21,23,80.21,180.21
5179,"BIOQUIMICA","M",91.01,22,81.68,181.68
5180,"ELECTRONICA","M",85.58,21,79.78,179.78
5181,"ARQUITECTURA","M",91.26,23,80.82,180.82
5182,"CIVIL","F",87.83,22,62.61,162.61
5183,"MECANICA","M",84.33,21,79.38,179.38
5184,"QUIMICA","F",83.73,20,60.1,160.1
5185,"SISTEMAS","F",77.76,19,60.21,160.21
5186,"ELECTRICA","F",90.21,22,60.31,160.31
5187,"ARQUITECTURA","F",77.76,19,60.22,160.22
5188,"QUIMICA","M",85.32,21,80.28,180.28
5189,"ELECTRONICA","F",81.55,20,59.98,159.98
5190,"ARQUITECTURA","M",81.73,20,83.74,183.74
