"d_codigo","d_asenta","D_mnpio","d_ciudad","d_estado","CIUDADASENTA"
34260,"Rincón de Agricultura","Durango","Victoria de Durango","Durango","Victoria de Durango,Rincón de Agricultura"
34269,"Vergel del Desierto","Durango","Victoria de Durango","Durango","Victoria de Durango,Vergel del Desierto"
34270,"Guillermina","Durango","Victoria de Durango","Durango","Victoria de Durango,Guillermina"
34270,"Hipódromo","Durango","Victoria de Durango","Durango","Victoria de Durango,Hipódromo"
34270,"Olga Margarita","Durango","Victoria de Durango","Durango","Victoria de Durango,Olga Margarita"
34270,"Heberto Castillo","Durango","Victoria de Durango","Durango","Victoria de Durango,Heberto Castillo"
34277,"Reforma","Durango","Victoria de Durango","Durango","Victoria de Durango,Reforma"
34278,"Nazas","Durango","Victoria de Durango","Durango","Victoria de Durango,Nazas"
34279,"Burócrata","Durango","Victoria de Durango","Durango","Victoria de Durango,Burócrata"
34280,"J Guadalupe Rodriguez","Durango","Victoria de Durango","Durango","Victoria de Durango,J Guadalupe Rodriguez"
34284,"Valle Verde Oriente","Durango","Victoria de Durango","Durango","Victoria de Durango,Valle Verde Oriente"
34284,"Pedro Ávila Nevárez","Durango","Victoria de Durango","Durango","Victoria de Durango,Pedro Ávila Nevárez"
34285,"Los Fresnos","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Fresnos"
34286,"22 de Septiembre","Durango","Victoria de Durango","Durango","Victoria de Durango,22 de Septiembre"
34287,"Villas San José","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas San José"
34287,"Tecnológico","Durango","Victoria de Durango","Durango","Victoria de Durango,Tecnológico"
34287,"Jorge Herrera Delgado","Durango","Victoria de Durango","Durango","Victoria de Durango,Jorge Herrera Delgado"
34287,"Pirineos","Durango","Victoria de Durango","Durango","Victoria de Durango,Pirineos"
34287,"Real Victoria I","Durango","Victoria de Durango","Durango","Victoria de Durango,Real Victoria I"
34287,"La Coruña","Durango","Victoria de Durango","Durango","Victoria de Durango,La Coruña"
34287,"Cielo Azul","Durango","Victoria de Durango","Durango","Victoria de Durango,Cielo Azul"
34287,"Solares Veinte de Noviembre","Durango","Victoria de Durango","Durango","Victoria de Durango,Solares Veinte de Noviembre"
34287,"Cerrada los Olivos","Durango","Victoria de Durango","Durango","Victoria de Durango,Cerrada los Olivos"
34287,"España","Durango","Victoria de Durango","Durango","Victoria de Durango,España"
34287,"Liberación Social","Durango","Victoria de Durango","Durango","Victoria de Durango,Liberación Social"
34287,"Villas de San Francisco","Durango","Victoria de Durango","Durango","Victoria de Durango,Villas de San Francisco"
34287,"Privada Aserradero","Durango","Victoria de Durango","Durango","Victoria de Durango,Privada Aserradero"
34287,"Residencial las Palmas","Durango","Victoria de Durango","Durango","Victoria de Durango,Residencial las Palmas"
34287,"Los Viñedos","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Viñedos"
34287,"Hogares del Parque","Durango","Victoria de Durango","Durango","Victoria de Durango,Hogares del Parque"
34289,"Industrial Ladrillera","Durango","Victoria de Durango","Durango","Victoria de Durango,Industrial Ladrillera"
34290,"Canelas","Durango","Victoria de Durango","Durango","Victoria de Durango,Canelas"
34298,"Patria Libre","Durango","Victoria de Durango","Durango","Victoria de Durango,Patria Libre"
34298,"Rinconada los Álamos","Durango","Victoria de Durango","Durango","Victoria de Durango,Rinconada los Álamos"
34299,"Los Álamos","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Álamos"
34299,"Los Alamitos","Durango","Victoria de Durango","Durango","Victoria de Durango,Los Alamitos"
34300,"San Andrés [Granja]","Durango","","Durango",",San Andrés [Granja]"
34300,"El Jacalón","Durango","","Durango",",El Jacalón"
34300,"Santa Teresa [Granja]","Durango","","Durango",",Santa Teresa [Granja]"
34300,"Rancho el Canelo","Durango","","Durango",",Rancho el Canelo"
34300,"Rancho la Parcela","Durango","","Durango",",Rancho la Parcela"
34300,"Rancho los Torres","Durango","","Durango",",Rancho los Torres"
34300,"Rancho Madrid","Durango","","Durango",",Rancho Madrid"
34300,"Rancho San Vicente","Durango","","Durango",",Rancho San Vicente"
34303,"Labor de Guadalupe","Durango","","Durango",",Labor de Guadalupe"
34303,"Rancho el Fresno","Durango","","Durango",",Rancho el Fresno"
34303,"Rancho el Norteño","Durango","","Durango",",Rancho el Norteño"
34303,"Rancho el Sauz","Durango","","Durango",",Rancho el Sauz"
34304,"Centro Logístico Industrial de Durango","Durango","","Durango",",Centro Logístico Industrial de Durango"
34304,"La Quinta","Durango","","Durango",",La Quinta"
34304,"Málaga","Durango","","Durango",",Málaga"
34304,"Don Luis Sandoval [Granja]","Durango","","Durango",",Don Luis Sandoval [Granja]"
34304,"Rancho California","Durango","","Durango",",Rancho California"
34304,"Rancho Dos Hermanos","Durango","","Durango",",Rancho Dos Hermanos"
34304,"Rancho el Apuro","Durango","","Durango",",Rancho el Apuro"
34304,"Rancho el Arco Iris","Durango","","Durango",",Rancho el Arco Iris"
34304,"Rancho el Consuelo","Durango","","Durango",",Rancho el Consuelo"
34304,"Rancho el Giro","Durango","","Durango",",Rancho el Giro"
34304,"Rancho el Monte","Durango","","Durango",",Rancho el Monte"
34304,"Rancho la Abundancia (El Venado)","Durango","","Durango",",Rancho la Abundancia (El Venado)"
34304,"Rancho la Noria","Durango","","Durango",",Rancho la Noria"
34304,"Rancho las Nubes","Durango","","Durango",",Rancho las Nubes"
34304,"Rancho Lorena","Durango","","Durango",",Rancho Lorena"
34304,"Rancho los Ángeles","Durango","","Durango",",Rancho los Ángeles"
34304,"Rancho los Corrales","Durango","","Durango",",Rancho los Corrales"
34304,"Rancho María Esther","Durango","","Durango",",Rancho María Esther"
34304,"Rancho Santa Lucía","Durango","","Durango",",Rancho Santa Lucía"
34304,"Rancho Tierra Limpia","Durango","","Durango",",Rancho Tierra Limpia"
34305,"Cerrada Calera","Durango","","Durango",",Cerrada Calera"
34305,"Cinco de Mayo","Durango","","Durango",",Cinco de Mayo"
34305,"Fray Francisco Montes de Oca","Durango","","Durango",",Fray Francisco Montes de Oca"
34305,"General Lázaro Cárdenas","Durango","","Durango",",General Lázaro Cárdenas"
34305,"Durango (Presidente Guadalupe Victoria)","Durango","","Durango",",Durango (Presidente Guadalupe Victoria)"
34305,"Calera","Durango","","Durango",",Calera"
34305,"La Cruz (Sayula)","Durango","","Durango",",La Cruz (Sayula)"
34305,"El Condado","Durango","","Durango",",El Condado"
34305,"Santa Rita","Durango","","Durango",",Santa Rita"
34305,"Granjas del Río","Durango","","Durango",",Granjas del Río"
34305,"Rancho el Tecolote","Durango","","Durango",",Rancho el Tecolote"
34305,"Rancho Esperanza","Durango","","Durango",",Rancho Esperanza"
34305,"Rancho Hidalgo","Durango","","Durango",",Rancho Hidalgo"
34305,"El Mezquite","Durango","","Durango",",El Mezquite"
34305,"Rancho Nuevo Monterrey","Durango","","Durango",",Rancho Nuevo Monterrey"
34305,"La Huerta","Durango","","Durango",",La Huerta"
34305,"Rancho Ramos Vázquez","Durango","","Durango",",Rancho Ramos Vázquez"
34305,"San Francisco","Durango","","Durango",",San Francisco"
34305,"Santa Cruz del Río","Durango","","Durango",",Santa Cruz del Río"
34306,"Contreras","Durango","","Durango",",Contreras"
34306,"El Tepetate","Durango","","Durango",",El Tepetate"
34306,"San Carlos","Durango","","Durango",",San Carlos"
34306,"Cristóbal Colón","Durango","","Durango",",Cristóbal Colón"
34306,"La Campana","Durango","","Durango",",La Campana"
34306,"Las Minitas","Durango","","Durango",",Las Minitas"
34306,"La Campana","Durango","","Durango",",La Campana"
34306,"Quince de Octubre","Durango","","Durango",",Quince de Octubre"
34306,"Antonio Castillo","Durango","","Durango",",Antonio Castillo"
34306,"Betania [Granja]","Durango","","Durango",",Betania [Granja]"
34306,"Dos Arbolitos [Granja]","Durango","","Durango",",Dos Arbolitos [Granja]"
34306,"Hermanos Flores","Durango","","Durango",",Hermanos Flores"
34306,"El Peligro","Durango","","Durango",",El Peligro"
34306,"La Maroma [Granja]","Durango","","Durango",",La Maroma [Granja]"
34306,"Las Gabrielas [Rancho]","Durango","","Durango",",Las Gabrielas [Rancho]"
34306,"Los Arcos [Granja]","Durango","","Durango",",Los Arcos [Granja]"
34306,"Hacienda San Martina","Durango","","Durango",",Hacienda San Martina"
34306,"Finca las Flores","Durango","","Durango",",Finca las Flores"
34306,"Rancho Dalila","Durango","","Durango",",Rancho Dalila"
34306,"Rancho el Maguey","Durango","","Durango",",Rancho el Maguey"
34306,"Gas Plus","Durango","","Durango",",Gas Plus"
34306,"Rancho Huichapa","Durango","","Durango",",Rancho Huichapa"
34306,"Rancho la Presa de Navacoyán","Durango","","Durango",",Rancho la Presa de Navacoyán"
34306,"Rancho los Portales Cabalgantes","Durango","","Durango",",Rancho los Portales Cabalgantes"
34306,"Rancho Nativitas","Durango","","Durango",",Rancho Nativitas"
34306,"Las Avestruces","Durango","","Durango",",Las Avestruces"
34307,"Dolores Hidalgo","Durango","","Durango",",Dolores Hidalgo"
34307,"Gabino Santillán","Durango","","Durango",",Gabino Santillán"
34307,"Residencial San Felipe","Durango","","Durango",",Residencial San Felipe"
34307,"Villa Italiana Residencial","Durango","","Durango",",Villa Italiana Residencial"
34307,"La Nogalera","Durango","","Durango",",La Nogalera"
34307,"Martínez [Granja]","Durango","","Durango",",Martínez [Granja]"
34307,"Jovana [Granja]","Durango","","Durango",",Jovana [Granja]"
34307,"María Luisa [Granja]","Durango","","Durango",",María Luisa [Granja]"
34307,"San Miguel","Durango","","Durango",",San Miguel"
34307,"Rancho el Mezquite","Durango","","Durango",",Rancho el Mezquite"
34307,"Rancho el Paraíso","Durango","","Durango",",Rancho el Paraíso"
34307,"El Capitán","Durango","","Durango",",El Capitán"
34307,"Rancho las Águilas","Durango","","Durango",",Rancho las Águilas"
34307,"Rancho las Flores","Durango","","Durango",",Rancho las Flores"
34307,"Rancho los Colorines","Durango","","Durango",",Rancho los Colorines"
34307,"Rancho los Pelícanos","Durango","","Durango",",Rancho los Pelícanos"
34307,"Revueltas [Rancho]","Durango","","Durango",",Revueltas [Rancho]"
34307,"Río Dorado","Durango","","Durango",",Río Dorado"
34308,"Veintiocho de Septiembre","Durango","","Durango",",Veintiocho de Septiembre"
34308,"Alejandra","Durango","","Durango",",Alejandra"
34308,"Cristy [Granja]","Durango","","Durango",",Cristy [Granja]"
34308,"El Rosario [Granja]","Durango","","Durango",",El Rosario [Granja]"
34308,"San Miguel [Granja]","Durango","","Durango",",San Miguel [Granja]"
34310,"Cinco de Febrero","Durango","","Durango",",Cinco de Febrero"
34310,"Belisario Domínguez","Durango","","Durango",",Belisario Domínguez"
34310,"Colonia Hidalgo","Durango","","Durango",",Colonia Hidalgo"
34310,"El Arenal (San Jerónimo)","Durango","","Durango",",El Arenal (San Jerónimo)"
34310,"Francisco Villa Nuevo","Durango","","Durango",",Francisco Villa Nuevo"
34310,"Francisco Villa Viejo","Durango","","Durango",",Francisco Villa Viejo"
34310,"Rancho los Pinos","Durango","","Durango",",Rancho los Pinos"
34313,"Rancho Chapultepec","Durango","","Durango",",Rancho Chapultepec"
34314,"Las Huertas","Durango","","Durango",",Las Huertas"
34314,"Metates","Durango","","Durango",",Metates"
34314,"Rancho Tinajas","Durango","","Durango",",Rancho Tinajas"
34316,"La Pila","Durango","","Durango",",La Pila"
34316,"El Asturiano","Durango","","Durango",",El Asturiano"
34317,"Independencia y Libertad","Durango","","Durango",",Independencia y Libertad"
34317,"Héroe de Nacozari","Durango","","Durango",",Héroe de Nacozari"
34317,"Primero de Mayo","Durango","","Durango",",Primero de Mayo"
34320,"Quince de Septiembre","Durango","","Durango",",Quince de Septiembre"
34320,"Aquiles Serdán","Durango","","Durango",",Aquiles Serdán"
34320,"Praxedis G. Guerrero Nuevo (La Loma)","Durango","","Durango",",Praxedis G. Guerrero Nuevo (La Loma)"
34320,"Praxedis G. Guerrero Viejo","Durango","","Durango",",Praxedis G. Guerrero Viejo"
34320,"General Felipe Ángeles","Durango","","Durango",",General Felipe Ángeles"
34320,"San Luis [Granja]","Durango","","Durango",",San Luis [Granja]"
34320,"San Lorenzo","Durango","","Durango",",San Lorenzo"
34320,"El Faisán","Durango","","Durango",",El Faisán"
34323,"Parras de la Fuente","Durango","","Durango",",Parras de la Fuente"
34323,"José Refugio Salcido","Durango","","Durango",",José Refugio Salcido"
34323,"Antonio Gaxiola (La Carreta)","Durango","","Durango",",Antonio Gaxiola (La Carreta)"
34323,"Juan Aldama","Durango","","Durango",",Juan Aldama"
34323,"Rancho la Galera","Durango","","Durango",",Rancho la Galera"
34323,"Los Membrillos","Durango","","Durango",",Los Membrillos"
34324,"José María Pino Suárez","Durango","","Durango",",José María Pino Suárez"
34324,"General Felipe Ángeles (Ejido)","Durango","","Durango",",General Felipe Ángeles (Ejido)"
34324,"Ignacio López Rayón","Durango","","Durango",",Ignacio López Rayón"
34324,"Plan de Ayala","Durango","","Durango",",Plan de Ayala"
34324,"Parque Industrial Ladrillero","Durango","","Durango",",Parque Industrial Ladrillero"
34324,"San Francisco del Manzanal","Durango","","Durango",",San Francisco del Manzanal"
34324,"Minerva (Colonia)","Durango","","Durango",",Minerva (Colonia)"
34324,"Los 3 Potrillos","Durango","","Durango",",Los 3 Potrillos"
34324,"Balleza (José Irigoyen)","Durango","","Durango",",Balleza (José Irigoyen)"
34324,"Los Arcos del Vergel [Rancho]","Durango","","Durango",",Los Arcos del Vergel [Rancho]"
34324,"Los Duraznos","Durango","","Durango",",Los Duraznos"
34325,"General Mariano Matamoros","Durango","","Durango",",General Mariano Matamoros"
34325,"La Boca del Mezquital","Durango","","Durango",",La Boca del Mezquital"
34325,"Dieciocho de Marzo","Durango","","Durango",",Dieciocho de Marzo"
34325,"Rancho Santa Anita","Durango","","Durango",",Rancho Santa Anita"
34326,"Nicolás Romero","Durango","","Durango",",Nicolás Romero"
34326,"Valle Florido","Durango","","Durango",",Valle Florido"
34326,"Tomás Urbina","Durango","","Durango",",Tomás Urbina"
34326,"Rancho de la Cruz","Durango","","Durango",",Rancho de la Cruz"
34330,"Río Escondido (La Loma)","Durango","","Durango",",Río Escondido (La Loma)"
34330,"La Ferrería (Cuatro de Octubre)","Durango","","Durango",",La Ferrería (Cuatro de Octubre)"
34330,"El Nayar","Durango","","Durango",",El Nayar"
34330,"Pilar de Zaragoza","Durango","","Durango",",Pilar de Zaragoza"
34330,"Santiago Bayacora","Durango","","Durango",",Santiago Bayacora"
34330,"Sebastián Lerdo de Tejada","Durango","","Durango",",Sebastián Lerdo de Tejada"
34330,"San José de la Vinata","Durango","","Durango",",San José de la Vinata"
34330,"San Miguel de las Maravillas de Abajo","Durango","","Durango",",San Miguel de las Maravillas de Abajo"
34330,"San Miguel de las Maravillas de Arriba","Durango","","Durango",",San Miguel de las Maravillas de Arriba"
34330,"La Puerta de Santiago Bayacora (Puerta Chica)","Durango","","Durango",",La Puerta de Santiago Bayacora (Puerta Chica)"
34330,"Las Villas Residencial","Durango","","Durango",",Las Villas Residencial"
34330,"Puerta de la Cantera","Durango","","Durango",",Puerta de la Cantera"
34330,"Fraccionamiento el Pilar","Durango","","Durango",",Fraccionamiento el Pilar"
34330,"Rancho los Cuevas","Durango","","Durango",",Rancho los Cuevas"
34330,"San Francisco [Rancho]","Durango","","Durango",",San Francisco [Rancho]"
34334,"La Flor","Durango","","Durango",",La Flor"
34334,"Las Bayas","Durango","","Durango",",Las Bayas"
34340,"El Pueblito","Durango","","Durango",",El Pueblito"
34340,"El Durazno","Durango","","Durango",",El Durazno"
34340,"El Refugio (El Conejo)","Durango","","Durango",",El Refugio (El Conejo)"
34340,"El Tunal","Durango","","Durango",",El Tunal"
34340,"San Carlos (Las Fresas)","Durango","","Durango",",San Carlos (Las Fresas)"
34345,"Navacoyán","Durango","","Durango",",Navacoyán"
34345,"San Isidro","Durango","","Durango",",San Isidro"
34345,"El Encinal","Durango","","Durango",",El Encinal"
34345,"Molinillos","Durango","","Durango",",Molinillos"
34346,"Echeverría de la Sierra","Durango","","Durango",",Echeverría de la Sierra"
34350,"Navajas","Durango","","Durango",",Navajas"
34350,"Estación Empalme Purísima","Durango","","Durango",",Estación Empalme Purísima"
34350,"Navíos","Durango","","Durango",",Navíos"
34350,"Fraccionamiento Campestre Residencial Navíos","Durango","","Durango",",Fraccionamiento Campestre Residencial Navíos"
34350,"Rancho Macías","Durango","","Durango",",Rancho Macías"
34354,"Estación Regocijo","Durango","","Durango",",Estación Regocijo"
34357,"Las Cumbres","Durango","","Durango",",Las Cumbres"
34357,"Llano Grande","Durango","","Durango",",Llano Grande"
34357,"Rancho San Pedro (San Juan)","Durango","","Durango",",Rancho San Pedro (San Juan)"
34358,"Ojo de Agua del Cazador (Cruz de Piedra)","Durango","","Durango",",Ojo de Agua del Cazador (Cruz de Piedra)"
34358,"General Domingo Arrieta (Pastores)","Durango","","Durango",",General Domingo Arrieta (Pastores)"
34358,"Paraíso de la Sierra","Durango","","Durango",",Paraíso de la Sierra"
34358,"Martínez","Durango","","Durango",",Martínez"
34358,"Rancho la Luna","Durango","","Durango",",Rancho la Luna"
34360,"Corral de Barranco","Durango","","Durango",",Corral de Barranco"
34360,"Presitas","Durango","","Durango",",Presitas"
34363,"Banderas del Águila","Durango","","Durango",",Banderas del Águila"
34364,"Unidos Venceremos","Durango","","Durango",",Unidos Venceremos"
34365,"Nueva Patria (Santo Domingo)","Durango","","Durango",",Nueva Patria (Santo Domingo)"
34365,"San José de Ánimas","Durango","","Durango",",San José de Ánimas"
34365,"Santa Lucía","Durango","","Durango",",Santa Lucía"
34365,"Los Yesqueros","Durango","","Durango",",Los Yesqueros"
34366,"Cerro Prieto","Durango","","Durango",",Cerro Prieto"
34371,"Villa Montemorelos","Durango","","Durango",",Villa Montemorelos"
34373,"Mi Patria es Primero (Mesa del Cuervo)","Durango","","Durango",",Mi Patria es Primero (Mesa del Cuervo)"
34373,"Laguna Colorada de los López","Durango","","Durango",",Laguna Colorada de los López"
34373,"Rancho San Martín","Durango","","Durango",",Rancho San Martín"
34375,"Mesas de Urbina","Durango","","Durango",",Mesas de Urbina"
34376,"Ignacio Zaragoza","Durango","","Durango",",Ignacio Zaragoza"
34377,"Rodríguez Puebla","Durango","","Durango",",Rodríguez Puebla"
34377,"Rancho el Manzano","Durango","","Durango",",Rancho el Manzano"
34377,"Rancho la Víbora","Durango","","Durango",",Rancho la Víbora"
34378,"Río Verde","Durango","","Durango",",Río Verde"
34378,"San Benito","Durango","","Durango",",San Benito"
34378,"Unión de Rodríguez","Durango","","Durango",",Unión de Rodríguez"
34378,"La Luz","Durango","","Durango",",La Luz"
34380,"Dieciséis de Septiembre (Cieneguita de Fullman)","Durango","","Durango",",Dieciséis de Septiembre (Cieneguita de Fullman)"
34380,"General Máximo García (El Pino)","Durango","","Durango",",General Máximo García (El Pino)"
34380,"El Carrizo","Durango","","Durango",",El Carrizo"
34380,"Metates (Tenchontle)","Durango","","Durango",",Metates (Tenchontle)"
34380,"General Lázaro Cárdenas (Garabito Viejo)","Durango","","Durango",",General Lázaro Cárdenas (Garabito Viejo)"
34380,"La Piedra [Ranchito]","Durango","","Durango",",La Piedra [Ranchito]"
34380,"Rancho el Escalón","Durango","","Durango",",Rancho el Escalón"
34380,"Rancho Espino","Durango","","Durango",",Rancho Espino"
34380,"Rancho Jacarandas","Durango","","Durango",",Rancho Jacarandas"
34380,"La Laguna","Durango","","Durango",",La Laguna"
34380,"Las 3 Potrancas [Rancho]","Durango","","Durango",",Las 3 Potrancas [Rancho]"
34383,"Los Mimbres","Durango","","Durango",",Los Mimbres"
34383,"El Soldado","Durango","","Durango",",El Soldado"
34383,"Finca el Tlalpeño","Durango","","Durango",",Finca el Tlalpeño"
34383,"Fraccionamiento el Soldado","Durango","","Durango",",Fraccionamiento el Soldado"
34383,"Fraccionamiento las Quebradas","Durango","","Durango",",Fraccionamiento las Quebradas"
34383,"El Refugio (El Cazador)","Durango","","Durango",",El Refugio (El Cazador)"
34384,"Otinapa","Durango","","Durango",",Otinapa"
34384,"Rancho Agua Zarca","Durango","","Durango",",Rancho Agua Zarca"
34385,"Presidente Salvador Allende","Durango","","Durango",",Presidente Salvador Allende"
34386,"San Pedro de la Máquina","Durango","","Durango",",San Pedro de la Máquina"
34386,"Santa Cruz de San Javier","Durango","","Durango",",Santa Cruz de San Javier"
34386,"Jesús González Ortega (Pericos)","Durango","","Durango",",Jesús González Ortega (Pericos)"
34386,"La Quinta","Durango","","Durango",",La Quinta"
34386,"Otinapa","Durango","","Durango",",Otinapa"
34387,"Santa Isabel de Batres","Durango","","Durango",",Santa Isabel de Batres"
34390,"José María Morelos y Pavón (La Tinaja)","Durango","","Durango",",José María Morelos y Pavón (La Tinaja)"
34393,"San José del Molino","Durango","","Durango",",San José del Molino"
34393,"Morcillo","Durango","","Durango",",Morcillo"
34393,"Juan B. Ceballos","Durango","","Durango",",Juan B. Ceballos"
34393,"Las Maravillas (Magueycitos)","Durango","","Durango",",Las Maravillas (Magueycitos)"
34393,"Rancho el Durazno","Durango","","Durango",",Rancho el Durazno"
34393,"Rancho el Pilón","Durango","","Durango",",Rancho el Pilón"
34394,"San Vicente de Chupaderos","Durango","","Durango",",San Vicente de Chupaderos"
34394,"Los Cedros","Durango","","Durango",",Los Cedros"
34394,"Fraccionamiento Campestre las Granjas Uno","Durango","","Durango",",Fraccionamiento Campestre las Granjas Uno"
34394,"San Miguel de Casa Blanca 2","Durango","","Durango",",San Miguel de Casa Blanca 2"
34394,"Rancho el Paraíso","Durango","","Durango",",Rancho el Paraíso"
34395,"La Joya","Durango","","Durango",",La Joya"
34395,"El Carmen y Anexos","Durango","","Durango",",El Carmen y Anexos"
34395,"Los Altares (La Casa Blanca)","Durango","","Durango",",Los Altares (La Casa Blanca)"
34395,"La Perla (Salcido)","Durango","","Durango",",La Perla (Salcido)"
34395,"Rancho Corral de Piedra (Postes Negros)","Durango","","Durango",",Rancho Corral de Piedra (Postes Negros)"
34395,"Rancho la Joya","Durango","","Durango",",Rancho la Joya"
34397,"José María Morelos","Durango","","Durango",",José María Morelos"
34397,"Vicente Suárez","Durango","","Durango",",Vicente Suárez"
34397,"General Carlos Real","Durango","","Durango",",General Carlos Real"
34397,"Hacienda el Chorro","Durango","","Durango",",Hacienda el Chorro"
34397,"Rancho las Sanjuaneras","Durango","","Durango",",Rancho las Sanjuaneras"
34397,"Rancho Viborillas","Durango","","Durango",",Rancho Viborillas"
34398,"Abraham González","Durango","","Durango",",Abraham González"
34398,"El Toboso","Durango","","Durango",",El Toboso"
34398,"Veintisiete de Noviembre","Durango","","Durango",",Veintisiete de Noviembre"
34398,"CEFERESO Número 1","Durango","","Durango",",CEFERESO Número 1"
