"","juegos","lugar","categoria"
"5034",1489,847,"E"
"5035",2241,302,"B"
"5036",2420,56,"A"
"5037",2488,135,"A"
"5038",2242,217,"B"
"5039",2185,395,"B"
"5040",2429,175,"A"
"5041",1534,865,"E"
"5042",1137,810,"E"
"5043",1398,900,"E"
"5044",1906,471,"C"
"5045",2489,135,"A"
"5046",1042,822,"E"
"5047",2264,292,"B"
"5048",2250,319,"B"
"5049",2285,301,"B"
"5050",3519,170,"A"
"5051",1977,467,"C"
"5052",1838,709,"D"
"5053",1532,881,"E"
"5054",1156,944,"E"
"5055",2281,327,"B"
"5056",1582,727,"D"
"5057",1762,614,"D"
"5058",2443,104,"A"
"5059",1092,957,"E"
"5060",2396,242,"B"
"5061",1474,998,"E"
"5062",2068,516,"C"
"5063",2680,147,"A"
"5064",1952,444,"C"
"5065",1931,425,"C"
"5066",1911,467,"C"
"5067",3367,34,"A"
"5068",2549,144,"A"
"5069",2669,100,"A"
"5070",1679,724,"D"
"5071",1579,778,"D"
"5072",2344,234,"B"
"5073",1924,487,"C"
"5074",1301,862,"E"
"5075",1750,780,"D"
"5076",2519,2,"A"
"5077",1540,918,"E"
"5078",1984,512,"C"
"5079",1677,687,"D"
"5080",1352,873,"E"
"5081",1666,783,"D"
"5082",1993,440,"C"
"5083",1708,799,"D"
"5084",2508,140,"A"
"5085",749,829,"E"
"5086",2569,47,"A"
"5087",2235,206,"B"
"5088",2012,594,"C"
"5089",2237,339,"B"
"5090",1893,442,"C"
"5091",1428,975,"E"
"5092",2944,114,"A"
"5093",1504,808,"E"
"5094",1698,673,"D"
"5095",2333,220,"B"
"5096",2271,243,"B"
"5097",1954,585,"C"
"5098",2560,80,"A"
"5099",2561,154,"A"
"5100",1713,793,"D"
"5101",1944,590,"C"
"5102",2584,31,"A"
"5103",1053,879,"E"
"5104",1818,712,"D"
"5105",1888,442,"C"
"5106",2646,127,"A"
"5107",2119,338,"B"
"5108",1243,869,"E"
"5109",1913,464,"C"
"5110",2004,422,"C"
"5111",2054,455,"C"
"5112",2813,107,"A"
"5113",1664,787,"D"
"5114",1526,880,"E"
"5115",2328,298,"B"
"5116",2163,357,"B"
"5117",2226,379,"B"
"5118",1562,894,"E"
"5119",1676,621,"D"
"5120",2370,398,"B"
"5121",2924,41,"A"
"5122",2216,308,"B"
"5123",2038,543,"C"
"5124",1752,747,"D"
"5125",1885,578,"C"
"5126",1518,837,"E"
"5127",1882,506,"C"
"5128",2086,555,"C"
"5129",2902,53,"A"
"5130",1854,608,"D"
"5131",2457,52,"A"
"5132",2181,322,"B"
"5133",2690,22,"A"
"5134",1603,752,"D"
"5135",2516,195,"A"
"5136",2146,231,"B"
"5137",1535,992,"E"
"5138",1494,924,"E"
"5139",1491,925,"E"
"5140",1921,534,"C"
"5141",2062,483,"C"
"5142",1778,642,"D"
"5143",1929,525,"C"
"5144",2596,66,"A"
"5145",1159,865,"E"
"5146",289,995,"E"
"5147",2540,190,"A"
"5148",1225,833,"E"
"5149",1116,969,"E"
"5150",1481,924,"E"
"5151",1922,580,"C"
"5152",1561,863,"E"
"5153",2161,374,"B"
"5154",1951,450,"C"
"5155",1913,488,"C"
"5156",2162,353,"B"
"5157",2380,391,"B"
"5158",2266,394,"B"
"5159",1480,891,"E"
"5160",3115,40,"A"
"5161",1436,839,"E"
"5162",1394,990,"E"
"5163",2149,222,"B"
"5164",1668,654,"D"
"5165",1636,743,"D"
"5166",2111,537,"C"
"5167",2042,402,"C"
"5168",2575,174,"A"
"5169",2103,505,"C"
"5170",2609,99,"A"
"5171",1375,866,"E"
"5172",1761,709,"D"
"5173",2630,37,"A"
"5174",1625,789,"D"
"5175",1230,849,"E"
"5176",1620,634,"D"
"5177",2231,354,"B"
"5178",1979,594,"C"
"5179",1925,431,"C"
"5180",2109,406,"C"
"5181",1727,776,"D"
"5182",2131,284,"B"
"5183",2283,386,"B"
"5184",3658,100,"A"
"5185",2626,199,"A"
"5186",2223,334,"B"
"5187",2362,211,"B"
"5188",1947,595,"C"
"5189",1171,960,"E"
"5190",1467,899,"E"
"5191",2025,492,"C"
"5192",1938,477,"C"
"5193",2129,277,"B"
"5194",2265,272,"B"
"5195",1760,650,"D"
"5196",1363,895,"E"
"5197",2174,285,"B"
"5198",2406,268,"B"
"5199",1693,684,"D"
"5200",2223,288,"B"
"5201",1766,666,"D"
"5202",1365,938,"E"
"5203",1681,765,"D"
"5204",1574,736,"D"
"5205",2791,187,"A"
"5206",1642,691,"D"
"5207",743,951,"E"
"5208",2082,503,"C"
"5209",1233,946,"E"
"5210",2017,476,"C"
"5211",1372,980,"E"
"5212",2596,131,"A"
"5213",1194,907,"E"
"5214",2023,413,"C"
"5215",2803,82,"A"
"5216",1128,906,"E"
"5217",1788,756,"D"
"5218",1467,900,"E"
"5219",2115,525,"C"
"5220",2001,592,"C"
"5221",1784,708,"D"
"5222",2205,244,"B"
"5223",1781,675,"D"
"5224",1831,620,"D"
"5225",2048,463,"C"
"5226",1223,801,"E"
"5227",1722,624,"D"
"5228",2327,226,"B"
"5229",1351,866,"E"
"5230",2606,40,"A"
"5231",2033,533,"C"
"5232",2033,528,"C"
"5233",1690,623,"D"
"5234",2988,77,"A"
"5235",1335,847,"E"
"5236",1932,521,"C"
"5237",1328,948,"E"
"5238",1857,742,"D"
"5239",2396,224,"B"
"5240",2038,551,"C"
"5241",1840,667,"D"
"5242",2186,294,"B"
"5243",2084,453,"C"
"5244",1638,602,"D"
"5245",911,867,"E"
"5246",1777,643,"D"
"5247",2101,528,"C"
"5248",2384,395,"B"
"5249",1179,816,"E"
"5250",1711,782,"D"
"5251",1004,899,"E"
"5252",1971,478,"C"
"5253",2346,396,"B"
"5254",1738,643,"D"
"5255",3337,25,"A"
"5256",2228,267,"B"
"5257",2741,130,"A"
"5258",1722,796,"D"
"5259",2292,214,"B"
"5260",1613,604,"D"
"5261",3077,29,"A"
"5262",2935,72,"A"
"5263",2100,547,"C"
"5264",1532,851,"E"
"5265",1493,880,"E"
"5266",1781,633,"D"
"5267",2568,156,"A"
"5268",2530,28,"A"
"5269",1980,466,"C"
"5270",1521,984,"E"
"5271",2756,36,"A"
"5272",1735,633,"D"
"5273",2153,378,"B"
"5274",2161,326,"B"
"5275",2284,264,"B"
"5276",1374,947,"E"
"5277",2181,297,"B"
"5278",2216,228,"B"
"5279",1522,862,"E"
"5280",2034,595,"C"
"5281",1738,775,"D"
"5282",2050,471,"C"
"5283",2425,90,"A"
"5284",1300,812,"E"
"5285",1381,850,"E"
"5286",1297,828,"E"
"5287",837,917,"E"
"5288",1191,888,"E"
"5289",1514,880,"E"
"5290",1482,918,"E"
"5291",2757,68,"A"
"5292",1857,623,"D"
"5293",1602,637,"D"
"5294",1911,530,"C"
"5295",2468,106,"A"
"5296",1368,919,"E"
"5297",1500,912,"E"
"5298",1801,635,"D"
"5299",1697,783,"D"
"5300",1855,784,"D"
"5301",2411,38,"A"
"5302",1702,717,"D"
"5303",2108,466,"C"
"5304",2048,412,"C"
"5305",2803,91,"A"
"5306",2348,206,"B"
"5307",1631,776,"D"
"5308",1816,733,"D"
"5309",1407,982,"E"
"5310",1392,803,"E"
"5311",1908,557,"C"
"5312",1872,553,"C"
"5313",1792,731,"D"
"5314",1864,598,"C"
"5315",2355,252,"B"
"5316",1524,986,"E"
"5317",2824,180,"A"
"5318",1124,957,"E"
"5319",1954,440,"C"
"5320",2043,504,"C"
"5321",1733,647,"D"
"5322",3140,1,"A"
"5323",2028,438,"C"
"5324",2811,117,"A"
"5325",2100,446,"C"
"5326",1758,649,"D"
"5327",1751,680,"D"
"5328",1795,623,"D"
"5329",2393,239,"B"
"5330",1605,762,"D"
"5331",2006,580,"C"
"5332",2073,432,"C"
"5333",1763,614,"D"
"5334",1793,779,"D"
"5335",2458,184,"A"
"5336",2203,239,"B"
"5337",1323,806,"E"
"5338",2370,226,"B"
"5339",2317,202,"B"
"5340",1411,829,"E"
"5341",1397,936,"E"
"5342",1656,754,"D"
"5343",1418,990,"E"
"5344",2417,51,"A"
"5345",2486,33,"A"
"5346",1114,873,"E"
"5347",2331,292,"B"
"5348",2090,459,"C"
"5349",1586,708,"D"
"5350",1652,793,"D"
"5351",1559,903,"E"
"5352",2262,241,"B"
"5353",2795,42,"A"
"5354",1919,506,"C"
"5355",2047,514,"C"
"5356",1987,424,"C"
"5357",1678,613,"D"
"5358",2254,385,"B"
"5359",1186,941,"E"
"5360",2495,143,"A"
"5361",2243,219,"B"
"5362",2687,77,"A"
"5363",2269,249,"B"
"5364",2317,284,"B"
"5365",2210,349,"B"
"5366",1700,659,"D"
"5367",1766,724,"D"
"5368",2770,106,"A"
"5369",2307,349,"B"
"5370",1829,690,"D"
"5371",2056,422,"C"
"5372",2879,54,"A"
"5373",1573,718,"D"
"5374",1319,806,"E"
"5375",1975,401,"C"
"5376",2239,370,"B"
"5377",2216,206,"B"
"5378",2856,49,"A"
"5379",1939,449,"C"
"5380",2365,244,"B"
"5381",2480,193,"A"
"5382",2152,257,"B"
"5383",1649,696,"D"
"5384",2233,286,"B"
"5385",2008,518,"C"
"5386",1773,762,"D"
"5387",1084,858,"E"
"5388",1750,700,"D"
"5389",1536,823,"E"
"5390",2125,255,"B"
"5391",2039,475,"C"
"5392",2313,249,"B"
"5393",1698,723,"D"
"5394",1655,619,"D"
"5395",1608,680,"D"
"5396",885,844,"E"
"5397",2494,10,"A"
"5398",2131,230,"B"
"5399",2188,275,"B"
"5400",1804,683,"D"
"5401",1786,719,"D"
"5402",2415,56,"A"
"5403",2553,1,"A"
"5404",1853,610,"D"
"5405",2657,133,"A"
"5406",2715,10,"A"
"5407",2859,43,"A"
"5408",2250,288,"B"
"5409",2529,161,"A"
"5410",2352,271,"B"
"5411",2589,21,"A"
"5412",1908,504,"C"
"5413",2606,174,"A"
"5414",2139,334,"B"
"5415",2360,228,"B"
"5416",1917,474,"C"
"5417",1052,832,"E"
"5418",1795,615,"D"
"5419",2412,148,"A"
"5420",2185,263,"B"
"5421",1430,971,"E"
"5422",2579,53,"A"
"5423",1489,963,"E"
"5424",2123,273,"B"
"5425",2146,224,"B"
"5426",1256,947,"E"
"5427",2014,443,"C"
"5428",2372,394,"B"
"5429",1267,831,"E"
"5430",2639,15,"A"
"5431",2347,212,"B"
"5432",1526,808,"E"
"5433",2452,50,"A"
"5434",2026,550,"C"
"5435",2676,56,"A"
"5436",2674,133,"A"
"5437",1823,604,"D"
"5438",2342,265,"B"
"5439",2536,132,"A"
"5440",2286,313,"B"
"5441",1624,743,"D"
"5442",1312,864,"E"
"5443",2074,577,"C"
"5444",1282,828,"E"
"5445",1741,628,"D"
"5446",1153,841,"E"
"5447",2553,125,"A"
"5448",1952,467,"C"
"5449",1157,945,"E"
"5450",1930,586,"C"
"5451",1421,877,"E"
"5452",1803,701,"D"
"5453",1994,474,"C"
"5454",1932,407,"C"
"5455",1798,717,"D"
"5456",1374,898,"E"
"5457",2041,564,"C"
"5458",1823,682,"D"
"5459",1980,431,"C"
"5460",1583,761,"D"
"5461",1776,739,"D"
"5462",2733,74,"A"
"5463",2366,235,"B"
"5464",1931,496,"C"
"5465",1197,979,"E"
"5466",2089,459,"C"
"5467",2204,351,"B"
"5468",1567,891,"E"
"5469",2293,246,"B"
"5470",1912,587,"C"
"5471",2299,372,"B"
"5472",1807,757,"D"
"5473",1995,507,"C"
"5474",1228,886,"E"
"5475",1758,692,"D"
"5476",2231,250,"B"
"5477",1848,606,"D"
"5478",1809,637,"D"
"5479",2047,568,"C"
"5480",1861,758,"D"
"5481",2353,397,"B"
"5482",2125,222,"B"
"5483",2710,86,"A"
"5484",929,903,"E"
"5485",1352,999,"E"
"5486",2315,334,"B"
"5487",1928,484,"C"
"5488",1988,496,"C"
"5489",1845,744,"D"
"5490",1627,629,"D"
"5491",1751,642,"D"
"5492",1862,602,"D"
"5493",2404,214,"B"
"5494",2695,15,"A"
"5495",1972,451,"C"
"5496",1935,514,"C"
"5497",2376,365,"B"
"5498",2946,135,"A"
"5499",2427,8,"A"
"5500",1830,619,"D"
"5501",1319,832,"E"
"5502",2061,457,"C"
"5503",2654,98,"A"
"5504",1591,628,"D"
"5505",955,881,"E"
"5506",2175,331,"B"
"5507",1526,982,"E"
"5508",1657,782,"D"
"5509",2064,472,"C"
"5510",2425,175,"A"
"5511",1885,586,"C"
"5512",2496,123,"A"
"5513",2353,296,"B"
"5514",1591,668,"D"
"5515",2561,18,"A"
"5516",1849,702,"D"
"5517",1032,802,"E"
"5518",1212,837,"E"
"5519",1021,889,"E"
"5520",1906,600,"C"
"5521",2563,148,"A"
"5522",2327,303,"B"
"5523",1571,835,"E"
"5524",2483,166,"A"
"5525",1954,445,"C"
"5526",1035,810,"E"
"5527",2641,24,"A"
"5528",1856,665,"D"
"5529",1804,615,"D"
"5530",1504,863,"E"
"5531",2520,187,"A"
"5532",2526,166,"A"
"5533",2108,558,"C"
"5534",1687,740,"D"
"5535",1615,713,"D"
"5536",2103,582,"C"
"5537",2026,592,"C"
"5538",1977,460,"C"
"5539",1488,945,"E"
"5540",1712,773,"D"
"5541",2088,415,"C"
"5542",2635,177,"A"
"5543",2299,337,"B"
"5544",1496,951,"E"
"5545",2373,275,"B"
"5546",2789,113,"A"
"5547",2182,320,"B"
"5548",2207,203,"B"
"5549",1983,488,"C"
"5550",2432,47,"A"
"5551",2081,483,"C"
"5552",1915,577,"C"
"5553",2623,26,"A"
"5554",2645,69,"A"
"5555",1935,515,"C"
"5556",2136,223,"B"
"5557",1936,579,"C"
"5558",1888,520,"C"
"5559",2354,237,"B"
"5560",1992,582,"C"
"5561",2479,69,"A"
"5562",2225,314,"B"
"5563",2482,110,"A"
"5564",2500,9,"A"
"5565",2056,417,"C"
"5566",1753,611,"D"
"5567",1187,978,"E"
"5568",1712,749,"D"
"5569",2700,39,"A"
"5570",1652,612,"D"
"5571",1544,821,"E"
"5572",2022,479,"C"
"5573",1860,728,"D"
"5574",3038,178,"A"
"5575",1897,578,"C"
"5576",1408,807,"E"
"5577",1552,847,"E"
"5578",1358,871,"E"
"5579",2177,244,"B"
"5580",1984,437,"C"
"5581",852,858,"E"
"5582",2230,261,"B"
"5583",1489,977,"E"
"5584",1518,852,"E"
"5585",1297,854,"E"
"5586",2593,96,"A"
"5587",1360,908,"E"
"5588",1092,827,"E"
"5589",1558,814,"E"
"5590",1700,741,"D"
"5591",2456,33,"A"
"5592",2117,510,"C"
"5593",1178,993,"E"
"5594",1786,693,"D"
"5595",2616,22,"A"
"5596",1771,623,"D"
"5597",1966,449,"C"
"5598",2666,194,"A"
"5599",2292,381,"B"
"5600",829,911,"E"
"5601",1858,674,"D"
"5602",1190,860,"E"
"5603",1901,563,"C"
"5604",3270,180,"A"
"5605",2748,161,"A"
"5606",2333,347,"B"
"5607",1752,602,"D"
"5608",1856,644,"D"
"5609",1925,511,"C"
"5610",1602,736,"D"
"5611",2102,554,"C"
"5612",1966,513,"C"
"5613",2247,270,"B"
"5614",1495,999,"E"
"5615",2332,345,"B"
"5616",2738,12,"A"
"5617",2537,193,"A"
"5618",1403,961,"E"
"5619",2893,108,"A"
"5620",2246,375,"B"
"5621",2172,253,"B"
"5622",1224,815,"E"
"5623",781,959,"E"
"5624",2744,133,"A"
"5625",2672,154,"A"
"5626",1828,777,"D"
"5627",2203,242,"B"
"5628",1257,955,"E"
"5629",2705,75,"A"
"5630",1580,727,"D"
"5631",1907,414,"C"
"5632",1914,458,"C"
"5633",2425,100,"A"
"5634",1483,968,"E"
"5635",2301,380,"B"
"5636",1444,823,"E"
"5637",1867,524,"C"
"5638",2271,385,"B"
"5639",2110,410,"C"
"5640",2156,328,"B"
"5641",1743,696,"D"
"5642",1864,450,"C"
"5643",1717,601,"D"
"5644",1478,953,"E"
"5645",1356,897,"E"
"5646",2575,23,"A"
"5647",2477,109,"A"
"5648",2255,220,"B"
"5649",1888,536,"C"
"5650",2034,495,"C"
"5651",2287,343,"B"
"5652",2014,504,"C"
"5653",1453,944,"E"
"5654",1992,512,"C"
"5655",2219,398,"B"
"5656",1602,780,"D"
"5657",1059,934,"E"
"5658",2109,530,"C"
"5659",2013,428,"C"
"5660",1765,651,"D"
"5661",2267,244,"B"
"5662",2243,376,"B"
"5663",2161,273,"B"
"5664",1467,867,"E"
"5665",1830,690,"D"
"5666",2318,219,"B"
"5667",1415,820,"E"
"5668",1809,711,"D"
"5669",1347,825,"E"
"5670",2051,513,"C"
"5671",2182,300,"B"
"5672",2108,504,"C"
"5673",2538,167,"A"
"5674",2676,90,"A"
"5675",2622,40,"A"
"5676",1907,453,"C"
"5677",1606,754,"D"
"5678",2383,392,"B"
"5679",2275,395,"B"
"5680",2466,68,"A"
"5681",2319,263,"B"
"5682",2773,165,"A"
"5683",2409,308,"B"
"5684",2256,259,"B"
"5685",1404,885,"E"
"5686",2317,237,"B"
"5687",2157,259,"B"
"5688",2003,464,"C"
"5689",1103,963,"E"
"5690",1861,645,"D"
"5691",2550,17,"A"
"5692",1834,795,"D"
"5693",2281,224,"B"
"5694",1803,685,"D"
"5695",2625,131,"A"
"5696",1677,602,"D"
"5697",2130,243,"B"
"5698",1592,620,"D"
"5699",1394,990,"E"
"5700",1663,727,"D"
"5701",2016,473,"C"
"5702",2300,399,"B"
"5703",2245,225,"B"
"5704",1414,949,"E"
"5705",2956,142,"A"
"5706",1881,472,"C"
"5707",2638,61,"A"
"5708",2326,328,"B"
"5709",2273,221,"B"
"5710",1621,733,"D"
"5711",3181,11,"A"
"5712",2369,365,"B"
"5713",2904,80,"A"
"5714",1738,733,"D"
"5715",2145,297,"B"
"5716",1751,743,"D"
"5717",1352,945,"E"
"5718",1593,777,"D"
"5719",2000,484,"C"
"5720",1567,918,"E"
"5721",1634,681,"D"
"5722",1514,919,"E"
"5723",1960,488,"C"
"5724",1571,935,"E"
"5725",1246,882,"E"
"5726",1441,982,"E"
"5727",2236,380,"B"
"5728",2573,10,"A"
"5729",2403,346,"B"
"5730",2570,165,"A"
"5731",2309,295,"B"
"5732",1947,404,"C"
"5733",2515,108,"A"
"5734",1984,591,"C"
"5735",1991,426,"C"
"5736",3211,11,"A"
"5737",2484,27,"A"
"5738",1756,726,"D"
"5739",1728,734,"D"
"5740",1932,528,"C"
"5741",1520,886,"E"
"5742",1332,915,"E"
"5743",1833,659,"D"
"5744",1462,902,"E"
"5745",2781,84,"A"
"5746",1507,951,"E"
"5747",2121,309,"B"
"5748",1470,962,"E"
"5749",2044,430,"C"
"5750",2367,213,"B"
"5751",2391,210,"B"
"5752",1953,462,"C"
"5753",1664,790,"D"
"5754",2582,2,"A"
"5755",2510,116,"A"
"5756",1052,844,"E"
"5757",2466,78,"A"
"5758",1941,404,"C"
"5759",2314,268,"B"
"5760",2195,229,"B"
"5761",2208,348,"B"
"5762",2487,191,"A"
"5763",1926,553,"C"
"5764",1647,796,"D"
"5765",1414,856,"E"
"5766",1945,571,"C"
"5767",1431,958,"E"
"5768",2525,100,"A"
"5769",1936,454,"C"
"5770",2466,25,"A"
"5771",1785,763,"D"
"5772",1680,640,"D"
"5773",2327,322,"B"
"5774",1114,879,"E"
"5775",1354,851,"E"
"5776",2397,315,"B"
"5777",2259,282,"B"
"5778",2233,240,"B"
"5779",1642,677,"D"
"5780",1558,876,"E"
"5781",2483,109,"A"
"5782",1694,659,"D"
"5783",1912,495,"C"
"5784",1928,427,"C"
"5785",1416,937,"E"
"5786",1693,673,"D"
"5787",1780,605,"D"
"5788",1521,920,"E"
"5789",1462,900,"E"
"5790",2055,535,"C"
"5791",2130,367,"B"
"5792",1960,534,"C"
"5793",2047,547,"C"
"5794",1643,738,"D"
"5795",2234,240,"B"
"5796",3713,165,"A"
"5797",2394,205,"B"
"5798",2433,130,"A"
"5799",1968,555,"C"
"5800",1785,718,"D"
"5801",1862,625,"D"
"5802",2233,385,"B"
"5803",2174,264,"B"
"5804",1641,781,"D"
"5805",2526,67,"A"
"5806",2295,388,"B"
"5807",1993,557,"C"
"5808",1869,423,"C"
"5809",2029,489,"C"
"5810",1751,690,"D"
"5811",1752,769,"D"
"5812",1831,780,"D"
"5813",1600,644,"D"
"5814",1553,857,"E"
"5815",1407,816,"E"
"5816",1771,655,"D"
"5817",2115,439,"C"
"5818",2575,157,"A"
"5819",1898,514,"C"
"5820",1493,810,"E"
"5821",2450,138,"A"
"5822",1698,701,"D"
"5823",1964,438,"C"
"5824",1508,921,"E"
"5825",2333,237,"B"
"5826",2443,181,"A"
"5827",1988,535,"C"
"5828",1934,454,"C"
"5829",2328,251,"B"
"5830",1962,433,"C"
"5831",3347,142,"A"
"5832",1570,1000,"E"
"5833",2366,361,"B"
"5834",2916,83,"A"
"5835",1058,807,"E"
"5836",1761,641,"D"
"5837",1242,808,"E"
"5838",1379,946,"E"
"5839",2174,249,"B"
"5840",1177,979,"E"
"5841",2002,567,"C"
"5842",2241,257,"B"
"5843",1545,973,"E"
"5844",1126,911,"E"
"5845",1788,690,"D"
"5846",1915,571,"C"
"5847",2428,136,"A"
"5848",1866,596,"C"
"5849",2320,207,"B"
"5850",1509,950,"E"
"5851",2058,476,"C"
"5852",1762,735,"D"
"5853",1776,666,"D"
"5854",2733,179,"A"
"5855",1664,669,"D"
"5856",1745,761,"D"
"5857",1908,476,"C"
"5858",2258,218,"B"
"5859",2477,73,"A"
"5860",1828,670,"D"
"5861",2657,103,"A"
"5862",2301,298,"B"
"5863",2663,147,"A"
"5864",1959,481,"C"
"5865",1754,775,"D"
"5866",1799,753,"D"
"5867",1478,990,"E"
"5868",1569,996,"E"
"5869",2529,164,"A"
"5870",2302,249,"B"
"5871",1740,765,"D"
"5872",2042,518,"C"
"5873",2432,153,"A"
"5874",1851,670,"D"
"5875",1919,447,"C"
"5876",1779,691,"D"
"5877",2166,227,"B"
"5878",2411,193,"A"
"5879",1986,420,"C"
"5880",1633,708,"D"
"5881",1685,637,"D"
"5882",1130,972,"E"
"5883",1334,955,"E"
"5884",1950,446,"C"
"5885",2065,458,"C"
"5886",1996,554,"C"
"5887",1708,637,"D"
"5888",1440,957,"E"
"5889",2345,272,"B"
"5890",1722,698,"D"
"5891",2510,118,"A"
"5892",2643,183,"A"
"5893",2090,485,"C"
"5894",1555,987,"E"
"5895",2384,397,"B"
"5896",2515,61,"A"
"5897",1566,938,"E"
"5898",1310,966,"E"
"5899",1964,550,"C"
"5900",2112,575,"C"
"5901",1905,459,"C"
"5902",1435,971,"E"
"5903",2400,317,"B"
"5904",1854,757,"D"
"5905",2034,579,"C"
"5906",2187,311,"B"
"5907",1689,693,"D"
"5908",1962,404,"C"
"5909",1977,585,"C"
"5910",1991,561,"C"
"5911",1366,858,"E"
"5912",1706,693,"D"
"5913",2403,367,"B"
"5914",2700,173,"A"
"5915",1581,782,"D"
"5916",1695,662,"D"
"5917",1451,959,"E"
"5918",1869,439,"C"
"5919",1567,864,"E"
"5920",1461,958,"E"
"5921",1184,931,"E"
"5922",3285,55,"A"
"5923",2595,48,"A"
"5924",1658,625,"D"
"5925",1961,414,"C"
"5926",1002,949,"E"
"5927",1210,931,"E"
"5928",2438,21,"A"
"5929",1511,812,"E"
"5930",1147,895,"E"
"5931",2675,162,"A"
"5932",2109,543,"C"
"5933",1629,665,"D"
"5934",1196,866,"E"
"5935",1802,620,"D"
"5936",1605,695,"D"
"5937",1690,661,"D"
"5938",2036,487,"C"
"5939",2032,453,"C"
"5940",1584,754,"D"
"5941",2629,149,"A"
"5942",2411,75,"A"
"5943",2168,294,"B"
"5944",1619,785,"D"
"5945",1945,550,"C"
"5946",2126,280,"B"
"5947",1017,937,"E"
"5948",1053,819,"E"
"5949",2281,293,"B"
"5950",1803,785,"D"
"5951",2656,113,"A"
"5952",2026,600,"C"
"5953",1884,565,"C"
"5954",1521,921,"E"
"5955",1981,554,"C"
"5956",2050,550,"C"
"5957",2112,482,"C"
"5958",1947,544,"C"
"5959",1985,416,"C"
"5960",1824,737,"D"
"5961",1838,636,"D"
"5962",2280,400,"B"
"5963",1563,913,"E"
"5964",1204,922,"E"
"5965",1859,746,"D"
"5966",2580,50,"A"
"5967",1465,942,"E"
"5968",1438,902,"E"
"5969",2818,112,"A"
"5970",1826,625,"D"
"5971",1650,704,"D"
"5972",1516,889,"E"
"5973",1647,747,"D"
"5974",1730,640,"D"
"5975",1450,861,"E"
"5976",393,989,"E"
"5977",2051,485,"C"
"5978",2300,244,"B"
"5979",1741,747,"D"
"5980",2502,15,"A"
"5981",2516,89,"A"
"5982",1980,440,"C"
"5983",1856,641,"D"
"5984",1956,410,"C"
"5985",823,938,"E"
"5986",2289,313,"B"
"5987",1674,750,"D"
"5988",2296,326,"B"
"5989",1960,535,"C"
"5990",1644,620,"D"
"5991",2350,385,"B"
"5992",1864,470,"C"
"5993",1943,410,"C"
"5994",1157,855,"E"
"5995",1410,911,"E"
"5996",2018,514,"C"
"5997",1930,539,"C"
"5998",1761,642,"D"
"5999",2250,358,"B"
"6000",1552,942,"E"
"6001",2180,315,"B"
"6002",2204,257,"B"
"6003",930,902,"E"
"6004",2322,340,"B"
"6005",2809,97,"A"
"6006",1520,849,"E"
"6007",2131,214,"B"
"6008",1939,520,"C"
"6009",777,913,"E"
"6010",2992,51,"A"
"6011",1951,504,"C"
"6012",2142,356,"B"
"6013",2349,290,"B"
"6014",1649,783,"D"
"6015",2028,596,"C"
"6016",2819,122,"A"
"6017",3073,139,"A"
"6018",2285,293,"B"
"6019",1555,870,"E"
"6020",2112,597,"C"
"6021",1862,705,"D"
"6022",2042,412,"C"
"6023",2284,262,"B"
"6024",2607,164,"A"
"6025",1655,687,"D"
"6026",1906,418,"C"
"6027",1722,728,"D"
"6028",2120,312,"B"
"6029",2538,94,"A"
"6030",2242,213,"B"
"6031",1700,679,"D"
"6032",1468,881,"E"
"6033",2099,585,"C"
"6034",2188,366,"B"
"6035",1243,809,"E"
"6036",1481,976,"E"
"6037",1712,683,"D"
"6038",2013,591,"C"
"6039",2099,553,"C"
"6040",2627,111,"A"
"6041",2486,127,"A"
"6042",2054,547,"C"
"6043",1331,987,"E"
"6044",2545,77,"A"
"6045",2412,148,"A"
"6046",620,985,"E"
"6047",2263,275,"B"
"6048",2381,306,"B"
"6049",2347,210,"B"
"6050",1986,541,"C"
"6051",3204,16,"A"
"6052",1317,868,"E"
"6053",1974,576,"C"
"6054",2443,132,"A"
"6055",1589,714,"D"
"6056",2837,167,"A"
"6057",1549,810,"E"
"6058",2112,580,"C"
"6059",1761,646,"D"
"6060",1716,695,"D"
"6061",1928,467,"C"
"6062",1704,738,"D"
"6063",2146,272,"B"
"6064",1535,905,"E"
"6065",2484,151,"A"
"6066",2432,1,"A"
"6067",2746,84,"A"
"6068",1862,638,"D"
"6069",1501,891,"E"
"6070",2486,99,"A"
"6071",2658,148,"A"
"6072",2165,332,"B"
"6073",1995,417,"C"
"6074",1339,878,"E"
"6075",2328,364,"B"
"6076",2446,1,"A"
"6077",2619,41,"A"
"6078",1528,981,"E"
"6079",1420,944,"E"
"6080",1700,695,"D"
"6081",1546,989,"E"
"6082",622,903,"E"
"6083",1659,730,"D"
"6084",1420,910,"E"
"6085",2560,127,"A"
"6086",2540,159,"A"
"6087",2727,53,"A"
"6088",2623,71,"A"
"6089",2420,85,"A"
"6090",2260,316,"B"
"6091",1719,706,"D"
"6092",1063,969,"E"
"6093",1123,871,"E"
"6094",2723,88,"A"
"6095",2805,7,"A"
"6096",2870,59,"A"
"6097",2103,440,"C"
"6098",2259,202,"B"
"6099",1378,984,"E"
"6100",1692,768,"D"
"6101",2106,553,"C"
"6102",1494,927,"E"
"6103",1863,554,"C"
"6104",1406,952,"E"
"6105",1373,985,"E"
"6106",1440,925,"E"
"6107",1986,415,"C"
"6108",1795,649,"D"
"6109",1213,914,"E"
"6110",1899,582,"C"
