"semestre","carrera","promedio"
"8","ADMINISTRACION",86.59
"6","ADMINISTRACION",96.17
"2","ADMINISTRACION",94.83
"9","ADMINISTRACION",88.94
"2","ADMINISTRACION",94
"2","ADMINISTRACION",91.8
"9","ADMINISTRACION",85.93
"6","ADMINISTRACION",89.63
"4","ADMINISTRACION",88.38
"8","ADMINISTRACION",89.78
"3","ADMINISTRACION",88.64
"2","ADMINISTRACION",99.17
"3","ADMINISTRACION",94.18
"2","ADMINISTRACION",80.4
"10","ADMINISTRACION",85.89
"2","ADMINISTRACION",96.17
"5","ADMINISTRACION",84.13
"7","ADMINISTRACION",93.03
"4","ADMINISTRACION",87.89
"2","ADMINISTRACION",90.67
"4","ADMINISTRACION",96.11
"4","ADMINISTRACION",91.18
"6","ADMINISTRACION",90.17
"3","ADMINISTRACION",92
"9","ADMINISTRACION",88.15
"3","ADMINISTRACION",91.5
"3","ADMINISTRACION",85.9
"8","ADMINISTRACION",87.92
"2","ADMINISTRACION",93.2
"9","ADMINISTRACION",89.82
"2","ADMINISTRACION",98.17
"9","ADMINISTRACION",90.93
"3","ADMINISTRACION",94.17
"9","ADMINISTRACION",87.96
"5","ADMINISTRACION",92.5
"2","ADMINISTRACION",91.17
"4","ADMINISTRACION",97.11
"4","ADMINISTRACION",83.8
"8","ADMINISTRACION",91.26
"3","ADMINISTRACION",83.14
"8","ADMINISTRACION",94.26
"3","ADMINISTRACION",87.27
"7","ADMINISTRACION",85.79
"7","ADMINISTRACION",83.96
"2","ADMINISTRACION",93
"4","ADMINISTRACION",96.5
"3","ADMINISTRACION",91.75
"7","ADMINISTRACION",93.54
"8","ADMINISTRACION",93.47
"4","ADMINISTRACION",93.53
"4","ADMINISTRACION",89.89
"9","ADMINISTRACION",87.15
"7","ADMINISTRACION",89.66
"9","ADMINISTRACION",87.84
"6","ADMINISTRACION",91.3
"8","ADMINISTRACION",85.42
"3","ADMINISTRACION",92.25
"4","ADMINISTRACION",91
"6","ADMINISTRACION",89.5
"4","ADMINISTRACION",94.12
"8","ADMINISTRACION",86.9
"8","ADMINISTRACION",84.92
"2","ADMINISTRACION",92
"2","ADMINISTRACION",91.83
"7","ADMINISTRACION",87.97
"2","ADMINISTRACION",96.33
"4","ADMINISTRACION",89.06
"10","ADMINISTRACION",87.75
"6","ADMINISTRACION",93.5
"6","ADMINISTRACION",95.06
"3","ADMINISTRACION",93.67
"3","ADMINISTRACION",90.5
"6","ADMINISTRACION",94.07
"2","ADMINISTRACION",92.17
"8","ADMINISTRACION",87.95
"7","ADMINISTRACION",92.64
"3","ADMINISTRACION",89
"7","ADMINISTRACION",88.89
"9","ADMINISTRACION",92.23
"9","ADMINISTRACION",92.24
"4","ADMINISTRACION",92.21
"5","ADMINISTRACION",90.33
"7","ADMINISTRACION",87.09
"7","ADMINISTRACION",88.44
"9","ADMINISTRACION",85.77
"8","ADMINISTRACION",92.81
"8","ADMINISTRACION",96.07
"8","ADMINISTRACION",84.64
"4","ADMINISTRACION",94.39
"8","ADMINISTRACION",89.26
"2","ADMINISTRACION",96.83
"2","ADMINISTRACION",95
"7","ADMINISTRACION",86.74
"7","ADMINISTRACION",90.91
"5","ADMINISTRACION",87.45
"5","ADMINISTRACION",86.18
"6","ADMINISTRACION",86.14
"4","ADMINISTRACION",94.17
"3","ADMINISTRACION",92.42
"6","ADMINISTRACION",91.62
"5","ADMINISTRACION",85.96
"6","ADMINISTRACION",89.8
"8","ADMINISTRACION",93.14
"10","GESTION",85.75
"10","GESTION",93.49
"13","GESTION",90
"11","GESTION",87.54
"10","GESTION",86.24
"11","GESTION",83.33
"10","GESTION",91.39
"11","GESTION",85.39
"10","GESTION",82.83
"12","GESTION",85.79
"10","GESTION",94.57
"10","GESTION",87.31
"10","GESTION",86.78
"10","GESTION",94.18
"10","GESTION",85.12
"10","GESTION",87.43
"10","GESTION",90.55
"12","GESTION",85.23
"11","GESTION",84.86
"11","GESTION",82.44
"11","GESTION",86.51
"12","GESTION",83.19
"11","GESTION",83.56
"10","GESTION",90
"11","GESTION",86.49
"15","GESTION",81.69
"10","GESTION",84.75
"10","GESTION",91.77
"12","GESTION",83.75
"11","GESTION",83.66
"11","GESTION",82.8
"11","GESTION",85.5
"9","GESTION",89.71
"10","GESTION",90.63
"10","GESTION",82.59
"10","GESTION",91.84
"10","GESTION",94.12
"10","GESTION",94.45
"12","GESTION",83.75
"12","GESTION",94.37
"9","GESTION",91.29
"10","GESTION",85.38
"10","GESTION",89.9
"11","GESTION",81.66
"13","GESTION",82.36
"10","GESTION",90.19
"11","GESTION",80.61
"10","GESTION",82.6
"12","GESTION",82.72
"10","GESTION",87.22
"11","GESTION",85.16
"11","GESTION",83.18
"10","GESTION",94.49
"11","GESTION",83.3
"10","GESTION",88.59
"11","GESTION",83.36
"10","GESTION",89.65
"10","GESTION",84.52
"10","GESTION",81.97
"6","GESTION",91.17
"2","GESTION",88.33
"7","GESTION",82.05
"2","GESTION",82.33
"5","GESTION",88.3
"8","GESTION",84.92
"8","GESTION",94.05
"4","GESTION",89.42
"6","GESTION",88.93
"5","GESTION",87.19
"2","GESTION",92.17
"4","GESTION",88.13
"8","GESTION",90.93
"5","GESTION",78.82
"5","GESTION",90.52
"2","GESTION",85
"3","GESTION",82.6
"2","GESTION",80.8
"8","GESTION",83.93
"4","GESTION",90.06
"8","GESTION",93.77
"4","GESTION",91.06
"6","GESTION",86.68
"4","GESTION",86.71
"9","GESTION",90.28
"6","GESTION",91.71
"5","GESTION",86.7
"5","GESTION",90.23
"9","GESTION",92.06
"9","GESTION",89.83
"2","GESTION",85
"9","GESTION",84.31
"7","GESTION",91.59
"8","GESTION",89.04
"8","GESTION",85.4
"2","GESTION",89.17
"9","GESTION",93.84
"3","GESTION",84.8
"2","GESTION",92.33
"2","GESTION",79.5
"5","GESTION",80.56
"2","GESTION",76.5
"9","GESTION",88.95
"9","GESTION",89.42
"2","GESTION",92.67
"4","GESTION",80.71
"4","GESTION",86.33
"2","GESTION",97
"2","GESTION",89.17
"5","GESTION",86.5
"4","GESTION",89.53
"7","GESTION",89.36
"2","GESTION",94
"5","GESTION",89.44
"4","GESTION",85.77
"8","GESTION",85.75
"7","GESTION",87.26
"3","GESTION",87.22
"3","GESTION",86.5
"8","GESTION",88.3
"5","GESTION",84.29
"4","GESTION",90.56
"3","GESTION",90.83
"5","GESTION",88.37
"5","GESTION",86
"2","GESTION",91.17
"2","GESTION",98.17
"6","GESTION",85.15
"2","GESTION",95.33
"4","GESTION",87
"9","GESTION",92.43
"8","GESTION",90.42
"8","GESTION",87.52
"4","GESTION",85.89
"2","GESTION",85
"2","GESTION",87.33
"7","GESTION",93.97
"8","GESTION",86.82
"4","GESTION",86.94
"6","GESTION",88.12
"2","GESTION",85
"6","GESTION",90.84
"2","GESTION",90.5
"4","GESTION",87.22
"3","GESTION",93.54
"5","GESTION",87.22
"6","GESTION",88.59
"8","GESTION",89.02
"4","GESTION",86.94
"8","GESTION",91.21
"7","GESTION",82.64
"8","GESTION",87
"3","GESTION",94.38
"6","GESTION",88.42
"2","GESTION",94.67
"8","GESTION",89.5
"8","GESTION",86.7
"2","GESTION",95.4
"4","GESTION",85.61
"4","GESTION",91
"3","GESTION",92.17
"3","GESTION",89.33
"4","GESTION",84.92
"6","GESTION",92.13
"8","GESTION",89.86
"5","GESTION",86.32
"3","GESTION",83.22
"3","GESTION",88.64
"4","GESTION",89.56
"2","GESTION",97
"6","GESTION",91.29
"7","GESTION",85.66
"4","GESTION",84.43
"7","GESTION",79.35
"6","GESTION",88.47
"9","GESTION",87.19
"2","GESTION",94.67
"4","GESTION",92.83
"7","GESTION",89.19
"8","GESTION",88.3
"4","GESTION",91.67
"2","GESTION",86.6
"3","GESTION",90.25
"6","GESTION",82.06
"4","GESTION",90.12
"7","GESTION",86.08
"8","GESTION",87.74
"3","GESTION",90.5
"5","GESTION",87.86
"4","GESTION",92.06
"2","GESTION",89.83
"3","GESTION",86
"6","GESTION",85.55
"2","GESTION",93.17
"8","GESTION",89.15
"2","GESTION",89.83
"5","GESTION",84.29
"2","GESTION",91.83
"8","GESTION",89.56
"8","GESTION",85.88
"8","GESTION",88.3
"6","GESTION",93.87
"8","GESTION",88.52
"6","GESTION",89.74
"4","GESTION",89.94
"2","GESTION",97.17
"6","GESTION",91.54
"4","GESTION",87.19
"6","GESTION",92.71
"7","GESTION",85.94
"8","GESTION",86.31
"9","GESTION",88.92
"6","GESTION",92.76
"4","GESTION",89
"6","GESTION",90.84
"7","GESTION",87.79
"8","GESTION",90.07
"4","GESTION",88.33
"3","GESTION",87.5
"2","GESTION",89
"3","GESTION",90.15
"2","GESTION",98
"3","GESTION",85.56
"8","GESTION",88.14
"9","GESTION",86.85
"6","GESTION",91.74
"5","GESTION",86.52
"9","GESTION",88.68
"5","GESTION",86.83
"9","GESTION",86.6
"5","GESTION",85.88
"6","GESTION",90.69
"2","GESTION",87.33
"2","GESTION",96.33
"4","GESTION",90.39
"6","GESTION",88.23
"6","GESTION",90.38
"6","GESTION",91.1
"4","GESTION",90.94
"9","GESTION",90.3
"3","GESTION",89.27
"2","GESTION",93.83
"8","GESTION",94.7
"2","GESTION",85.17
"6","GESTION",88.23
"8","GESTION",89.02
"8","GESTION",86.66
"6","GESTION",88.97
"3","GESTION",80.67
"8","GESTION",88.02
"2","GESTION",95
"9","GESTION",88.81
"7","GESTION",88.1
"4","GESTION",92.22
"9","GESTION",85.49
"6","GESTION",93.23
"4","GESTION",95.28
"6","GESTION",93.42
"7","GESTION",87.26
"9","GESTION",88.76
"2","GESTION",90.33
"7","GESTION",90.13
"2","GESTION",96.67
"8","GESTION",90.13
"4","GESTION",97.72
"4","GESTION",84.94
"7","GESTION",77.71
"4","GESTION",93.5
"4","GESTION",91.88
"5","GESTION",81.71
"7","GESTION",89.38
"7","GESTION",86.43
"8","GESTION",83.97
"3","GESTION",86.25
"6","GESTION",94.03
"9","GESTION",90.6
"4","GESTION",81
"9","GESTION",85.43
"7","GESTION",86.59
"4","GESTION",96
"6","GESTION",94.24
"9","GESTION",83.74
"6","GESTION",86.84
"8","GESTION",85.59
"2","GESTION",87.67
"2","GESTION",91.83
"3","GESTION",88.89
"3","GESTION",89.64
"6","GESTION",80.78
"2","GESTION",97.17
"6","GESTION",87.52
"9","GESTION",83.54
"2","GESTION",97.33
"5","GESTION",86.14
"3","GESTION",83.18
"8","GESTION",89.51
"3","GESTION",86.18
"3","GESTION",94.93
"9","GESTION",89.87
"2","GESTION",93.17
"5","GESTION",86.17
"9","GESTION",85.6
"6","GESTION",81.5
"4","GESTION",89.17
"5","GESTION",86.52
"7","GESTION",90.29
"7","GESTION",80.33
"2","GESTION",98.5
"9","GESTION",89.36
"5","GESTION",86.29
"9","GESTION",87.11
"8","GESTION",90.67
"7","GESTION",86.62
"4","GESTION",94
"7","GESTION",85.5
"2","GESTION",71.33
"6","GESTION",84
"7","GESTION",88.47
"8","GESTION",85.98
"9","GESTION",88.57
"7","GESTION",81.53
"5","GESTION",82.64
"8","GESTION",82.09
"6","GESTION",88.63
"4","GESTION",93.72
"6","GESTION",87
"9","GESTION",87.65
"6","GESTION",92.81
"6","GESTION",92.37
"2","GESTION",87.67
"8","GESTION",92.82
"3","GESTION",86.89
"7","GESTION",90.37
"8","GESTION",85.14
"6","GESTION",94.76
"2","GESTION",89.17
"2","GESTION",97.33
"9","GESTION",90.96
"6","GESTION",82.32
"7","GESTION",84.89
"6","GESTION",86.86
"8","GESTION",86.53
"6","GESTION",88.73
"4","GESTION",89.33
"8","GESTION",91.2
"5","GESTION",88.05
"5","GESTION",89.76
"6","GESTION",92.06
"7","GESTION",88.13
"9","GESTION",92.23
"4","GESTION",94.33
"4","GESTION",85.29
"4","GESTION",92.83
"2","GESTION",84.33
"6","GESTION",88.23
"6","GESTION",88.32
"7","GESTION",87.27
"6","GESTION",88.57
"9","GESTION",87.85
"4","GESTION",88.72
"5","GESTION",92.27
"7","GESTION",82.96
"9","GESTION",82.35
"2","GESTION",97.5
"5","GESTION",92
"2","GESTION",91.4
"9","GESTION",87.34
"7","GESTION",83
"4","GESTION",90.06
"7","GESTION",93.42
"3","GESTION",95.58
"3","GESTION",82
"9","GESTION",82.46
"3","GESTION",88.75
"3","GESTION",88.17
"4","GESTION",93.5
"9","GESTION",84.52
"4","GESTION",90.94
"6","GESTION",84.88
"4","GESTION",84.92
"7","GESTION",88.43
"4","GESTION",91.28
"8","GESTION",88.13
"3","GESTION",91.1
"9","GESTION",88.02
"7","GESTION",87.66
"4","GESTION",85.94
"3","GESTION",83.23
"8","GESTION",95.86
"6","GESTION",86.94
"9","GESTION",86.26
"5","GESTION",89.78
"2","GESTION",93.83
"4","GESTION",84.8
"9","GESTION",80.82
"6","GESTION",91.9
"5","GESTION",80.43
"3","GESTION",88.67
"3","GESTION",86.23
"9","GESTION",86.46
"7","GESTION",86.86
"6","GESTION",90.5
"9","GESTION",91.13
"9","GESTION",82.43
"4","GESTION",92.11
"7","GESTION",83.69
"7","GESTION",85.45
"6","GESTION",90.47
"6","GESTION",88.53
"9","GESTION",92.92
"9","GESTION",90.22
"8","GESTION",90.62
"9","GESTION",85.57
"4","GESTION",93.17
"9","GESTION",85.98
"5","GESTION",86.13
"8","GESTION",87.81
"5","GESTION",81.88
"4","GESTION",85.07
"7","GESTION",88.91
"6","GESTION",90.5
"2","GESTION",82.4
"7","GESTION",90.3
"2","GESTION",86
"3","GESTION",93.67
"9","GESTION",85.7
"6","GESTION",94
"7","GESTION",90.53
"4","GESTION",87.88
"8","GESTION",87.61
"5","GESTION",82.55
"8","GESTION",86.55
"2","GESTION",87.67
"7","GESTION",86.5
"4","GESTION",88.71
"3","GESTION",93
"4","GESTION",89.5
"2","GESTION",94
"5","GESTION",91.84
"2","GESTION",97.5
"2","GESTION",90.67
"9","GESTION",94.35
"7","GESTION",85.89
"3","GESTION",91.33
"6","GESTION",85.53
"4","GESTION",88.65
"3","GESTION",85.6
"9","GESTION",87.16
"7","GESTION",84.42
"6","GESTION",88.94
"7","GESTION",89.24
"8","GESTION",91.26
"9","GESTION",92.04
"4","GESTION",91.81
"3","GESTION",95.58
"8","GESTION",89.9
"7","GESTION",88.89
"2","GESTION",88.33
"9","GESTION",87.25
"4","GESTION",85.31
"6","GESTION",91.09
"7","GESTION",89.31
"7","GESTION",87.25
"9","GESTION",82.25
"7","GESTION",87.08
"7","GESTION",88.28
"9","GESTION",88.59
"9","GESTION",85.4
"2","GESTION",87.67
"2","GESTION",86.67
"2","GESTION",90.17
"9","GESTION",87.57
"8","GESTION",85.11
"7","GESTION",83.75
"8","GESTION",88.19
"2","GESTION",96.5
"6","GESTION",92.39
"9","GESTION",88.67
"2","GESTION",92.83
"2","GESTION",87.5
"7","GESTION",90.82
"2","GESTION",95.67
"6","GESTION",87.55
"2","GESTION",92.5
"2","GESTION",95.33
"2","GESTION",75
"2","GESTION",86.33
"6","GESTION",87.41
"5","GESTION",90.09
"5","GESTION",89.58
"6","GESTION",80.64
"7","GESTION",84
"6","GESTION",90.9
"3","GESTION",89.1
"4","GESTION",93.06
"4","GESTION",85.93
"8","GESTION",88.33
"2","GESTION",91
"6","GESTION",93.3
"4","GESTION",88.11
"2","GESTION",77.5
"4","GESTION",87.94
"8","GESTION",83.94
"8","GESTION",86.61
"8","GESTION",89.76
"4","GESTION",83.36
"9","GESTION",90.69
"9","GESTION",83.95
"6","GESTION",90.3
"4","GESTION",82.91
"6","GESTION",87.54
"6","GESTION",79.95
"4","GESTION",85.19
"5","GESTION",88.27
"4","GESTION",95.83
"7","GESTION",85.93
"2","GESTION",88
"3","GESTION",90.1
"3","GESTION",90.5
"11","QUIMICA",82.65
"4","QUIMICA",92.78
"6","QUIMICA",82.5
"10","QUIMICA",87.83
"2","QUIMICA",87.33
"4","QUIMICA",85.35
"4","QUIMICA",88.83
"7","QUIMICA",84.93
"10","QUIMICA",79.44
"4","QUIMICA",90.33
"2","QUIMICA",92.83
"9","QUIMICA",83.34
"6","QUIMICA",84.92
"2","QUIMICA",95.5
"10","QUIMICA",91.54
"9","QUIMICA",83.1
"9","QUIMICA",81.21
"8","QUIMICA",90.13
"6","QUIMICA",82
"10","QUIMICA",83.66
"3","QUIMICA",79.45
"4","QUIMICA",88.56
"10","QUIMICA",84.17
"4","QUIMICA",92.11
"2","QUIMICA",96
"3","QUIMICA",93.42
"5","QUIMICA",79.91
"10","QUIMICA",83.91
"8","QUIMICA",92.21
"12","QUIMICA",81.9
"7","QUIMICA",87.24
"9","QUIMICA",85.84
"3","QUIMICA",88.75
"9","QUIMICA",83.95
"12","QUIMICA",79.41
"8","QUIMICA",85.28
"8","QUIMICA",87.85
"11","QUIMICA",85.85
"4","QUIMICA",90.17
"10","QUIMICA",86.22
"9","QUIMICA",81.06
"5","QUIMICA",80.5
"10","QUIMICA",81.4
"4","QUIMICA",83.78
"9","QUIMICA",83.56
"8","QUIMICA",86.97
"6","QUIMICA",86.28
"3","QUIMICA",94
"6","QUIMICA",85.45
"4","QUIMICA",92.56
"5","QUIMICA",77.29
"8","QUIMICA",84.1
"3","QUIMICA",88.92
"2","QUIMICA",85.5
"7","QUIMICA",83.52
"2","QUIMICA",86.75
"2","QUIMICA",88.67
"7","QUIMICA",83.79
"8","QUIMICA",86.76
"4","QUIMICA",90.78
"5","QUIMICA",81.09
"5","QUIMICA",82.42
"9","QUIMICA",80.82
"4","QUIMICA",91.94
"2","QUIMICA",94.5
"5","QUIMICA",77.91
"9","QUIMICA",85.74
"4","QUIMICA",93.39
"11","QUIMICA",80.62
"2","QUIMICA",97.17
"3","QUIMICA",83.27
"3","QUIMICA",82.42
"10","QUIMICA",92.38
"9","QUIMICA",82.66
"6","QUIMICA",88.14
"4","QUIMICA",91.94
"7","QUIMICA",80.26
"7","QUIMICA",84.78
"5","QUIMICA",78.68
"6","QUIMICA",90.9
"3","QUIMICA",92
"4","QUIMICA",91.24
"10","QUIMICA",86.59
"2","QUIMICA",95.67
"3","QUIMICA",94.38
"6","QUIMICA",87.14
"4","QUIMICA",86.41
"9","QUIMICA",85.83
"2","QUIMICA",95.33
"3","QUIMICA",95.5
"5","QUIMICA",86.21
"9","QUIMICA",82.43
"6","QUIMICA",80.43
"6","QUIMICA",92.87
"9","QUIMICA",84.36
"2","QUIMICA",94.33
"9","QUIMICA",84.85
"9","QUIMICA",79.19
"6","QUIMICA",81.88
"4","QUIMICA",86.78
"6","QUIMICA",89.8
"2","QUIMICA",91.2
"2","QUIMICA",93
"5","QUIMICA",83.28
"8","QUIMICA",94.24
"2","QUIMICA",95.5
"3","QUIMICA",90.42
"8","QUIMICA",89.79
"4","QUIMICA",89.65
"4","QUIMICA",92.33
"8","QUIMICA",87.33
"13","QUIMICA",80.69
"6","QUIMICA",78.78
"5","QUIMICA",84.59
"4","QUIMICA",90.94
"8","QUIMICA",85.45
"3","QUIMICA",87.42
"9","QUIMICA",83.34
"2","QUIMICA",94.67
"9","QUIMICA",86.19
"4","QUIMICA",91.06
"4","QUIMICA",90
"6","QUIMICA",88.53
"8","QUIMICA",96.57
"4","QUIMICA",87.5
"2","QUIMICA",95
"8","QUIMICA",90.36
"10","QUIMICA",84.84
"3","QUIMICA",88.58
"8","QUIMICA",95.14
"4","QUIMICA",84.08
"3","QUIMICA",86.67
"2","QUIMICA",89.5
"9","QUIMICA",81.81
"9","QUIMICA",82.11
"4","QUIMICA",91.28
"9","QUIMICA",81.52
"9","QUIMICA",80.74
"5","QUIMICA",87.58
"3","QUIMICA",87.27
"7","QUIMICA",84.75
"8","QUIMICA",91.81
"2","QUIMICA",89.33
"4","QUIMICA",86.18
"4","QUIMICA",86
"3","QUIMICA",90.67
"9","QUIMICA",81.49
"3","QUIMICA",93.75
"7","QUIMICA",82.13
"2","QUIMICA",91.29
"6","QUIMICA",84.37
"6","QUIMICA",90.5
"10","QUIMICA",82.16
"13","QUIMICA",79.34
"4","QUIMICA",84.15
"3","QUIMICA",91.25
"7","QUIMICA",88.06
"2","QUIMICA",95.67
"2","QUIMICA",95.17
"8","QUIMICA",96.24
"6","QUIMICA",86.2
"2","QUIMICA",93.5
"4","QUIMICA",95.39
"3","QUIMICA",91.92
"6","QUIMICA",88.93
"4","QUIMICA",95.89
"4","QUIMICA",90.33
"10","QUIMICA",80.41
"8","QUIMICA",91.52
"2","QUIMICA",93.17
"11","QUIMICA",82.67
"3","QUIMICA",91
"4","QUIMICA",91.76
"4","QUIMICA",91.83
"8","QUIMICA",88.95
"3","QUIMICA",97.42
"12","QUIMICA",80.58
"2","QUIMICA",97.67
"4","QUIMICA",89
"6","QUIMICA",88.68
"5","QUIMICA",86.32
"8","QUIMICA",89.64
"3","QUIMICA",89.42
"11","QUIMICA",84.63
"10","QUIMICA",80.09
"7","QUIMICA",83.63
"3","QUIMICA",93.33
"7","QUIMICA",85.07
"5","QUIMICA",86.88
"6","QUIMICA",87.47
"10","QUIMICA",83.55
"12","QUIMICA",83.94
"3","QUIMICA",90
"3","QUIMICA",94.42
"2","QUIMICA",95.83
"10","QUIMICA",87.6
"6","QUIMICA",82.83
"11","QUIMICA",81.61
"6","QUIMICA",85.4
"4","QUIMICA",87.63
"10","QUIMICA",89.42
"8","QUIMICA",78.33
"10","QUIMICA",81.79
"7","QUIMICA",84.56
"10","QUIMICA",85.24
"2","QUIMICA",91.83
"5","QUIMICA",79.76
"2","QUIMICA",86.67
"2","QUIMICA",84.4
"2","QUIMICA",95.67
"9","QUIMICA",81.33
"6","QUIMICA",80.68
"9","QUIMICA",84.32
"6","QUIMICA",84.17
"5","QUIMICA",80.48
"2","QUIMICA",94.83
"4","QUIMICA",95.28
"10","QUIMICA",83.02
"3","QUIMICA",86.5
"2","QUIMICA",94.67
"7","QUIMICA",84.67
"6","QUIMICA",90.2
"10","QUIMICA",84.96
"9","QUIMICA",81.91
"7","QUIMICA",78.59
"6","QUIMICA",93.48
"8","QUIMICA",85.62
"6","QUIMICA",90.83
"6","QUIMICA",93.17
"9","QUIMICA",82.38
"5","QUIMICA",84.08
"6","QUIMICA",88.03
"3","QUIMICA",89
"9","QUIMICA",85.17
"2","QUIMICA",88.67
"7","QUIMICA",83.71
"3","QUIMICA",86.75
"5","QUIMICA",82.13
"4","QUIMICA",90.83
"3","QUIMICA",83.67
"5","QUIMICA",86.38
"10","QUIMICA",84.37
"2","QUIMICA",92.17
"7","QUIMICA",83
"8","QUIMICA",91.88
"4","QUIMICA",90.83
"4","QUIMICA",84.4
"2","QUIMICA",93
"8","QUIMICA",93.57
"10","QUIMICA",85.82
"10","QUIMICA",82.05
"4","QUIMICA",89.67
"8","QUIMICA",88.41
"6","QUIMICA",85.07
"4","QUIMICA",88.28
"4","QUIMICA",93.39
"4","QUIMICA",89.68
"4","QUIMICA",90.83
"6","QUIMICA",88.8
"10","QUIMICA",86.96
"3","QUIMICA",86.83
"8","QUIMICA",93.62
"2","QUIMICA",91.17
"6","QUIMICA",84.32
"2","QUIMICA",96.67
"9","QUIMICA",84.24
"3","QUIMICA",84.42
"6","QUIMICA",84.17
"9","QUIMICA",83.75
"8","QUIMICA",91.08
"4","QUIMICA",95.67
"4","QUIMICA",88.44
"8","QUIMICA",87.62
"6","QUIMICA",83.04
"2","QUIMICA",87
"8","QUIMICA",91.98
"9","QUIMICA",83.38
"4","QUIMICA",97
"5","QUIMICA",82.92
"2","QUIMICA",95.67
"10","QUIMICA",87.27
"9","QUIMICA",87.63
"8","QUIMICA",96.12
"10","QUIMICA",80.28
"3","QUIMICA",86
"3","QUIMICA",85.73
"4","QUIMICA",91.22
"6","QUIMICA",92.33
"8","QUIMICA",90.45
"5","QUIMICA",85.16
"2","QUIMICA",94.67
"3","QUIMICA",90.17
"6","QUIMICA",86.53
"10","QUIMICA",82.88
"6","QUIMICA",86.38
"6","QUIMICA",84.9
"13","QUIMICA",79.77
"2","QUIMICA",91.17
"10","QUIMICA",87.88
"3","QUIMICA",84.88
"9","QUIMICA",83.29
"5","QUIMICA",85.95
"7","QUIMICA",86.19
"9","QUIMICA",80.93
"2","QUIMICA",91.17
"2","QUIMICA",92.83
"7","QUIMICA",83.22
"4","QUIMICA",89.39
"2","QUIMICA",91.17
"3","QUIMICA",86.58
"2","QUIMICA",95.33
"8","QUIMICA",85.24
"12","QUIMICA",81.66
"8","QUIMICA",84.33
"2","QUIMICA",90.5
"4","QUIMICA",90.72
"8","QUIMICA",82.86
"5","QUIMICA",81.79
"6","QUIMICA",87.33
"2","QUIMICA",95.33
"2","QUIMICA",86.67
"6","QUIMICA",87.42
"7","QUIMICA",81.59
"2","QUIMICA",84.2
"4","QUIMICA",92.39
"9","QUIMICA",82.91
"4","QUIMICA",91.22
"8","QUIMICA",85.35
"4","QUIMICA",94.17
"4","QUIMICA",94.67
"10","QUIMICA",83.7
"7","QUIMICA",85.55
"8","QUIMICA",84.88
"8","QUIMICA",87.36
"9","QUIMICA",83.74
"6","QUIMICA",86.07
"3","QUIMICA",87.5
"7","QUIMICA",86.41
"3","QUIMICA",84.33
"5","QUIMICA",81.77
"3","QUIMICA",82.4
"9","QUIMICA",88.58
"4","QUIMICA",93.72
"4","QUIMICA",86.75
"3","QUIMICA",92.5
"6","QUIMICA",85.64
"5","QUIMICA",86.36
"5","QUIMICA",81.95
"3","QUIMICA",88.42
"2","QUIMICA",92.67
"9","QUIMICA",82.38
"9","QUIMICA",81.81
"2","QUIMICA",94.5
"8","QUIMICA",93.19
"5","QUIMICA",82.13
"2","QUIMICA",95.83
"6","QUIMICA",93.57
"3","QUIMICA",87.92
"4","QUIMICA",93.11
"3","QUIMICA",89.75
"3","QUIMICA",92.33
"11","QUIMICA",83.57
"10","QUIMICA",79.55
"6","QUIMICA",90.13
"2","QUIMICA",83.2
"6","QUIMICA",86.27
"2","QUIMICA",93
"4","QUIMICA",90
"6","QUIMICA",90.17
"4","QUIMICA",90.17
"7","QUIMICA",81
"3","QUIMICA",87.43
"2","QUIMICA",88.17
"2","QUIMICA",96.17
"2","QUIMICA",90.67
"4","QUIMICA",89.26
"6","QUIMICA",82.79
"8","QUIMICA",86.9
"3","QUIMICA",84
"2","QUIMICA",90.67
"5","QUIMICA",87.29
"2","QUIMICA",94.5
"2","QUIMICA",88
"9","QUIMICA",83.41
"6","QUIMICA",86.64
"2","QUIMICA",89.83
"7","QUIMICA",85.91
"3","QUIMICA",88.67
"9","QUIMICA",82.09
"8","QUIMICA",90.58
"2","QUIMICA",98.83
"3","QUIMICA",94
"6","QUIMICA",85.76
"9","QUIMICA",84.07
"9","QUIMICA",84.05
"7","QUIMICA",80.12
"4","QUIMICA",87
"6","QUIMICA",90.6
"2","QUIMICA",87.25
"7","QUIMICA",83.78
"5","QUIMICA",79.5
"3","QUIMICA",88.33
"10","QUIMICA",88.94
"8","QUIMICA",84.94
"3","QUIMICA",90
"7","QUIMICA",83.44
"3","QUIMICA",89.82
"6","QUIMICA",88.8
"11","QUIMICA",80.44
"4","QUIMICA",87.8
"6","QUIMICA",89.68
"10","QUIMICA",84.68
"10","QUIMICA",81.89
"4","QUIMICA",90.78
"9","QUIMICA",82.03
"11","QUIMICA",81.88
"4","QUIMICA",90.5
"4","QUIMICA",90.94
"3","QUIMICA",90.25
"9","QUIMICA",84.24
"9","QUIMICA",80.47
"12","QUIMICA",82.65
"8","QUIMICA",82.22
"4","QUIMICA",92.06
"8","QUIMICA",90.33
"9","QUIMICA",81.3
"2","QUIMICA",88.33
"6","QUIMICA",84.36
"3","QUIMICA",92.36
"10","QUIMICA",86.02
"7","QUIMICA",79.96
"8","QUIMICA",89.92
"8","QUIMICA",86.97
"10","QUIMICA",81.26
"6","QUIMICA",82
"3","QUIMICA",84.71
"11","QUIMICA",83.75
"10","QUIMICA",86.6
"7","QUIMICA",83.22
