"","matricula","carrera","genero","promedio","edad","peso","altura"
"2573",2573,"INFORMATICA","F",85.69,21,62.18,162.18
"2574",2574,"CIVIL","M",85.33,21,84.22,184.22
"2575",2575,"TIC","F",83.81,20,60.61,160.61
"2576",2576,"QUIMICA","F",84.71,21,64.39,164.39
"2577",2577,"QUIMICA","F",83.46,20,57.02,157.02
"2578",2578,"QUIMICA","F",83.18,20,60.1,160.1
"2579",2579,"MECANICA","F",88.04,22,59.07,159.07
"2580",2580,"CIVIL","M",84.16,20,82.48,182.48
"2581",2581,"TIC","F",91.09,22,59.94,159.94
"2582",2582,"MECANICA","F",86.44,21,60.88,160.88
"2583",2583,"INDUSTRIAL","M",89.04,22,84.48,184.48
"2584",2584,"MECANICA","F",84.35,21,60.07,160.07
"2585",2585,"MECANICA","F",78.23,19,57.7,157.7
"2586",2586,"MECANICA","F",86.05,21,62.09,162.09
"2587",2587,"TIC","F",89.92,22,57.89,157.89
"2588",2588,"MECANICA","F",85.74,21,57.27,157.27
"2589",2589,"QUIMICA","F",84.46,21,58.73,158.73
"2590",2590,"CIVIL","M",86.9,21,76.97,176.97
"2591",2591,"INDUSTRIAL","M",86.05,21,82.63,182.63
"2592",2592,"ARQUITECTURA","M",82.66,20,78.63,178.63
"2593",2593,"CIVIL","M",91.74,23,78.96,178.96
"2594",2594,"ELECTRICA","M",85.22,21,82.06,182.06
"2595",2595,"MECANICA","F",80.74,19,56.25,156.25
"2596",2596,"MECATRONICA","F",81.37,20,60.91,160.91
"2597",2597,"ELECTRICA","M",87.83,22,80.71,180.71
"2598",2598,"CIVIL","M",90.83,22,80.04,180.04
"2599",2599,"MECATRONICA","F",89.9,22,62.54,162.54
"2600",2600,"MECANICA","F",85.96,21,63.47,163.47
"2601",2601,"MECANICA","F",89.26,22,61.97,161.97
"2602",2602,"BIOQUIMICA","M",88.73,22,84.36,184.36
"2603",2603,"TIC","F",86.3,21,63,163
"2604",2604,"INFORMATICA","F",86.11,21,58.31,158.31
"2605",2605,"BIOQUIMICA","M",91.38,23,79.05,179.05
"2606",2606,"MECANICA","F",77.67,19,62.24,162.24
"2607",2607,"ADMINISTRACION","M",86.58,21,81.8,181.8
"2608",2608,"INDUSTRIAL","F",84.6,21,59.3,159.3
"2609",2609,"QUIMICA","F",79.95,19,61.61,161.61
"2610",2610,"ADMINISTRACION","M",83.6,20,78.12,178.12
"2611",2611,"INFORMATICA","F",85.52,21,58.05,158.05
"2612",2612,"TIC","F",84.41,21,59.18,159.18
"2613",2613,"BIOQUIMICA","M",89.41,22,81.61,181.61
"2614",2614,"INDUSTRIAL","M",88.38,22,79.6,179.6
"2615",2615,"ADMINISTRACION","M",82.15,20,82.15,182.15
"2616",2616,"ADMINISTRACION","M",87.88,22,80.88,180.88
"2617",2617,"CIVIL","M",88.7,22,79.09,179.09
"2618",2618,"CIVIL","M",81.87,20,78.04,178.04
"2619",2619,"MECATRONICA","F",85.14,21,60.51,160.51
"2620",2620,"INDUSTRIAL","F",91.73,23,59.01,159.01
"2621",2621,"CIVIL","M",87.74,22,74.7,174.7
"2622",2622,"BIOQUIMICA","M",89.15,22,82.12,182.12
"2623",2623,"TIC","F",92.08,23,59.82,159.82
"2624",2624,"ARQUITECTURA","M",86.44,21,78.28,178.28
"2625",2625,"INFORMATICA","F",86.92,21,60.02,160.02
"2626",2626,"ADMINISTRACION","M",89.74,22,78.53,178.53
"2627",2627,"INFORMATICA","F",86.03,21,62.52,162.52
"2628",2628,"ELECTRONICA","M",87.33,21,78.51,178.51
"2629",2629,"INDUSTRIAL","M",84.15,20,81.38,181.38
"2630",2630,"INDUSTRIAL","F",83.15,20,60.95,160.95
"2631",2631,"ELECTRICA","M",85.84,21,79.96,179.96
"2632",2632,"QUIMICA","F",84.05,20,62.95,162.95
"2633",2633,"ELECTRONICA","M",88.73,22,76.89,176.89
"2634",2634,"CIVIL","M",83.76,20,83.84,183.84
"2635",2635,"TIC","F",83.3,20,59.71,159.71
"2636",2636,"BIOQUIMICA","M",82.88,20,81.31,181.31
"2637",2637,"ADMINISTRACION","M",89.91,22,73.89,173.89
"2638",2638,"CIVIL","M",84.67,21,74.12,174.12
"2639",2639,"TIC","F",83.94,20,63.71,163.71
"2640",2640,"SISTEMAS","F",85.57,21,60.62,160.62
"2641",2641,"ELECTRICA","M",84.33,21,81.59,181.59
"2642",2642,"BIOQUIMICA","M",91.79,23,82.01,182.01
"2643",2643,"MECATRONICA","F",88.38,22,60.7,160.7
"2644",2644,"ELECTRONICA","M",83.48,20,75.51,175.51
"2645",2645,"INDUSTRIAL","M",87.05,21,79.16,179.16
"2646",2646,"QUIMICA","F",86.89,21,60.72,160.72
"2647",2647,"ADMINISTRACION","M",89.9,22,84.38,184.38
"2648",2648,"ADMINISTRACION","M",84.93,21,75.56,175.56
"2649",2649,"MECANICA","F",88.86,22,54.52,154.52
"2650",2650,"BIOQUIMICA","M",90.07,22,76.19,176.19
"2651",2651,"CIVIL","M",92.85,23,75.78,175.78
"2652",2652,"ELECTRICA","M",85.87,21,83.31,183.31
"2653",2653,"TIC","F",86.25,21,58.66,158.66
"2654",2654,"ARQUITECTURA","M",90.27,22,74.91,174.91
"2655",2655,"BIOQUIMICA","M",86.99,21,80.61,180.61
"2656",2656,"INFORMATICA","F",86.75,21,61.06,161.06
"2657",2657,"ARQUITECTURA","M",90.76,22,79.91,179.91
"2658",2658,"ARQUITECTURA","M",89.07,22,83.14,183.14
"2659",2659,"BIOQUIMICA","M",86.06,21,82.66,182.66
"2660",2660,"ELECTRICA","M",80.34,19,77.77,177.77
"2661",2661,"CIVIL","M",85.65,21,80.64,180.64
"2662",2662,"BIOQUIMICA","M",89.91,22,77.18,177.18
"2663",2663,"BIOQUIMICA","M",84.23,20,85.09,185.09
"2664",2664,"CIVIL","M",78,19,77.83,177.83
"2665",2665,"ELECTRONICA","M",86.95,21,82.9,182.9
"2666",2666,"TIC","F",83.84,20,59.67,159.67
"2667",2667,"CIVIL","M",85.61,21,77.58,177.58
"2668",2668,"MECATRONICA","F",85.6,21,59.91,159.91
"2669",2669,"ELECTRICA","M",81.89,20,81.74,181.74
"2670",2670,"QUIMICA","F",85.39,21,59.52,159.52
"2671",2671,"MECANICA","F",84.19,20,60.46,160.46
"2672",2672,"SISTEMAS","F",85.23,21,59.46,159.46
"2673",2673,"ADMINISTRACION","M",84.08,20,81.71,181.71
"2674",2674,"INFORMATICA","F",84.48,21,65.11,165.11
"2675",2675,"SISTEMAS","F",84.03,20,61.72,161.72
"2676",2676,"CIVIL","M",92.3,23,79.31,179.31
"2677",2677,"INDUSTRIAL","M",88.07,22,78.25,178.25
"2678",2678,"INFORMATICA","F",87.05,21,62.88,162.88
"2679",2679,"INDUSTRIAL","M",91.95,23,81.89,181.89
"2680",2680,"INFORMATICA","F",82.91,20,60.71,160.71
"2681",2681,"ARQUITECTURA","M",87.99,22,78.24,178.24
"2682",2682,"ELECTRICA","M",82.49,20,85.89,185.89
"2683",2683,"ELECTRICA","M",84.33,21,81.08,181.08
"2684",2684,"ARQUITECTURA","M",87.77,22,78.31,178.31
"2685",2685,"CIVIL","M",84.06,20,76.6,176.6
"2686",2686,"MECATRONICA","F",84.33,21,62.27,162.27
"2687",2687,"SISTEMAS","F",91.1,22,61.24,161.24
"2688",2688,"BIOQUIMICA","M",91.52,23,85.74,185.74
"2689",2689,"TIC","F",83.47,20,62.52,162.52
"2690",2690,"ADMINISTRACION","M",85.87,21,75.53,175.53
"2691",2691,"TIC","F",89.44,22,61.74,161.74
"2692",2692,"INDUSTRIAL","F",79.54,19,57.98,157.98
"2693",2693,"ADMINISTRACION","M",84.49,21,80.48,180.48
"2694",2694,"ELECTRICA","M",89.24,22,78.5,178.5
"2695",2695,"BIOQUIMICA","M",87.33,21,79.73,179.73
"2696",2696,"SISTEMAS","F",84.95,21,60.63,160.63
"2697",2697,"INDUSTRIAL","M",82.52,20,82.77,182.77
"2698",2698,"ELECTRICA","M",88.81,22,81.53,181.53
"2699",2699,"ADMINISTRACION","M",91.06,22,78.92,178.92
"2700",2700,"TIC","F",78.41,19,58.68,158.68
"2701",2701,"ARQUITECTURA","M",84.6,21,81.45,181.45
"2702",2702,"INFORMATICA","F",92.72,23,63.68,163.68
"2703",2703,"SISTEMAS","F",87.68,21,62.93,162.93
"2704",2704,"INFORMATICA","F",85.3,21,60.39,160.39
"2705",2705,"INDUSTRIAL","F",81.95,20,58.43,158.43
"2706",2706,"ELECTRONICA","M",84.72,21,82.76,182.76
"2707",2707,"MECATRONICA","F",88.63,22,58.23,158.23
"2708",2708,"TIC","F",86.69,21,61.24,161.24
"2709",2709,"ADMINISTRACION","M",84.42,21,81.05,181.05
"2710",2710,"ELECTRICA","M",82.81,20,77.42,177.42
"2711",2711,"ELECTRICA","M",85.63,21,76.55,176.55
"2712",2712,"CIVIL","M",81.83,20,78.61,178.61
"2713",2713,"ADMINISTRACION","M",95.27,24,79.42,179.42
"2714",2714,"INFORMATICA","F",91.45,23,63.21,163.21
"2715",2715,"BIOQUIMICA","M",88.35,22,80.36,180.36
"2716",2716,"INFORMATICA","F",86.4,21,59.5,159.5
"2717",2717,"INFORMATICA","F",84.38,21,58.09,158.09
"2718",2718,"QUIMICA","F",92.4,23,62.44,162.44
"2719",2719,"BIOQUIMICA","M",81.53,20,80.57,180.57
"2720",2720,"CIVIL","M",89.33,22,77.95,177.95
"2721",2721,"BIOQUIMICA","M",86.81,21,80.96,180.96
"2722",2722,"SISTEMAS","F",88.99,22,57.92,157.92
"2723",2723,"ADMINISTRACION","M",90.89,22,78.61,178.61
"2724",2724,"ELECTRONICA","M",85.95,21,78.82,178.82
"2725",2725,"ARQUITECTURA","M",86.7,21,77.41,177.41
"2726",2726,"QUIMICA","F",76.35,18,58.71,158.71
"2727",2727,"BIOQUIMICA","M",85.45,21,83.21,183.21
"2728",2728,"MECATRONICA","F",88.88,22,60.15,160.15
"2729",2729,"QUIMICA","F",93.58,23,55.68,155.68
"2730",2730,"MECATRONICA","F",82.03,20,58.39,158.39
"2731",2731,"CIVIL","M",86.8,21,81.11,181.11
"2732",2732,"INFORMATICA","F",86.08,21,60.98,160.98
"2733",2733,"ADMINISTRACION","M",90.78,22,75.26,175.26
"2734",2734,"BIOQUIMICA","M",85.15,21,80.15,180.15
"2735",2735,"ADMINISTRACION","M",85.98,21,77.9,177.9
"2736",2736,"CIVIL","M",82.66,20,78.89,178.89
"2737",2737,"ELECTRONICA","M",85.93,21,77.28,177.28
"2738",2738,"MECATRONICA","F",81.99,20,61.45,161.45
"2739",2739,"ELECTRICA","M",85.46,21,77.76,177.76
"2740",2740,"ADMINISTRACION","M",83.92,20,78.74,178.74
"2741",2741,"INFORMATICA","F",85.43,21,60.33,160.33
"2742",2742,"TIC","F",83.63,20,64.76,164.76
"2743",2743,"ELECTRONICA","M",91.76,23,79.72,179.72
"2744",2744,"ADMINISTRACION","M",84.02,20,75.36,175.36
"2745",2745,"SISTEMAS","F",85.88,21,61.46,161.46
"2746",2746,"ADMINISTRACION","M",84.62,21,82.78,182.78
"2747",2747,"MECATRONICA","F",88.48,22,62.14,162.14
"2748",2748,"ADMINISTRACION","M",90.39,22,77.61,177.61
"2749",2749,"TIC","F",84.76,21,58.62,158.62
"2750",2750,"INDUSTRIAL","F",82.45,20,58.15,158.15
"2751",2751,"INFORMATICA","F",87.42,21,56.86,156.86
"2752",2752,"TIC","F",87.84,22,60.95,160.95
"2753",2753,"TIC","F",84.74,21,60.5,160.5
"2754",2754,"ARQUITECTURA","M",88.36,22,77.87,177.87
"2755",2755,"INDUSTRIAL","M",86.7,21,84.16,184.16
"2756",2756,"ELECTRICA","M",81.55,20,78.96,178.96
"2757",2757,"SISTEMAS","F",88.12,22,57.78,157.78
"2758",2758,"INDUSTRIAL","F",81.86,20,57.16,157.16
"2759",2759,"ELECTRONICA","M",90.58,22,76.45,176.45
"2760",2760,"ARQUITECTURA","M",87.3,21,80.98,180.98
"2761",2761,"CIVIL","M",91.67,23,76.22,176.22
"2762",2762,"ELECTRONICA","M",85.67,21,84.59,184.59
"2763",2763,"ADMINISTRACION","M",80.6,19,81.22,181.22
"2764",2764,"ELECTRONICA","M",81.18,20,83.22,183.22
"2765",2765,"CIVIL","M",90.45,22,83.74,183.74
"2766",2766,"TIC","F",83.9,20,57.39,157.39
"2767",2767,"BIOQUIMICA","M",82.61,20,78.43,178.43
"2768",2768,"MECATRONICA","F",87.05,21,59.18,159.18
"2769",2769,"MECATRONICA","F",85.11,21,59.44,159.44
"2770",2770,"ADMINISTRACION","M",82.3,20,82.01,182.01
"2771",2771,"INDUSTRIAL","M",77.23,18,83.15,183.15
"2772",2772,"ADMINISTRACION","M",84.44,21,81.76,181.76
"2773",2773,"CIVIL","M",87.23,21,80.41,180.41
"2774",2774,"BIOQUIMICA","M",84.79,21,79.87,179.87
"2775",2775,"BIOQUIMICA","M",85.49,21,76.22,176.22
"2776",2776,"ARQUITECTURA","M",84.43,21,79.69,179.69
"2777",2777,"QUIMICA","F",86.81,21,65.75,165.75
"2778",2778,"ADMINISTRACION","M",88.43,22,87.66,187.66
"2779",2779,"ELECTRONICA","M",90.6,22,81.54,181.54
"2780",2780,"SISTEMAS","F",80.55,19,64.05,164.05
"2781",2781,"ADMINISTRACION","M",86.76,21,81.37,181.37
"2782",2782,"ELECTRICA","M",85.12,21,81.51,181.51
"2783",2783,"ELECTRICA","M",89.65,22,76.18,176.18
"2784",2784,"SISTEMAS","F",93.7,23,61.17,161.17
"2785",2785,"INDUSTRIAL","F",85.97,21,60.83,160.83
"2786",2786,"SISTEMAS","F",87.48,21,60.53,160.53
"2787",2787,"SISTEMAS","F",89.66,22,56.65,156.65
"2788",2788,"BIOQUIMICA","M",91.27,23,81.08,181.08
"2789",2789,"INDUSTRIAL","M",90.16,22,76.43,176.43
"2790",2790,"ELECTRICA","M",78.87,19,78.33,178.33
"2791",2791,"INFORMATICA","F",81.99,20,58.84,158.84
"2792",2792,"QUIMICA","F",84.95,21,62.07,162.07
"2793",2793,"ADMINISTRACION","M",92.58,23,85.47,185.47
"2794",2794,"ELECTRICA","M",86.49,21,82.37,182.37
"2795",2795,"SISTEMAS","F",86.32,21,59.18,159.18
"2796",2796,"INFORMATICA","F",86.34,21,59.47,159.47
"2797",2797,"INFORMATICA","F",88.05,22,62.02,162.02
"2798",2798,"TIC","F",90.42,22,59.5,159.5
"2799",2799,"SISTEMAS","F",89.49,22,59.13,159.13
"2800",2800,"ELECTRONICA","M",77.82,19,76.42,176.42
"2801",2801,"QUIMICA","F",78.71,19,56.77,156.77
"2802",2802,"INFORMATICA","F",85.71,21,61.52,161.52
"2803",2803,"INFORMATICA","F",88.62,22,60.11,160.11
"2804",2804,"ADMINISTRACION","M",80.52,19,80.25,180.25
"2805",2805,"ELECTRONICA","M",88.45,22,79.62,179.62
"2806",2806,"QUIMICA","F",82.38,20,61.64,161.64
"2807",2807,"BIOQUIMICA","M",86.9,21,82.68,182.68
"2808",2808,"BIOQUIMICA","M",85.99,21,76.15,176.15
"2809",2809,"CIVIL","M",81.93,20,79.66,179.66
"2810",2810,"ADMINISTRACION","M",92.04,23,77.85,177.85
"2811",2811,"BIOQUIMICA","M",88.49,22,81.56,181.56
"2812",2812,"CIVIL","M",95.91,24,83.94,183.94
"2813",2813,"MECANICA","F",88.49,22,62.87,162.87
"2814",2814,"QUIMICA","F",84.86,21,56.95,156.95
"2815",2815,"ARQUITECTURA","M",85.55,21,79.9,179.9
"2816",2816,"ARQUITECTURA","M",84.1,20,76.49,176.49
"2817",2817,"ARQUITECTURA","M",81.56,20,83.23,183.23
"2818",2818,"ELECTRONICA","M",78.48,19,81.28,181.28
"2819",2819,"CIVIL","M",86,21,78.29,178.29
"2820",2820,"ADMINISTRACION","M",91.35,23,84.39,184.39
"2821",2821,"TIC","F",87.35,21,57.16,157.16
"2822",2822,"ADMINISTRACION","M",84.91,21,82.9,182.9
"2823",2823,"INFORMATICA","F",88.74,22,58.45,158.45
"2824",2824,"INDUSTRIAL","F",86.65,21,63.86,163.86
"2825",2825,"ELECTRICA","M",88.02,22,82.9,182.9
"2826",2826,"MECANICA","F",87.78,22,57.64,157.64
"2827",2827,"MECATRONICA","F",85.41,21,59.98,159.98
"2828",2828,"QUIMICA","F",89.61,22,61.54,161.54
"2829",2829,"ELECTRICA","M",87.11,21,81.08,181.08
"2830",2830,"ELECTRICA","M",80.6,19,82.95,182.95
"2831",2831,"ELECTRONICA","M",88.17,22,77.36,177.36
"2832",2832,"MECANICA","F",92.84,23,60.77,160.77
"2833",2833,"INDUSTRIAL","F",87.05,21,60.04,160.04
"2834",2834,"ARQUITECTURA","M",92.89,23,78.55,178.55
"2835",2835,"TIC","F",87.66,21,64.88,164.88
"2836",2836,"INFORMATICA","F",87.89,22,58.15,158.15
"2837",2837,"TIC","F",85.19,21,60.2,160.2
"2838",2838,"QUIMICA","F",78.88,19,59.65,159.65
"2839",2839,"TIC","F",82.03,20,61.08,161.08
"2840",2840,"MECATRONICA","F",85.38,21,56.03,156.03
"2841",2841,"SISTEMAS","F",82.19,20,61.66,161.66
"2842",2842,"INDUSTRIAL","M",80.57,19,78.6,178.6
"2843",2843,"MECANICA","F",85.83,21,60.25,160.25
"2844",2844,"ELECTRONICA","M",83.93,20,82.61,182.61
"2845",2845,"QUIMICA","F",94.37,23,59.42,159.42
"2846",2846,"CIVIL","M",86.38,21,77.64,177.64
"2847",2847,"QUIMICA","F",87.56,21,62.82,162.82
"2848",2848,"MECANICA","F",87.7,21,58.05,158.05
"2849",2849,"TIC","F",86.17,21,61.77,161.77
"2850",2850,"MECANICA","F",88.27,22,59.11,159.11
"2851",2851,"ELECTRONICA","M",87.84,22,83.96,183.96
"2852",2852,"QUIMICA","F",88.67,22,58.84,158.84
"2853",2853,"ADMINISTRACION","M",89.44,22,80.59,180.59
"2854",2854,"ARQUITECTURA","M",89.61,22,77.4,177.4
"2855",2855,"INFORMATICA","F",86.2,21,56.66,156.66
"2856",2856,"INDUSTRIAL","F",81.62,20,61.92,161.92
"2857",2857,"CIVIL","M",76.81,18,83.11,183.11
"2858",2858,"CIVIL","M",84.44,21,81.61,181.61
"2859",2859,"INFORMATICA","F",80.74,19,63.6,163.6
"2860",2860,"ELECTRONICA","M",84.9,21,78.36,178.36
"2861",2861,"CIVIL","M",85.16,21,80.35,180.35
"2862",2862,"ELECTRONICA","M",87.01,21,73.8,173.8
"2863",2863,"SISTEMAS","F",91.79,23,57.63,157.63
"2864",2864,"CIVIL","M",91.88,23,73.81,173.81
"2865",2865,"QUIMICA","F",89.18,22,60.04,160.04
"2866",2866,"MECANICA","F",86.8,21,63.49,163.49
"2867",2867,"SISTEMAS","F",87.46,21,59.52,159.52
"2868",2868,"CIVIL","M",85.83,21,79.89,179.89
"2869",2869,"SISTEMAS","F",80.48,19,59.9,159.9
"2870",2870,"ARQUITECTURA","M",92.75,23,77.67,177.67
"2871",2871,"INDUSTRIAL","F",90.11,22,60.64,160.64
"2872",2872,"TIC","F",90.07,22,63.17,163.17
"2873",2873,"QUIMICA","F",84.25,20,60.97,160.97
"2874",2874,"ELECTRONICA","M",88,22,84.87,184.87
"2875",2875,"INDUSTRIAL","M",87.71,21,74.59,174.59
"2876",2876,"ELECTRONICA","M",80.57,19,80.61,180.61
"2877",2877,"TIC","F",85.42,21,60.14,160.14
"2878",2878,"INDUSTRIAL","M",87.31,21,85.29,185.29
"2879",2879,"QUIMICA","F",87.4,21,61.99,161.99
"2880",2880,"ADMINISTRACION","M",83.83,20,80.94,180.94
"2881",2881,"INFORMATICA","F",92.52,23,58.34,158.34
"2882",2882,"MECATRONICA","F",92.43,23,62.34,162.34
"2883",2883,"ARQUITECTURA","M",88.41,22,80.7,180.7
"2884",2884,"MECANICA","F",83.78,20,58.66,158.66
"2885",2885,"ELECTRICA","M",82.75,20,76.36,176.36
"2886",2886,"ADMINISTRACION","M",81.5,20,80.46,180.46
"2887",2887,"MECANICA","F",83.73,20,58.78,158.78
"2888",2888,"INFORMATICA","F",79.63,19,54.4,154.4
"2889",2889,"ADMINISTRACION","M",87.72,21,79.07,179.07
"2890",2890,"ELECTRONICA","M",80.93,20,80.13,180.13
"2891",2891,"ADMINISTRACION","M",81.85,20,80.42,180.42
"2892",2892,"SISTEMAS","F",88.36,22,56.82,156.82
"2893",2893,"SISTEMAS","F",87.41,21,56.86,156.86
"2894",2894,"ELECTRONICA","M",89.94,22,77.78,177.78
"2895",2895,"ARQUITECTURA","M",87.74,22,81.5,181.5
"2896",2896,"INFORMATICA","F",85.77,21,59.49,159.49
"2897",2897,"INFORMATICA","F",87.52,21,59.87,159.87
"2898",2898,"TIC","F",80.73,19,59.8,159.8
"2899",2899,"ELECTRONICA","M",86.38,21,80.23,180.23
"2900",2900,"QUIMICA","F",86.65,21,60.37,160.37
"2901",2901,"CIVIL","M",88.71,22,81.1,181.1
"2902",2902,"ADMINISTRACION","M",85.84,21,83.01,183.01
"2903",2903,"INDUSTRIAL","F",86.33,21,55.02,155.02
"2904",2904,"ELECTRONICA","M",81.37,20,77.55,177.55
"2905",2905,"INDUSTRIAL","F",87.9,22,59.84,159.84
"2906",2906,"ADMINISTRACION","M",79.4,19,83.99,183.99
"2907",2907,"INFORMATICA","F",86.71,21,59.77,159.77
"2908",2908,"MECANICA","F",87.41,21,58.06,158.06
"2909",2909,"INFORMATICA","F",90.94,22,60.08,160.08
"2910",2910,"MECANICA","F",89.21,22,61.81,161.81
"2911",2911,"CIVIL","M",89.55,22,84.68,184.68
"2912",2912,"CIVIL","M",79.77,19,80.47,180.47
"2913",2913,"INFORMATICA","F",91.55,23,63.27,163.27
"2914",2914,"BIOQUIMICA","M",84.49,21,78.41,178.41
"2915",2915,"TIC","F",95.17,24,60.06,160.06
"2916",2916,"QUIMICA","F",83.67,20,58.96,158.96
"2917",2917,"MECATRONICA","F",81.92,20,59.22,159.22
"2918",2918,"INDUSTRIAL","M",88.47,22,84.39,184.39
"2919",2919,"QUIMICA","F",85.96,21,56.1,156.1
"2920",2920,"MECANICA","F",90.36,22,60.85,160.85
"2921",2921,"ELECTRONICA","M",84.35,21,82.22,182.22
"2922",2922,"BIOQUIMICA","M",82.73,20,77.66,177.66
"2923",2923,"MECATRONICA","F",88.64,22,59.69,159.69
"2924",2924,"QUIMICA","F",85.13,21,60.73,160.73
"2925",2925,"MECATRONICA","F",89.74,22,58.21,158.21
"2926",2926,"TIC","F",88.23,22,58.09,158.09
"2927",2927,"BIOQUIMICA","M",85.21,21,83.68,183.68
"2928",2928,"INFORMATICA","F",86.61,21,58.47,158.47
"2929",2929,"BIOQUIMICA","M",87.28,21,78.54,178.54
"2930",2930,"INDUSTRIAL","F",81.95,20,58.22,158.22
"2931",2931,"QUIMICA","F",83.99,20,58.6,158.6
"2932",2932,"SISTEMAS","F",87.03,21,61.28,161.28
"2933",2933,"BIOQUIMICA","M",92.42,23,79.71,179.71
"2934",2934,"ELECTRONICA","M",88.79,22,83.67,183.67
"2935",2935,"SISTEMAS","F",87.69,21,58.72,158.72
"2936",2936,"ELECTRONICA","M",89.21,22,70.79,170.79
"2937",2937,"ELECTRONICA","M",87.59,21,76.14,176.14
"2938",2938,"ARQUITECTURA","M",83.74,20,84.1,184.1
"2939",2939,"ADMINISTRACION","M",90.21,22,83.18,183.18
"2940",2940,"MECANICA","F",82.24,20,63.25,163.25
"2941",2941,"ARQUITECTURA","M",82.62,20,79.12,179.12
"2942",2942,"QUIMICA","F",87.08,21,63.33,163.33
"2943",2943,"ADMINISTRACION","M",91.86,23,76.79,176.79
"2944",2944,"MECANICA","F",84.02,20,62.26,162.26
"2945",2945,"ARQUITECTURA","M",89.64,22,78.01,178.01
"2946",2946,"ARQUITECTURA","M",85.37,21,79.11,179.11
"2947",2947,"BIOQUIMICA","M",87.68,21,81.12,181.12
"2948",2948,"SISTEMAS","F",81.03,20,56.96,156.96
"2949",2949,"SISTEMAS","F",82.32,20,61.81,161.81
"2950",2950,"MECATRONICA","F",92.56,23,60.42,160.42
"2951",2951,"CIVIL","M",86.08,21,80.19,180.19
"2952",2952,"MECANICA","F",86.24,21,61.86,161.86
"2953",2953,"QUIMICA","F",77.09,18,59.34,159.34
"2954",2954,"INDUSTRIAL","F",90.23,22,64.31,164.31
"2955",2955,"ELECTRONICA","M",85.54,21,83.48,183.48
"2956",2956,"MECATRONICA","F",87.57,21,54.45,154.45
"2957",2957,"BIOQUIMICA","M",87.25,21,79.55,179.55
"2958",2958,"ELECTRICA","M",87.36,21,77.93,177.93
"2959",2959,"ELECTRONICA","M",84.61,21,80.8,180.8
"2960",2960,"ARQUITECTURA","M",92.53,23,78.54,178.54
"2961",2961,"CIVIL","M",86.47,21,83.41,183.41
"2962",2962,"MECATRONICA","F",85.41,21,60.13,160.13
"2963",2963,"ELECTRICA","M",91.62,23,84.89,184.89
"2964",2964,"INFORMATICA","F",84.71,21,60.47,160.47
"2965",2965,"INDUSTRIAL","F",81.34,20,60.89,160.89
"2966",2966,"TIC","F",78.76,19,60.73,160.73
"2967",2967,"INDUSTRIAL","F",85.65,21,62.19,162.19
"2968",2968,"ADMINISTRACION","M",83.94,20,81.22,181.22
"2969",2969,"SISTEMAS","F",85.25,21,59.43,159.43
"2970",2970,"ARQUITECTURA","M",86.26,21,81.48,181.48
"2971",2971,"MECATRONICA","F",93.51,23,59.04,159.04
"2972",2972,"ARQUITECTURA","M",88.24,22,86.07,186.07
"2973",2973,"SISTEMAS","F",85.32,21,58.32,158.32
"2974",2974,"SISTEMAS","F",90.41,22,59.68,159.68
"2975",2975,"INFORMATICA","F",84.94,21,55.68,155.68
"2976",2976,"TIC","F",87.81,22,58.71,158.71
"2977",2977,"BIOQUIMICA","M",90.03,22,80.57,180.57
"2978",2978,"BIOQUIMICA","M",85.68,21,76.65,176.65
"2979",2979,"MECANICA","F",79.41,19,58.09,158.09
"2980",2980,"ELECTRONICA","M",84.29,21,80.29,180.29
"2981",2981,"MECANICA","F",92.46,23,60.41,160.41
"2982",2982,"ADMINISTRACION","M",85.26,21,82.51,182.51
"2983",2983,"ELECTRICA","M",89.94,22,78.74,178.74
"2984",2984,"SISTEMAS","F",87.53,21,60.58,160.58
"2985",2985,"ELECTRICA","M",86.24,21,78.17,178.17
"2986",2986,"ARQUITECTURA","M",76.9,18,77.52,177.52
"2987",2987,"TIC","F",88.48,22,64.41,164.41
"2988",2988,"INFORMATICA","F",83.91,20,58.57,158.57
"2989",2989,"TIC","F",84.72,21,58.68,158.68
"2990",2990,"MECATRONICA","F",84.15,20,62.9,162.9
"2991",2991,"INFORMATICA","F",92.28,23,59.23,159.23
"2992",2992,"INDUSTRIAL","M",81.86,20,79.43,179.43
"2993",2993,"ELECTRICA","M",76.68,18,78,178
"2994",2994,"INFORMATICA","F",87.89,22,59.64,159.64
"2995",2995,"QUIMICA","F",88.66,22,59.65,159.65
"2996",2996,"CIVIL","M",85.35,21,78.6,178.6
"2997",2997,"ADMINISTRACION","M",85.21,21,75.18,175.18
"2998",2998,"CIVIL","M",91.65,23,83.66,183.66
"2999",2999,"BIOQUIMICA","M",78.5,19,76.21,176.21
"3000",3000,"INDUSTRIAL","F",82.27,20,56.16,156.16
"3001",3001,"SISTEMAS","F",88.56,22,57.46,157.46
"3002",3002,"INDUSTRIAL","M",87.34,21,76.99,176.99
"3003",3003,"BIOQUIMICA","M",90.49,22,85.12,185.12
"3004",3004,"ELECTRONICA","M",83.22,20,80.53,180.53
"3005",3005,"SISTEMAS","F",80.45,19,57.97,157.97
"3006",3006,"QUIMICA","F",89.23,22,63,163
"3007",3007,"BIOQUIMICA","M",92.26,23,80.07,180.07
"3008",3008,"ELECTRICA","M",85.8,21,79.35,179.35
